lv1_code,inventory.1.inventory_source,inventory.1.sku,inventory.1.qty,inventory.1.stock_availability,inventory.1.style,inventory.1.available_qty
2024SAC06_red_sm,CO,2024SAC06_red_sm,10,in_stock,dynamic,10
2024SAC06_red_md,CO,2024SAC06_red_md,9,in_stock,dynamic,9
2024SAC06_red_lg,CO,2024SAC06_red_lg,12,in_stock,dynamic,12
2024SBC06_red_sm,CO,2024SBC06_red_sm,7,in_stock,dynamic,7
2024SBC06_red_md,CO,2024SBC06_red_md,6,in_stock,dynamic,6
2024SBC06_red_lg,CO,2024SBC06_red_lg,2,in_stock,dynamic,2
2043SAC09_yellow_sm,CO,2043SAC09_yellow_sm,4,in_stock,dynamic,4
2043SAC09_yellow_md,CO,2043SAC09_yellow_md,9,in_stock,dynamic,9
2043SAC09_yellow_lg,CO,2043SAC09_yellow_lg,2,in_stock,dynamic,2
2043SBC09_yellow_sm,CO,2043SBC09_yellow_sm,1,in_stock,dynamic,1
2043SBC09_yellow_md,CO,2043SBC09_yellow_md,10,in_stock,dynamic,10
2043SBC09_yellow_lg,CO,2043SBC09_yellow_lg,12,in_stock,dynamic,12
2062SBC13_blue_sm,CO,2062SBC13_blue_sm,8,in_stock,dynamic,8
2062SBC13_blue_md,CO,2062SBC13_blue_md,5,in_stock,dynamic,5
2062SBC13_blue_lg,CO,2062SBC13_blue_lg,3,in_stock,dynamic,3
2062SCC13_blue_sm,CO,2062SCC13_blue_sm,1,in_stock,dynamic,1
2062SCC13_blue_md,CO,2062SCC13_blue_md,8,in_stock,dynamic,8
2062SCC13_blue_lg,CO,2062SCC13_blue_lg,12,in_stock,dynamic,12
2110SBC04_blue_sm,CO,2110SBC04_blue_sm,10,in_stock,dynamic,10
2110SBC04_blue_md,CO,2110SBC04_blue_md,10,in_stock,dynamic,10
2110SBC04_blue_lg,CO,2110SBC04_blue_lg,9,in_stock,dynamic,9
2110SDC04_blue_sm,CO,2110SDC04_blue_sm,12,in_stock,dynamic,12
