lv1_code,inventory.1.inventory_source,inventory.1.sku,inventory.1.qty,inventory.1.stock_availability,inventory.1.style,inventory.1.available_qty
2110SDC04_blue_md,CO,2110SDC04_blue_md,7,in_stock,dynamic,7
2110SDC04_blue_lg,CO,2110SDC04_blue_lg,6,in_stock,dynamic,6
2119SOH03_yellow_sm,CO,2119SOH03_yellow_sm,2,in_stock,dynamic,2
2119SOH03_yellow_md,CO,2119SOH03_yellow_md,4,in_stock,dynamic,4
2119SOH03_yellow_lg,CO,2119SOH03_yellow_lg,9,in_stock,dynamic,9
2119SOR03_yellow_sm,CO,2119SOR03_yellow_sm,2,in_stock,dynamic,2
2119SOR03_yellow_md,CO,2119SOR03_yellow_md,1,in_stock,dynamic,1
2119SOR03_yellow_lg,CO,2119SOR03_yellow_lg,10,in_stock,dynamic,10
2130SBC02_blue_sm,CO,2130SBC02_blue_sm,12,in_stock,dynamic,12
2130SBC02_blue_md,CO,2130SBC02_blue_md,8,in_stock,dynamic,8
2130SBC02_blue_lg,CO,2130SBC02_blue_lg,5,in_stock,dynamic,5
2130SCC02_blue_sm,CO,2130SCC02_blue_sm,3,in_stock,dynamic,3
2130SCC02_blue_md,CO,2130SCC02_blue_md,1,in_stock,dynamic,1
2130SCC02_blue_lg,CO,2130SCC02_blue_lg,8,in_stock,dynamic,8
2194SBC01_yellow_sm,CO,2194SBC01_yellow_sm,12,in_stock,dynamic,12
2194SBC01_yellow_md,CO,2194SBC01_yellow_md,10,in_stock,dynamic,10
2194SBC01_yellow_lg,CO,2194SBC01_yellow_lg,10,in_stock,dynamic,10
2194SDC01_yellow_sm,CO,2194SDC01_yellow_sm,9,in_stock,dynamic,9
2194SDC01_yellow_md,CO,2194SDC01_yellow_md,12,in_stock,dynamic,12
2194SDC01_yellow_lg,CO,2194SDC01_yellow_lg,7,in_stock,dynamic,7
3007SAC22_blue_sm,CO,3007SAC22_blue_sm,6,in_stock,dynamic,6
3007SAC22_blue_md,CO,3007SAC22_blue_md,2,in_stock,dynamic,2
3007SAC22_blue_lg,CO,3007SAC22_blue_lg,4,in_stock,dynamic,4
3007SBC22_blue_sm,CO,3007SBC22_blue_sm,9,in_stock,dynamic,9
3007SBC22_blue_md,CO,3007SBC22_blue_md,2,in_stock,dynamic,2
3007SBC22_blue_lg,CO,3007SBC22_blue_lg,1,in_stock,dynamic,1
3007SCC22_blue_sm,CO,3007SCC22_blue_sm,10,in_stock,dynamic,10
3007SCC22_blue_md,CO,3007SCC22_blue_md,12,in_stock,dynamic,12
3007SCC22_blue_lg,CO,3007SCC22_blue_lg,8,in_stock,dynamic,8
3007SDC22_blue_sm,CO,3007SDC22_blue_sm,5,in_stock,dynamic,5
3007SDC22_blue_md,CO,3007SDC22_blue_md,3,in_stock,dynamic,3
3007SDC22_blue_lg,CO,3007SDC22_blue_lg,1,in_stock,dynamic,1
3007SAC23_brown_sm,CO,3007SAC23_brown_sm,8,in_stock,dynamic,8
3007SAC23_brown_md,CO,3007SAC23_brown_md,12,in_stock,dynamic,12
3007SAC23_brown_lg,CO,3007SAC23_brown_lg,10,in_stock,dynamic,10
3007SBC23_brown_sm,CO,3007SBC23_brown_sm,10,in_stock,dynamic,10
3007SBC23_brown_md,CO,3007SBC23_brown_md,9,in_stock,dynamic,9
3007SBC23_brown_lg,CO,3007SBC23_brown_lg,12,in_stock,dynamic,12
3007SCC23_brown_sm,CO,3007SCC23_brown_sm,7,in_stock,dynamic,7
3007SCC23_brown_md,CO,3007SCC23_brown_md,6,in_stock,dynamic,6
3007SCC23_brown_lg,CO,3007SCC23_brown_lg,2,in_stock,dynamic,2
3007SDC23_brown_sm,CO,3007SDC23_brown_sm,4,in_stock,dynamic,4
3007SDC23_brown_md,CO,3007SDC23_brown_md,9,in_stock,dynamic,9
3007SDC23_brown_lg,CO,3007SDC23_brown_lg,2,in_stock,dynamic,2
3072SBC07_yellow_sm,CO,3072SBC07_yellow_sm,1,in_stock,dynamic,1
3072SBC07_yellow_md,CO,3072SBC07_yellow_md,10,in_stock,dynamic,10
3072SBC07_yellow_lg,CO,3072SBC07_yellow_lg,12,in_stock,dynamic,12
3072SCC07_yellow_sm,CO,3072SCC07_yellow_sm,8,in_stock,dynamic,8
3072SCC07_yellow_md,CO,3072SCC07_yellow_md,5,in_stock,dynamic,5
3072SCC07_yellow_lg,CO,3072SCC07_yellow_lg,3,in_stock,dynamic,3
