Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22
lv1_code,product_class_name,name,status,brand,image.1.url,image.1.description,image.1.is_primary,image.2.url,image.2.description,image.2.is_primary,image.3.url,image.3.description,image.3.is_primary,image.4.url,image.4.description,image.4.is_primary,image.5.url,image.5.description,image.5.is_primary,attribute.saya_color.single_option,variation_children_code
3100KKB01-orange,Colour,3100KKB01-orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517681741/Summer2018/3100KKB01_orange_3.jpg,3100KKB01_orange_3,,https://res.cloudinary.com/maaji/image/upload/v1517681723/Summer2018/3100KKB01_orange_4.jpg,3100KKB01_orange_4,,,,,,,,,,,orange,3100KKB01-orange-2k|3100KKB01-orange-4k|3100KKB01-orange-6k|3100KKB01-orange-8k|3100KKB01-orange-10k|3100KKB01-orange-12k|3100KKB01-orange-14k|3100KKB01-orange-16k
3101KKB01-black,Colour,3101KKB01-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517681757/Summer2018/3101KKB01_black_3.jpg,3101KKB01_black_3,,https://res.cloudinary.com/maaji/image/upload/v1517681747/Summer2018/3101KKB01_black_4.jpg,3101KKB01_black_4,,,,,,,,,,,black,3101KKB01-black-2k|3101KKB01-black-4k|3101KKB01-black-6k|3101KKB01-black-8k|3101KKB01-black-10k|3101KKB01-black-12k|3101KKB01-black-14k|3101KKB01-black-16k
3101KKB02-orange,Colour,3101KKB02-orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517681781/Summer2018/3101KKB02_orange_3.jpg,3101KKB02_orange_3,,https://res.cloudinary.com/maaji/image/upload/v1517681791/Summer2018/3101KKB02_orange_4.jpg,3101KKB02_orange_4,,,,,,,,,,,orange,3101KKB02-orange-2k|3101KKB02-orange-4k|3101KKB02-orange-6k|3101KKB02-orange-8k|3101KKB02-orange-10k|3101KKB02-orange-12k|3101KKB02-orange-14k|3101KKB02-orange-16k
3102KKB01-red,Colour,3102KKB01-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517681802/Summer2018/3102KKB01_red_3.jpg,3102KKB01_red_3,,http://res.cloudinary.com/maaji/image/upload/v1517681820/Summer2018/3102KKB01_red_4.jpg,3102KKB01_red_4,,,,,,,,,,,red,3102KKB01-red-2k|3102KKB01-red-4k|3102KKB01-red-6k|3102KKB01-red-8k|3102KKB01-red-10k|3102KKB01-red-12k|3102KKB01-red-14k|3102KKB01-red-16k
3103KKS01-orange,Colour,3103KKS01-orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517681823/Summer2018/3103KKS01_orange_3.jpg,3103KKS01_orange_3,,https://res.cloudinary.com/maaji/image/upload/v1517681820/Summer2018/3103KKS01_orange_4.jpg,3103KKS01_orange_4,,,,,,,,,,,orange,3103KKS01-orange-2k|3103KKS01-orange-4k|3103KKS01-orange-6k|3103KKS01-orange-8k|3103KKS01-orange-10k|3103KKS01-orange-12k|3103KKS01-orange-14k|3103KKS01-orange-16k
1214XCP05-green,Colour,1214XCP05-green,active,Maaji,,,,,,,,,,,,,,,,green,1214XCP05-green-os
1211XWK02-red,Colour,1211XWK02-red,active,Maaji,,,,,,,,,,,,,,,,red,1211XWK02-red-os
1214XCP06-red,Colour,1214XCP06-red,active,Maaji,,,,,,,,,,,,,,,,red,1214XCP06-red-os
1219XPK03-red,Colour,1219XPK03-red,active,Maaji,,,,,,,,,,,,,,,,red,1219XPK03-red-os
1233XTW02-orange,Colour,1233XTW02-orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517700023/Summer2018/1233XTW02_orange_9.jpg,1233XTW02_orange_9,,,,,,,,,,,,,,orange,1233XTW02-orange-os
1238XCP05-red,Colour,1238XCP05-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517700099/Summer2018/1238XCP05_red_9.jpg,1238XCP05_red_9,,,,,,,,,,,,,,red,1238XCP05-red-os
1238XCP06-blue,Colour,1238XCP06-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517700119/Summer2018/1238XCP06_blue_9.jpg,1238XCP06_blue_9,,,,,,,,,,,,,,blue,1238XCP06-blue-os
1244XPK02-black,Colour,1244XPK02-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517700195/Summer2018/1244XPK02_black_9.jpg,1244XPK02_black_9,,,,,,,,,,,,,,black,1244XPK02-black-os
1245XVR02-red,Colour,1245XVR02-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517700251/Summer2018/1245XVR02_red_10.jpg,1245XVR02_red_9,,,,,,,,,,,,,,red,1245XVR02-red-os
1259XBP02-green,Colour,1259XBP02-green,active,Maaji,,,,,,,,,,,,,,,,green,1259XBP02-green-os
1260XVR02-red,Colour,1260XVR02-red,active,Maaji,,,,,,,,,,,,,,,,red,1260XVR02-red-os
1268XWK01-black,Colour,1268XWK01-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517700911/Summer2018/1268XWK01_black_9.jpg,1268XWK01_black_9,,,,,,,,,,,,,,black,1268XWK01-black-os
1269XBP01-black,Colour,1269XBP01-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517700682/Summer2018/1269XBP01_black_9.jpg,1269XBP01_black_9,,,,,,,,,,,,,,black,1269XBP01-black-os
1270XTE01-red,Colour,1270XTE01-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517700922/Summer2018/1270XTE01_red_10.jpg,1270XTE01_red_10,,,,,,,,,,,,,,red,1270XTE01-red-os
1273XCP01-black,Colour,1273XCP01-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517700916/Summer2018/1273XCP01_black_9.jpg,1273XCP01_black_9,,,,,,,,,,,,,,black,1273XCP01-black-os
1273XCP02-orange,Colour,1273XCP02-orange,active,Maaji,http://res.cloudinary.com/maaji/image/upload/v1517700929/Summer2018/1273XCP02_orange_9.jpg,1273XCP02_orange_9,,,,,,,,,,,,,,orange,1273XCP02-orange-os
,,,,,,,,,,,,,,,,,,,,,
1760ASB05-blue,Colour,1760ASB05-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804619/Summer2018/1760ASB05_blue_3.jpg,1760ASB05_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1517804599/Summer2018/1760ASB05_blue_4.jpg,1760ASB05_blue_4,,,,,,,,,,,blue,1760ASB05-blue-xs|1760ASB05-blue-sm|1760ASB05-blue-md|1760ASB05-blue-lg|1760ASB05-blue-xl
1760ASB06-black,Colour,1760ASB06-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804565/Summer2018/1760ASB06_black_3.jpg,1760ASB06_black_3,,https://res.cloudinary.com/maaji/image/upload/v1517804565/Summer2018/1760ASB06_black_4.jpg,1760ASB06_black_4,,,,,,,,,,,black,1760ASB06-black-xs|1760ASB06-black-sm|1760ASB06-black-md|1760ASB06-black-lg|1760ASB06-black-xl
1760ASB07-black,Colour,1760ASB07-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804600/Summer2018/1760ASB07_black_3.jpg,1760ASB07_black_3,,https://res.cloudinary.com/maaji/image/upload/v1517804619/Summer2018/1760ASB07_black_4.jpg,1760ASB07_black_4,,,,,,,,,,,black,1760ASB07-black-xs|1760ASB07-black-sm|1760ASB07-black-md|1760ASB07-black-lg|1760ASB07-black-xl
1765ASB03-black,Colour,1765ASB03-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804745/Summer2018/1765ASB03_black_3.jpg,1765ASB03_black_3,,https://res.cloudinary.com/maaji/image/upload/v1517804601/Summer2018/1765ASB03_black_4.jpg,1765ASB03_black_4,,,,,,,,,,,black,1765ASB03-black-xs|1765ASB03-black-sm|1765ASB03-black-md|1765ASB03-black-lg|1765ASB03-black-xl
1769ALL05-black,Colour,1769ALL05-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804749/Summer2018/1769ALL05_black_1.jpg,1769ALL05_black_1,,https://res.cloudinary.com/maaji/image/upload/v1517804818/Summer2018/1769ALL05_black_2.jpg,1769ALL05_black_2,,,,,,,,,,,black,1769ALL05-black-xs|1769ALL05-black-sm|1769ALL05-black-md|1769ALL05-black-lg|1769ALL05-black-xl
1779ASB04-blue,Colour,1779ASB04-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804599/Summer2018/1779ASB04_black_3.jpg,1779ASB04_black_3,,https://res.cloudinary.com/maaji/image/upload/v1517804672/Summer2018/1779ASB04_black_4.jpg,1779ASB04_black_4,,,,,,,,,,,black,1779ASB04-black-xs|1779ASB04-black-sm|1779ASB04-black-md|1779ASB04-black-lg|1779ASB04-black-xl
1779ASB05-red,Colour,1779ASB05-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804630/Summer2018/1779ASB05_red_3.jpg,1779ASB05_red_3,,https://res.cloudinary.com/maaji/image/upload/v1517804679/Summer2018/1779ASB05_red_4.jpg,1779ASB05_red_4,,,,,,,,,,,red,1779ASB05-red-xs|1779ASB05-red-sm|1779ASB05-red-md|1779ASB05-red-lg|1779ASB05-red-xl
1785ALY04-blue,Colour,1785ALY04-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804699/Summer2018/1785ALY04_blue_3.jpg,1785ALY04_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1517804661/Summer2018/1785ALY04_blue_4.jpg,1785ALY04_blue_4,,,,,,,,,,,blue,1785ALY04-blue-xs|1785ALY04-blue-sm|1785ALY04-blue-md|1785ALY04-blue-lg|1785ALY04-blue-xl
1786ALC06-red,Colour,1786ALC06-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804762/Summer2018/1786ALC06_red_1.jpg,1786ALC06_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517804795/Summer2018/1786ALC06_red_2.jpg,1786ALC06_red_2,,,,,,,,,,,red,1786ALC06-red-xs|1786ALC06-red-sm|1786ALC06-red-md|1786ALC06-red-lg|1786ALC06-red-xl
1786ALC07-blue,Colour,1786ALC07-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804846/Summer2018/1786ALC07_blue_1.jpg,1786ALC07_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517804804/Summer2018/1786ALC07_blue_2.jpg,1786ALC07_blue_2,,,,,,,,,,,blue,1786ALC07-blue-xs|1786ALC07-blue-sm|1786ALC07-blue-md|1786ALC07-blue-lg|1786ALC07-blue-xl
1786ALM05-green,Colour,1786ALM05-green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804808/Summer2018/1786ALM05_green_1.jpg,1786ALM05_green_1,,https://res.cloudinary.com/maaji/image/upload/v1517804775/Summer2018/1786ALM05_green_2.jpg,1786ALM05_green_2,,,,,,,,,,,green,1786ALM05-green-xs|1786ALM05-green-sm|1786ALM05-green-md|1786ALM05-green-lg|1786ALM05-green-xl
1786ALM08-blue,Colour,1786ALM08-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804794/Summer2018/1786ALM08_blue_1.jpg,1786ALM08_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517804811/Summer2018/1786ALM08_blue_2.jpg,1786ALM08_blue_2,,,,,,,,,,,blue,1786ALM08-blue-xs|1786ALM08-blue-sm|1786ALM08-blue-md|1786ALM08-blue-lg|1786ALM08-blue-xl
1787ALY04-red,Colour,1787ALY04-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804688/Summer2018/1787ALY04_red_3.jpg,1787ALY04_red_3,,https://res.cloudinary.com/maaji/image/upload/v1517804723/Summer2018/1787ALY04_red_4.jpg,1787ALY04_red_4,,,,,,,,,,,red,1787ALY04-red-xs|1787ALY04-red-sm|1787ALY04-red-md|1787ALY04-red-lg|1787ALY04-red-xl
1791ALM02-green,Colour,1791ALM02-green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804845/Summer2018/1791ALM02_green_1.jpg,1791ALM02_-green_1,,https://res.cloudinary.com/maaji/image/upload/v1517804837/Summer2018/1791ALM02_green_2.jpg,1791ALM02_green_2,,,,,,,,,,,green,1791ALM02-green-xs|1791ALM02-green-sm|1791ALM02-green-md|1791ALM02-green-lg|1791ALM02-green-xl
1795APA04-red,Colour,1795APA04-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804877/Summer2018/1795APA04_red_1.jpg,1795APA04_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517804876/Summer2018/1795APA04_red_2.jpg,1795APA04_red_2,,,,,,,,,,,red,1795APA04-red-xs|1795APA04-red-sm|1795APA04-red-md|1795APA04-red-lg|1795APA04-red-xl
1795APA05-blue,Colour,1795APA05-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804872/Summer2018/1795APA05_blue_1.jpg,1795APA05_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517804941/Summer2018/1795APA05_blue_2.jpg,1795APA05_blue_2,,,,,,,,,,,blue,1795APA05-blue-xs|1795APA05-blue-sm|1795APA05-blue-md|1795APA05-blue-lg|1795APA05-blue-xl
1806ALM03-blue,Colour,1806ALM03-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804878/Summer2018/1806ALM03_blue_1.jpg,1806ALM03_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517804896/Summer2018/1806ALM03_blue_2.jpg,1860ALM03_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517804893/Summer2018/1806ALM03_blue_6.jpg,1860ALM03_blue_6,,https://res.cloudinary.com/maaji/image/upload/v1517804920/Summer2018/1806ALM03_blue_7.jpg,1860ALM03_blue_7,,,,,blue,1806ALM03-blue-xs|1806ALM03-blue-sm|1806ALM03-blue-md|1806ALM03-blue-lg|1806ALM03-blue-xl
1813ALM08-green,Colour,1813ALM08-green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804912/Summer2018/1813ALM08_green_1.jpg,1813ALM08_green_1,,https://res.cloudinary.com/maaji/image/upload/v1517804911/Summer2018/1813ALM08_green_2.jpg,1813ALM08_green_2,,,,,,,,,,,green,1813ALM08-green-xs|1813ALM08-green-sm|1813ALM08-green-md|1813ALM08-green-lg|1813ALM08-green-xl
1822ALL04-red,Colour,1822ALL04-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804969/Summer2018/1823ALL04_red_1.jpg,1823ALL04_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517804980/Summer2018/1823ALL04_red_2.jpg,1823ALL04_red_2,,,,,,,,,,,red,1823ALL04-red-xs|1823ALL04-red-sm|1823ALL04-red-md|1823ALL04-red-lg|1823ALL04-red-xl
1823ALC05-blue,Colour,1823ALC05-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804963/Summer2018/1823ALC05_blue_1.jpg,1823ALC05_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517804962/Summer2018/1823ALC05_blue_2.jpg,1823ALC05_blue_2,,,,,,,,,,,blue,1823ALC05-blue-xs|1823ALC05-blue-sm|1823ALC05-blue-md|1823ALC05-blue-lg|1823ALC05-blue-xl
1823ALL03-green,Colour,1823ALL03-green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804940/Summer2018/1823ALL03_green_1.jpg,1823ALL03_green_1,,https://res.cloudinary.com/maaji/image/upload/v1517804963/Summer2018/1823ALL03_green_2.jpg,1823ALL03_green_2,,,,,,,,,,,green,1823ALL03-green-xs|1823ALL03-green-sm|1823ALL03-green-md|1823ALL03-green-lg|1823ALL03-green-xl
1823ALL04-red,Colour,1823ALL04-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804969/Summer2018/1823ALL04_red_1.jpg,1823ALL04_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517804980/Summer2018/1823ALL04_red_2.jpg,1823ALL04_red_2,,,,,,,,,,,red,1823ALL04-red-xs|1823ALL04-red-sm|1823ALL04-red-md|1823ALL04-red-lg|1823ALL04-red-xl
1825ALM04-red,Colour,1825ALM04-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804995/Summer2018/1825ALM04_red_1.jpg,1825ALM04_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517804991/Summer2018/1825ALM04_red_2.jpg,1825ALM04_red_2,,,,,,,,,,,red,1825ALM04-red-xs|1825ALM04-red-sm|1825ALM04-red-md|1825ALM04-red-lg|1825ALM04-red-xl
1825ALM05-blue,Colour,1825ALM05-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804997/Summer2018/1825ALM05_blue_1.jpg,1825ALM05_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517805003/Summer2018/1825ALM05_blue_2.jpg,1825ALM05_blue_2,,,,,,,,,,,blue,1825ALM05-blue-xs|1825ALM05-blue-sm|1825ALM05-blue-md|1825ALM05-blue-lg|1825ALM05-blue-xl
1827ASB03-blue,Colour,1827ASB03-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804661/Summer2018/1827ASB03_blue_3.jpg,1827ASB03_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1517804727/Summer2018/1827ASB03_blue_4.jpg,1827ASB03_blue_4,,,,,,,,,,,blue,1827ASB03-blue-xs|1827ASB03-blue-sm|1827ASB03-blue-md|1827ASB03-blue-lg|1827ASB03-blue-xl
1827ASB04-green,Colour,1827ASB04-green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804738/Summer2018/1827ASB04_green_3.jpg,1827ASB04_green_3,,https://res.cloudinary.com/maaji/image/upload/v1517804699/Summer2018/1827ASB04_green_2.jpg,1827ASB04_green_2,,,,,,,,,,,green,1827ASB04-green-xs|1827ASB04-green-sm|1827ASB04-green-md|1827ASB04-green-lg|1827ASB04-green-xl
1832ASB02-blue,Colour,1832ASB02-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804738/Summer2018/1832ASB02_blue_3.jpg,1832ASB02_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1517804764/Summer2018/1832ASB02_blue_4.jpg,1832ASB02_blue_4,,,,,,,,,,,blue,1832ASB02-blue-xs|1832ASB02-blue-sm|1832ASB02-blue-md|1832ASB02-blue-lg|1832ASB02-blue-xl
1833ALL02-green,Colour,1833ALL02-green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517805001/Summer2018/1833ALL02_green_1.jpg,1833ALL02_green_1,,https://res.cloudinary.com/maaji/image/upload/v1517805002/Summer2018/1833ALL02_green_2.jpg,1833ALL02_green_2,,,,,,,,,,,green,1833ALL02-green-xs|1833ALL02-green-sm|1833ALL02-green-md|1833ALL02-green-lg|1833ALL02-green-xl
,,,,,,,,,,,,,,,,,,,,,
1520SFH03-red,Colour,1520SFH03-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517762031/Summer2018/1520SFH03_red_1.jpg,1520SFH03_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517762030/Summer2018/1520SFH03_red_2.jpg,1520SFH03_red_2,,https://res.cloudinary.com/maaji/image/upload/v1517762026/Summer2018/1520SFH03_red_5.jpg,1520SFH03_red_5,,,,,https://res.cloudinary.com/maaji/image/upload/v1517761351/Summer2018/1520SFH03_3007SDC14_red_3.jpg,1520SFH03_red_3,,red,1520SFH03-red-xs|1520SFH03-red-sm|1520SFH03-red-md|1520SFH03-red-lg|1520SFH03-red-xl
1932SAC02-orange,Colour,1932SAC02-orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522921/Summer2018/1932SAC02_orange_1.jpg,1932SAC02_orange_1,,https://res.cloudinary.com/maaji/image/upload/v1517522924/Summer2018/1932SAC02_orange_2.jpg,1932SAC02_orange_2,,https://res.cloudinary.com/maaji/image/upload/v1517522816/Summer2018/1932SFT05_1932SAC02_orange_3.jpg,1932SAC02_orange_3,,https://res.cloudinary.com/maaji/image/upload/v1517522817/Summer2018/1932SFT05_1932SAC02_orange_4.jpg,1932SAC02_orange_4,,,,,orange,1932SAC02-orange-xs|1932SAC02-orange-sm|1932SAC02-orange-md|1932SAC02-orange-lg|1932SAC02-orange-xl
1932SBC02-orange,Colour,1932SBC02-orange,active,Maaji,,,,,,,,,,,,,,,,orange,1932SBC02-orange-xs|1932SBC02-orange-sm|1932SBC02-orange-md|1932SBC02-orange-lg|1932SBC02-orange-xl
1932SFT04-black,Colour,1932SFT04-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522513/Summer2018/1932SFT04_black_1.jpg,1932SFT04_black_1,,https://res.cloudinary.com/maaji/image/upload/v1517522513/Summer2018/1932SFT04_black_2.jpg,1932SFT04_black_2,,https://res.cloudinary.com/maaji/image/upload/v1517522444/Summer2018/1932SFT04_black_3.jpg,1932SFT04_black_3,,https://res.cloudinary.com/maaji/image/upload/v1517522444/Summer2018/1932SFT04_black_4.jpg,1932SFT04_black_4,,,,,black,1932SFT04-orange-xs|1932SFT04-orange-sm|1932SFT04-orange-md|1932SFT04-orange-lg|1932SFT04-orange-xl
1932SFT05-orange,Colour,1932SFT05-orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522925/Summer2018/1932SFT05_orange_1.jpg,1932SFT05_orange_1,,https://res.cloudinary.com/maaji/image/upload/v1517522924/Summer2018/1932SFT05_orange_2.jpg,1932SFT05_orange_2,,https://res.cloudinary.com/maaji/image/upload/v1517522816/Summer2018/1932SFT05_1932SAC02_orange_3.jpg,1232SFT05_orange_3,,https://res.cloudinary.com/maaji/image/upload/v1517522817/Summer2018/1932SFT05_1932SAC02_orange_4.jpg,1932SFT05_orange_4,,,,,orange,1932SFT05-orange-xs|1932SFT05-orange-sm|1932SFT05-orange-md|1932SFT05-orange-lg|1932SFT05-orange-xl
1943SAC03-black,Colour,1943SAC03-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522517/Summer2018/1943SAC03_black_1.jpg,1943SAC03_black_1,,https://res.cloudinary.com/maaji/image/upload/v1517522518/Summer2018/1943SBC03_1943SAC03_black_2.jpg,1943SAC03_black_2,,https://res.cloudinary.com/maaji/image/upload/v1517522449/Summer2018/2033SUN04_1943SAC03_black_3.jpg,1943SAC03_black_3,,https://res.cloudinary.com/maaji/image/upload/v1517522448/Summer2018/2033SUN04_1943SAC03_black_4.jpg,1943SAC03_black_4,,,,,black,1943SAC03-black-xs|1943SAC03-black-sm|1943SAC03-black-md|1943SAC03-black-lg|1943SAC03-black-xl
1943SBC03-black,Colour,1943SBC03-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522518/Summer2018/1943SBC03_1943SAC03_black_2.jpg,1943SBC03_black_2,,https://res.cloudinary.com/maaji/image/upload/v1517522448/Summer2018/2033SUN04_1943SAC03_black_4.jpg,1943SBC03_black_4,,,,,,,,,,,black,1943SBC03-black-xs|1943SBC03-black-sm|1943SBC03-black-md|1943SBC03-black-lg|1943SBC03-black-xl
1943SBC04-black,Colour,1943SBC04-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517770307/Summer2018/1943SBC04_black_1.jpg,1943SBC04_black_1,,https://res.cloudinary.com/maaji/image/upload/v1517522459/Summer2018/2173SFA01_1943SBC04_black_3.jpg,1943SBC04_black_3,,,,,,,,,,,black,1943SBC04-black-xs|1943SBC04-black-sm|1943SBC04-black-md|1943SBC04-black-lg|1943SBC04-black-xl
1943SCC04-black,Colour,1943SCC04-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522518/Summer2018/1943SCC04_black_2.jpg,1943SCC04_black_2,,https://res.cloudinary.com/maaji/image/upload/v1517522459/Summer2018/2173SFA01_1943SCC04_black_4.jpg,1943SCC04_black_4,,,,,,,,,,,black,1943SCC04-black-xs|1943SCC04-black-sm|1943SCC04-black-md|1943SCC04-black-lg|1943SCC04-black-xl
2021SFA04-orange,Colour,2021SFA04-orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522926/Summer2018/2021SFA04_orange_1.jpg,2021SFA04_orange_1,,https://res.cloudinary.com/maaji/image/upload/v1517522926/Summer2018/2021SFA04_orange_2.jpg,2021SFA04_orange_2,,https://res.cloudinary.com/maaji/image/upload/v1517522818/Summer2018/2021SFA04_2110SDC03_orange_3.jpg,2021SFA04_orange_3,,https://res.cloudinary.com/maaji/image/upload/v1517522819/Summer2018/2021SFA04_2110SDC03_orange_4.jpg,2021SFA04_orange_4,,https://res.cloudinary.com/maaji/image/upload/v1517522819/Summer2018/2021SFA04_2110SDC03_orange_5.jpg,2021SFA04_orange_5,,orange,2021SFA04-orange-xs|2021SFA04-orange-sm|2021SFA04-orange-md|2021SFA04-orange-lg|2021SFA04-orange-xl
2023SBC01-orange,Colour,2023SBC01-orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522929/Summer2018/2023SBC01_orange_1.jpg,2023SBC01_orange_1,,https://res.cloudinary.com/maaji/image/upload/v1517522827/Summer2018/2186SSP01_2023SBC01_orange_3.jpg,2023SBC01_orange_3,,,,,,,,,,,orange,2023SBC01-orange-xs|2023SBC01-orange-sm|2023SBC01-orange-md|2023SBC01-orange-lg|2023SBC01-orange-xl
2023SCC01-orange,Colour,2023SCC01-orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522931/Summer2018/2023SCC01_orange_2.jpg,2021SCC01_orange_2,,https://res.cloudinary.com/maaji/image/upload/v1517522829/Summer2018/2186SSP01_2023SCC01_orange_4.jpg,2023SCC01_orange_4,,,,,,,,,,,orange,2023SCC01-orange-xs|2023SCC01-orange-sm|2023SCC01-orange-md|2023SCC01-orange-lg|2023SCC01-orange-xl
2024SAC05-red,Colour,2024SAC05-red,active,Maaji,,,,,,,,,,,,,,,,red,2024SAC05-red-xs|2024SAC05-red-sm|2024SAC05-red-md|2024SAC05-red-lg|2024SAC05-red-xl
2024SBC05-red,Colour,2024SBC05-red,active,Maaji,,,,,,,,,,,,,,,,red,2024SBC05-red-xs|2024SBC05-red-sm|2024SBC05-red-md|2024SBC05-red-lg|2024SBC05-red-xl
2033SUN04-black,Colour,2033SUN04-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522520/Summer2018/2033SUN04_black_1.jpg,2033SUN04_black_1,,https://res.cloudinary.com/maaji/image/upload/v1517522519/Summer2018/2033SUN04_black_2.jpg,2033SUN04_black_2,,https://res.cloudinary.com/maaji/image/upload/v1517522449/Summer2018/2033SUN04_1943SAC03_black_3.jpg,2033SUN04_black_3,,https://res.cloudinary.com/maaji/image/upload/v1517522448/Summer2018/2033SUN04_1943SAC03_black_4.jpg,2033SUN04_black_4,,,,,black,2033SUN04-black-xs|2033SUN04-black-sm|2033SUN04-black-md|2033SUN04-black-lg|2033SUN04-black-xl
2041SAC07-black,Colour,2041SAC07-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522519/Summer2018/2041SAC07_black_1.jpg,2041SAC07_black_1,,https://res.cloudinary.com/maaji/image/upload/v1517522444/Summer2018/1932SFT04_black_3.jpg,2041SAC07_black_3,,,,,,,,,,,black,2041SAC07-black-xs|2041SAC07-black-sm|2041SAC07-black-md|2041SAC07-black-lg|2041SAC07-black-xl
2041SBC07-black,Colour,2041SBC07-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522521/Summer2018/2041SBC07_black_2.jpg,2041SBC07_black_2,,https://res.cloudinary.com/maaji/image/upload/v1517522444/Summer2018/1932SFT04_black_4.jpg,2041SBC07_black_4,,,,,,,,,,,black,2041SBC07-black-xs|2041SBC07-black-sm|2041SBC07-black-md|2041SBC07-black-lg|2041SBC07-black-xl
