lv1_code,product_class_name,name,status,brand,attribute.dw_size_code.single_option,attribute.saya_ean.string,attribute.saya_size.single_option,price_item.1.amount,price_item.1.price_book
2125SSP01_blue_sm,Size,2125SSP01_blue_sm,active,Maaji,PEQUEÑO,7702781006167,PEQUEÑO,126000,COP Price
2125SSP01_blue_md,Size,2125SSP01_blue_md,active,Maaji,MEDIO,7702781006174,MEDIO,126000,COP Price
2125SSP01_blue_lg,Size,2125SSP01_blue_lg,active,Maaji,GRANDE,7702781006181,GRANDE,126000,COP Price
2125SSP01_blue_xl,Size,2125SSP01_blue_xl,active,Maaji,EXTRA GRANDE,7702781006198,EXTRA GRANDE,126000,COP Price
2128SFA01_blue_sm,Size,2128SFA01_blue_sm,active,Maaji,PEQUEÑO,7702781003807,PEQUEÑO,131000,COP Price
2128SFA01_blue_md,Size,2128SFA01_blue_md,active,Maaji,MEDIO,7702781003791,MEDIO,131000,COP Price
2128SFA01_blue_lg,Size,2128SFA01_blue_lg,active,Maaji,GRANDE,7702781003784,GRANDE,131000,COP Price
2128SFA01_blue_xl,Size,2128SFA01_blue_xl,active,Maaji,EXTRA GRANDE,7702781003814,EXTRA GRANDE,131000,COP Price
2129SBA01_blue_sm,Size,2129SBA01_blue_sm,active,Maaji,PEQUEÑO,7702781003944,PEQUEÑO,137000,COP Price
2129SBA01_blue_md,Size,2129SBA01_blue_md,active,Maaji,MEDIO,7702781003951,MEDIO,137000,COP Price
2129SBA01_blue_lg,Size,2129SBA01_blue_lg,active,Maaji,GRANDE,7702781003968,GRANDE,137000,COP Price
2129SBA01_blue_xl,Size,2129SBA01_blue_xl,active,Maaji,EXTRA GRANDE,7702781003975,EXTRA GRANDE,137000,COP Price
2127SFH01_blue_sm,Size,2127SFH01_blue_sm,active,Maaji,PEQUEÑO,7702781003593,PEQUEÑO,126000,COP Price
2127SFH01_blue_md,Size,2127SFH01_blue_md,active,Maaji,MEDIO,7702781003609,MEDIO,126000,COP Price
2127SFH01_blue_lg,Size,2127SFH01_blue_lg,active,Maaji,GRANDE,7702781003616,GRANDE,126000,COP Price
2127SFH01_blue_xl,Size,2127SFH01_blue_xl,active,Maaji,EXTRA GRANDE,7702781003623,EXTRA GRANDE,126000,COP Price
3049SFA02_blue_sm,Size,3049SFA02_blue_sm,active,Maaji,PEQUEÑO,7702781003999,PEQUEÑO,126000,COP Price
3049SFA02_blue_md,Size,3049SFA02_blue_md,active,Maaji,MEDIO,7702781004002,MEDIO,126000,COP Price
3049SFA02_blue_lg,Size,3049SFA02_blue_lg,active,Maaji,GRANDE,7702781004019,GRANDE,126000,COP Price
3049SFA02_blue_xl,Size,3049SFA02_blue_xl,active,Maaji,EXTRA GRANDE,7702781004026,EXTRA GRANDE,126000,COP Price
3051SSE01_blue_sm,Size,3051SSE01_blue_sm,active,Maaji,PEQUEÑO,7702781004156,PEQUEÑO,121000,COP Price
3051SSE01_blue_md,Size,3051SSE01_blue_md,active,Maaji,MEDIO,7702781004149,MEDIO,121000,COP Price
3051SSE01_blue_lg,Size,3051SSE01_blue_lg,active,Maaji,GRANDE,7702781004132,GRANDE,121000,COP Price
3051SSE01_blue_xl,Size,3051SSE01_blue_xl,active,Maaji,EXTRA GRANDE,7702781004163,EXTRA GRANDE,121000,COP Price
3048SUN01_red_sm,Size,3048SUN01_red_sm,active,Maaji,PEQUEÑO,7702781004200,PEQUEÑO,121000,COP Price
3048SUN01_red_md,Size,3048SUN01_red_md,active,Maaji,MEDIO,7702781004194,MEDIO,121000,COP Price
3048SUN01_red_lg,Size,3048SUN01_red_lg,active,Maaji,GRANDE,7702781004187,GRANDE,121000,COP Price
3048SUN01_red_xl,Size,3048SUN01_red_xl,active,Maaji,EXTRA GRANDE,7702781004217,EXTRA GRANDE,121000,COP Price
