lv1_code,product_class_name,name,status,brand,attribute.co_online.boolean,attribute.us_online.boolean,attribute.saya_color.single_option,variation_children_code
1049tss04_azul,Colour,1049TSS04_AZUL,active,Maaji,1,1,,1049tss04_azul_sm|1049tss04_azul_md|1049tss04_azul_lg|1049tss04_azul_xl
