lv1_code,product_class_name,name,status,brand,attribute.dw_size_code.single_option,attribute.saya_ean.string,attribute.saya_size.single_option
2177sfa01_azul_md,Size,2177SFA01 AZUL MD,active,Maaji,,7702781037352,
2177sfa01_azul_lg,Size,2177SFA01 AZUL LG,active,Maaji,,7702781037369,
2177sfa01_azul_xl,Size,2177SFA01 AZUL XL,active,Maaji,,7702781037376,
2178sun01_azul_sm,Size,2178SUN01 AZUL SM,active,Maaji,,7702781040727,
2178sun01_azul_md,Size,2178SUN01 AZUL MD,active,Maaji,,7702781040734,
2178sun01_azul_lg,Size,2178SUN01 AZUL LG,active,Maaji,,7702781040741,
2178sun01_azul_xl,Size,2178SUN01 AZUL XL,active,Maaji,,7702781040758,
2179sse01_azul_sm,Size,2179SSE01 AZUL SM,active,Maaji,,7702781037598,
2179sse01_azul_md,Size,2179SSE01 AZUL MD,active,Maaji,,7702781037604,
2179sse01_azul_lg,Size,2179SSE01 AZUL LG,active,Maaji,,7702781037611,
2179sse01_azul_xl,Size,2179SSE01 AZUL XL,active,Maaji,,7702781037628,
2180sft01_azul_sm,Size,2180SFT01 AZUL SM,active,Maaji,,7702781040123,
2180sft01_azul_md,Size,2180SFT01 AZUL MD,active,Maaji,,7702781040130,
2180sft01_azul_lg,Size,2180SFT01 AZUL LG,active,Maaji,,7702781040147,
2180sft01_azul_xl,Size,2180SFT01 AZUL XL,active,Maaji,,7702781040154,
2181sba01_azul_sm,Size,2181SBA01 AZUL SM,active,Maaji,,7702781044596,
2181sba01_azul_md,Size,2181SBA01 AZUL MD,active,Maaji,,7702781044602,
2181sba01_azul_lg,Size,2181SBA01 AZUL LG,active,Maaji,,7702781044619,
2181sba01_azul_xl,Size,2181SBA01 AZUL XL,active,Maaji,,7702781044626,
2183sct01_anaranjado_sm,Size,2183SCT01 ANARANJADO SM,active,Maaji,,7702781044640,
2183sct01_anaranjado_md,Size,2183SCT01 ANARANJADO MD,active,Maaji,,7702781044657,
2183sct01_anaranjado_lg,Size,2183SCT01 ANARANJADO LG,active,Maaji,,7702781044664,
2183sct01_anaranjado_xl,Size,2183SCT01 ANARANJADO XL,active,Maaji,,7702781044671,
2184sba01_anaranjado_sm,Size,2184SBA01 ANARANJADO SM,active,Maaji,,7702781036447,
2184sba01_anaranjado_md,Size,2184SBA01 ANARANJADO MD,active,Maaji,,7702781036454,
2184sba01_anaranjado_lg,Size,2184SBA01 ANARANJADO LG,active,Maaji,,7702781036461,
2184sba01_anaranjado_xl,Size,2184SBA01 ANARANJADO XL,active,Maaji,,7702781036478,
2186ssp01_anaranjado_sm,Size,2186SSP01 ANARANJADO SM,active,Maaji,,7702781038298,
2186ssp01_anaranjado_md,Size,2186SSP01 ANARANJADO MD,active,Maaji,,7702781038304,
2186ssp01_anaranjado_lg,Size,2186SSP01 ANARANJADO LG,active,Maaji,,7702781038311,
3011shn01_rosado_sm,Size,3011SHN01 ROSADO SM,active,Maaji,,7702781039271,
3011shn01_rosado_md,Size,3011SHN01 ROSADO MD,active,Maaji,,7702781039288,
3011shn01_rosado_lg,Size,3011SHN01 ROSADO LG,active,Maaji,,7702781039295,
3011shn01_rosado_xl,Size,3011SHN01 ROSADO XL,active,Maaji,,7702781039301,
3012sfh05_azul_sm,Size,3012SFH05 AZUL SM,active,Maaji,,7702781039929,
3012sfh05_azul_md,Size,3012SFH05 AZUL MD,active,Maaji,,7702781039936,
3012sfh05_azul_lg,Size,3012SFH05 AZUL LG,active,Maaji,,7702781039943,
3042sfh02_rojo_sm,Size,3042SFH02 ROJO SM,active,Maaji,,7702781031275,
3042sfh02_rojo_md,Size,3042SFH02 ROJO MD,active,Maaji,,7702781031282,
3042sfh02_rojo_lg,Size,3042SFH02 ROJO LG,active,Maaji,,7702781031299,
3042sfh02_rojo_xl,Size,3042SFH02 ROJO XL,active,Maaji,,7702781031305,
3042sfh03_morado_sm,Size,3042SFH03 MORADO SM,active,Maaji,,7702781031787,
3042sfh03_morado_md,Size,3042SFH03 MORADO MD,active,Maaji,,7702781031794,
3042sfh03_morado_lg,Size,3042SFH03 MORADO LG,active,Maaji,,7702781031800,
3042sfh03_morado_xl,Size,3042SFH03 MORADO XL,active,Maaji,,7702781031817,
3045sft04_rosado_sm,Size,3045SFT04 ROSADO SM,active,Maaji,,7702781031930,
3045sft04_rosado_md,Size,3045SFT04 ROSADO MD,active,Maaji,,7702781031947,
3045sft04_rosado_lg,Size,3045SFT04 ROSADO LG,active,Maaji,,7702781031954,
3045sft04_rosado_xl,Size,3045SFT04 ROSADO XL,active,Maaji,,7702781031961,
3048sun04_azul_sm,Size,3048SUN04 AZUL SM,active,Maaji,,7702781040024,
3048sun04_azul_md,Size,3048SUN04 AZUL MD,active,Maaji,,7702781040031,
3048sun04_azul_lg,Size,3048SUN04 AZUL LG,active,Maaji,,7702781040048,
3048sun04_azul_xl,Size,3048SUN04 AZUL XL,active,Maaji,,7702781040055,
3053sfa05_azul_sm,Size,3053SFA05 AZUL SM,active,Maaji,,7702781040420,
3053sfa05_azul_md,Size,3053SFA05 AZUL MD,active,Maaji,,7702781040437,
3053sfa05_azul_lg,Size,3053SFA05 AZUL LG,active,Maaji,,7702781040444,
3053sfa05_azul_xl,Size,3053SFA05 AZUL XL,active,Maaji,,7702781040451,
