lv1_code,product_class_name,name,status,brand,attribute.co_online.boolean,attribute.us_online.boolean,attribute.saya_color.single_option,variation_children_code
2176sra01_negro,Colour,2176SRA01 NEGRO,active,Maaji,1,1,,2176sra01_negro_sm|2176sra01_negro_md|2176sra01_negro_lg|2176sra01_negro_xl
2177sfa01_azul,Colour,2177SFA01 AZUL,active,Maaji,1,1,,2177sfa01_azul_sm|2177sfa01_azul_md|2177sfa01_azul_lg|2177sfa01_azul_xl
2178sun01_azul,Colour,2178SUN01 AZUL,active,Maaji,1,1,,2178sun01_azul_sm|2178sun01_azul_md|2178sun01_azul_lg|2178sun01_azul_xl
2179sse01_azul,Colour,2179SSE01 AZUL,active,Maaji,1,1,,2179sse01_azul_sm|2179sse01_azul_md|2179sse01_azul_lg|2179sse01_azul_xl
2180sft01_azul,Colour,2180SFT01 AZUL,active,Maaji,1,1,,2180sft01_azul_sm|2180sft01_azul_md|2180sft01_azul_lg|2180sft01_azul_xl
2181sba01_azul,Colour,2181SBA01 AZUL,active,Maaji,1,1,,2181sba01_azul_sm|2181sba01_azul_md|2181sba01_azul_lg|2181sba01_azul_xl
2183sct01_anaranjado,Colour,2183SCT01 ANARANJADO,active,Maaji,1,1,,2183sct01_anaranjado_sm|2183sct01_anaranjado_md|2183sct01_anaranjado_lg|2183sct01_anaranjado_xl
2184sba01_anaranjado,Colour,2184SBA01 ANARANJADO,active,Maaji,1,1,,2184sba01_anaranjado_sm|2184sba01_anaranjado_md|2184sba01_anaranjado_lg|2184sba01_anaranjado_xl
2186ssp01_anaranjado,Colour,2186SSP01 ANARANJADO,active,Maaji,1,1,,2186ssp01_anaranjado_sm|2186ssp01_anaranjado_md|2186ssp01_anaranjado_lg
3011shn01_rosado,Colour,3011SHN01 ROSADO,active,Maaji,1,1,,3011shn01_rosado_sm|3011shn01_rosado_md|3011shn01_rosado_lg|3011shn01_rosado_xl
3012sfh05_azul,Colour,3012SFH05 AZUL,active,Maaji,1,1,,3012sfh05_azul_sm|3012sfh05_azul_md|3012sfh05_azul_lg
3042sfh02_negro,Colour,3042SFH02 NEGRO,active,Maaji,1,1,,3042sfh02_rojo_sm|3042sfh02_rojo_md|3042sfh02_rojo_lg|3042sfh02_rojo_xl
3042sfh03_morado,Colour,3042SFH03 MORADO,active,Maaji,1,1,,3042sfh03_morado_sm|3042sfh03_morado_md|3042sfh03_morado_lg|3042sfh03_morado_xl
3045sft04_rosado,Colour,3045SFT04 ROSADO,active,Maaji,1,1,,3045sft04_rosado_sm|3045sft04_rosado_md|3045sft04_rosado_lg|3045sft04_rosado_xl
3048sun04_azul,Colour,3048SUN04 AZUL,active,Maaji,1,1,,3048sun04_azul_sm|3048sun04_azul_md|3048sun04_azul_lg|3048sun04_azul_xl
3053sfa05_azul,Colour,3053SFA05 AZUL,active,Maaji,1,1,,3053sfa05_azul_sm|3053sfa05_azul_md|3053sfa05_azul_lg|3053sfa05_azul_xl
3054sfa03_negro,Colour,3054SFA03 NEGRO,active,Maaji,1,1,,3054sfa03_azul_sm|3054sfa03_azul_md|3054sfa03_azul_lg|3054sfa03_azul_xl
3063sbr01_negro,Colour,3063SBR01 NEGRO,active,Maaji,1,1,,3063sbr01_blanco_sm|3063sbr01_blanco_md|3063sbr01_blanco_lg|3063sbr01_blanco_xl
3063sbr02_anaranjado,Colour,3063SBR02 ANARANJADO,active,Maaji,1,1,,3063sbr02_anaranjado_sm|3063sbr02_anaranjado_md|3063sbr02_anaranjado_lg
3066sun01_negro,Colour,3066SUN01 NEGRO,active,Maaji,1,1,,3066sun01_negro_sm|3066sun01_negro_md|3066sun01_negro_lg|3066sun01_negro_xl
3068ssp01_negro,Colour,3068SSP01 NEGRO,active,Maaji,1,1,,3068ssp01_negro_sm|3068ssp01_negro_md|3068ssp01_negro_lg|3068ssp01_negro_xl
3068ssp02_anaranjado,Colour,3068SSP02 ANARANJADO,active,Maaji,1,1,,3068ssp02_anaranjado_sm|3068ssp02_anaranjado_md|3068ssp02_anaranjado_lg|3068ssp02_anaranjado_xl
3069sse01_anaranjado,Colour,3069SSE01 ANARANJADO,active,Maaji,1,1,,3069sse01_anaranjado_sm|3069sse01_anaranjado_md|3069sse01_anaranjado_lg|3069sse01_anaranjado_xl
3070sbr01_morado,Colour,3070SBR01 MORADO,active,Maaji,1,1,,3070sbr01_morado_sm|3070sbr01_morado_md|3070sbr01_morado_lg|3070sbr01_morado_xl
1520sfh03_cafe,Colour,1520SFH03 CAFE,active,Maaji,1,1,,1520sfh03_cafe_sm|1520sfh03_cafe_md|1520sfh03_cafe_lg|1520sfh03_cafe_xl
1932sft04_negro,Colour,1932SFT04 NEGRO,active,Maaji,1,1,,1932sft04_negro_sm|1932sft04_negro_md|1932sft04_negro_lg|1932sft04_negro_xl
1932sft05_anaranjado,Colour,1932SFT05 ANARANJADO,active,Maaji,1,1,,1932sft05_anaranjado_sm|1932sft05_anaranjado_md|1932sft05_anaranjado_lg|1932sft05_anaranjado_xl
2021sfa04_anaranjado,Colour,2021SFA04 ANARANJADO,active,Maaji,1,1,,2021sfa04_anaranjado_sm|2021sfa04_anaranjado_md|2021sfa04_anaranjado_lg
2033sun04_negro,Colour,2033SUN04 NEGRO,active,Maaji,1,1,,2033sun04_negro_sm|2033sun04_negro_md|2033sun04_negro_lg
2047shn03_rojo,Colour,2047SHN03 ROJO,active,Maaji,1,1,,2047shn03_rojo_sm|2047shn03_rojo_md|2047shn03_rojo_lg|2047shn03_rojo_xl
2050sse01_negro,Colour,2050SSE01 NEGRO,active,Maaji,1,1,,2050sse01_negro_sm|2050sse01_negro_md|2050sse01_negro_lg|2050sse01_negro_xl
2112sfa02_azul,Colour,2112SFA02 AZUL,active,Maaji,1,1,,2112sfa02_azul_sm|2112sfa02_azul_md|2112sfa02_azul_lg|2112sfa02_azul_xl
2131sun02_rojo,Colour,2131SUN02 ROJO,active,Maaji,1,1,,2131sun02_rojo_sm|2131sun02_rojo_md|2131sun02_rojo_lg|2131sun02_rojo_xl
2131sun03_anaranjado,Colour,2131SUN03 ANARANJADO,active,Maaji,1,1,,2131sun03_anaranjado_sm|2131sun03_anaranjado_md|2131sun03_anaranjado_lg|2131sun03_anaranjado_xl
2153sun02_rosado,Colour,2153SUN02 ROSADO,active,Maaji,1,1,,2153sun02_rosado_sm|2153sun02_rosado_md|2153sun02_rosado_lg|2153sun02_rosado_xl
2161sfa02_azul,Colour,2161SFA02 AZUL,active,Maaji,1,1,,2161sfa02_azul_sm|2161sfa02_azul_md|2161sfa02_azul_lg|2161sfa02_azul_xl
2162sfa02_azul,Colour,2162SFA02 AZUL,active,Maaji,1,1,,2162sfa02_azul_sm|2162sfa02_azul_md|2162sfa02_azul_lg|2162sfa02_azul_xl
2164sra02_azul,Colour,2164SRA02 AZUL,active,Maaji,1,1,,2164sra02_azul_sm|2164sra02_azul_md|2164sra02_azul_lg|2164sra02_azul_xl
2167sft01_rojo,Colour,2167SFT01 ROJO,active,Maaji,1,1,,2167sft01_rojo_sm|2167sft01_rojo_md|2167sft01_rojo_lg|2167sft01_rojo_xl
2169sba01_rojo,Colour,2169SBA01 ROJO,active,Maaji,1,1,,2169sba01_rojo_sm|2169sba01_rojo_md|2169sba01_rojo_lg|2169sba01_rojo_xl
2170sse01_rojo,Colour,2170SSE01 ROJO,active,Maaji,1,1,,2170sse01_rojo_sm|2170sse01_rojo_md|2170sse01_rojo_lg|2170sse01_rojo_xl
2171sfh01_cafe,Colour,2171SFH01 CAFE,active,Maaji,1,1,,2171sfh01_cafe_sm|2171sfh01_cafe_md|2171sfh01_cafe_lg|2171sfh01_cafe_xl
3047sfh03_rojo,Colour,3047SFH03 ROJO,active,Maaji,1,1,,3047sfh03_rojo_sm|3047sfh03_rojo_md|3047sfh03_rojo_lg|3047sfh03_rojo_xl
3059sft02_rojo,Colour,3059SFT02 ROJO,active,Maaji,1,1,,3059sft02_rojo_sm|3059sft02_rojo_md|3059sft02_rojo_lg|3059sft02_rojo_xl
3060sfa03_cafe,Colour,3060SFA03 CAFE,active,Maaji,1,1,,3060sfa03_cafe_sm|3060sfa03_cafe_md|3060sfa03_cafe_lg|3060sfa03_cafe_xl
3061ssp01_cafe,Colour,3061SSP01 CAFE,active,Maaji,1,1,,3061ssp01_cafe_sm|3061ssp01_cafe_md|3061ssp01_cafe_lg|3061ssp01_cafe_xl
3062sba01_rojo,Colour,3062SBA01 ROJO,active,Maaji,1,1,,3062sba01_rojo_sm|3062sba01_rojo_md|3062sba01_rojo_lg|3062sba01_rojo_xl
1483cct02_rojo,Colour,1483CCT02 ROJO,active,Maaji,1,1,,1483cct02_rojo_sm|1483cct02_rojo_md|1483cct02_rojo_lg|1483cct02_rojo_xl
9086kst02_verde,Colour,9086KST02 VERDE,active,Maaji,1,1,,9086kst02_verde_2-3|9086kst02_verde_4-6|9086kst02_verde_8-10|9086kst02_verde_12-14|9086kst02_verde_16-18
9086kst03_azul,Colour,9086KST03 AZUL,active,Maaji,1,1,,9086kst03_azul_2-3|9086kst03_azul_4-6|9086kst03_azul_8-10|9086kst03_azul_12-14|9086kst03_azul_16-18
9088kst02_rojo,Colour,9088KST02 ROJO,active,Maaji,1,1,,9088kst02_rojo_2-3|9088kst02_rojo_4-6|9088kst02_rojo_8-10|9088kst02_rojo_12-14|9088kst02_rojo_16-18
9088kst03_azul,Colour,9088KST03 AZUL,active,Maaji,1,1,,9088kst03_azul_2-3|9088kst03_azul_4-6|9088kst03_azul_8-10|9088kst03_azul_12-14|9088kst03_azul_16-18
3083kkb03_rojo,Colour,3083KKB03 ROJO,active,Maaji,1,1,,3083kkb03_rojo_02|3083kkb03_rojo_04|3083kkb03_rojo_06|3083kkb03_rojo_08|3083kkb03_rojo_10|3083kkb03_rojo_12|3083kkb03_rojo_14|3083kkb03_rojo_16
3090kkb02_rojo,Colour,3090KKB02 ROJO,active,Maaji,1,1,,3090kkb02_rojo_02|3090kkb02_rojo_04|3090kkb02_rojo_06|3090kkb02_rojo_08|3090kkb02_rojo_10|3090kkb02_rojo_12|3090kkb02_rojo_14|3090kkb02_rojo_16
3080kkb03_azul,Colour,3080KKB03 AZUL,active,Maaji,1,1,,3080kkb03_azul_02|3080kkb03_azul_04|3080kkb03_azul_06|3080kkb03_azul_08|3080kkb03_azul_10|3080kkb03_azul_12|3080kkb03_azul_14|3080kkb03_azul_16
3094kko01_rojo,Colour,3094KKO01 ROJO,active,Maaji,1,1,,3094kko01_rojo_02|3094kko01_rojo_04|3094kko01_rojo_06|3094kko01_rojo_08|3094kko01_rojo_10|3094kko01_rojo_12|3094kko01_rojo_14|3094kko01_rojo_16
3102kkb01_rojo,Colour,3102KKB01 ROJO,active,Maaji,1,1,,3102kkb01_rojo_02|3102kkb01_rojo_04|3102kkb01_rojo_06|3102kkb01_rojo_08|3102kkb01_rojo_10|3102kkb01_rojo_12|3102kkb01_rojo_14|3102kkb01_rojo_16
3095kks01_rojo,Colour,3095KKS01 ROJO,active,Maaji,1,1,,3095kks01_rojo_02|3095kks01_rojo_04|3095kks01_rojo_06|3095kks01_rojo_08|3095kks01_rojo_10|3095kks01_rojo_12|3095kks01_rojo_14|3095kks01_rojo_16
1689kkc02_rosado,Colour,1689KKC02 ROSADO,active,Maaji,1,1,,1689kkc02_rosado_02|1689kkc02_rosado_04|1689kkc02_rosado_06|1689kkc02_rosado_08|1689kkc02_rosado_10|1689kkc02_rosado_12|1689kkc02_rosado_14|1689kkc02_rosado_16
1692kkc02_rosado,Colour,1692KKC02 ROSADO,active,Maaji,1,1,,1692kkc02_rosado_02|1692kkc02_rosado_04|1692kkc02_rosado_06|1692kkc02_rosado_08|1692kkc02_rosado_10|1692kkc02_rosado_12|1692kkc02_rosado_14|1692kkc02_rosado_16
3101kkb01_negro,Colour,3101KKB01 NEGRO,active,Maaji,1,1,,3101kkb01_negro_02|3101kkb01_negro_04|3101kkb01_negro_06|3101kkb01_negro_08|3101kkb01_negro_10|3101kkb01_negro_12|3101kkb01_negro_14|3101kkb01_negro_16
3096kkb01_negro,Colour,3096KKB01 NEGRO,active,Maaji,1,1,,3096kkb01_negro_02|3096kkb01_negro_04|3096kkb01_negro_06|3096kkb01_negro_08|3096kkb01_negro_10|3096kkb01_negro_12|3096kkb01_negro_14|3096kkb01_negro_16
3088kkb02_negro,Colour,3088KKB02 NEGRO,active,Maaji,1,1,,3088kkb02_negro_02|3088kkb02_negro_04|3088kkb02_negro_06|3088kkb02_negro_08|3088kkb02_negro_10|3088kkb02_negro_12|3088kkb02_negro_14|3088kkb02_negro_16
3097kkr01_negro,Colour,3097KKR01 NEGRO,active,Maaji,1,1,,3097kkr01_negro_02|3097kkr01_negro_04|3097kkr01_negro_06|3097kkr01_negro_08|3097kkr01_negro_10|3097kkr01_negro_12|3097kkr01_negro_14|3097kkr01_negro_16
3091kko02_negro,Colour,3091KKO02 NEGRO,active,Maaji,1,1,,3091kko02_negro_02|3091kko02_negro_04|3091kko02_negro_06|3091kko02_negro_08|3091kko02_negro_10|3091kko02_negro_12|3091kko02_negro_14|3091kko02_negro_16
1688kkc03_azul,Colour,1688KKC03 AZUL,active,Maaji,1,1,,1688kkc03_azul_02|1688kkc03_azul_04|1688kkc03_azul_06|1688kkc03_azul_08|1688kkc03_azul_10|1688kkc03_azul_12|1688kkc03_azul_14|1688kkc03_azul_16
1694kkc02_azul,Colour,1694KKC02 AZUL,active,Maaji,1,1,,1694kkc02_azul_02|1694kkc02_azul_04|1694kkc02_azul_06|1694kkc02_azul_08|1694kkc02_azul_10|1694kkc02_azul_12|1694kkc02_azul_14|1694kkc02_azul_16
3081kkb02_azul,Colour,3081KKB02 AZUL,active,Maaji,1,1,,3081kkb02_azul_02|3081kkb02_azul_04|3081kkb02_azul_06|3081kkb02_azul_08|3081kkb02_azul_10|3081kkb02_azul_12|3081kkb02_azul_14|3081kkb02_azul_16
3053kkb02_azul,Colour,3053KKB02 AZUL,active,Maaji,1,1,,3053kkb02_azul_02|3053kkb02_azul_04|3053kkb02_azul_06|3053kkb02_azul_08|3053kkb02_azul_10|3053kkb02_azul_12|3053kkb02_azul_14|3053kkb02_azul_16
3051kkb04_azul,Colour,3051KKB04 AZUL,active,Maaji,1,1,,3051kkb04_azul_02|3051kkb04_azul_04|3051kkb04_azul_06|3051kkb04_azul_08|3051kkb04_azul_10|3051kkb04_azul_12|3051kkb04_azul_14|3051kkb04_azul_16
3084kko02_azul,Colour,3084KKO02 AZUL,active,Maaji,1,1,,3084kko02_azul_02|3084kko02_azul_04|3084kko02_azul_06|3084kko02_azul_08|3084kko02_azul_10|3084kko02_azul_12|3084kko02_azul_14|3084kko02_azul_16
3098kkr01_azul,Colour,3098KKR01 AZUL,active,Maaji,1,1,,3098kkr01_azul_02|3098kkr01_azul_04|3098kkr01_azul_06|3098kkr01_azul_08|3098kkr01_azul_10|3098kkr01_azul_12|3098kkr01_azul_14|3098kkr01_azul_16
1690kkc02_azul,Colour,1690KKC02 AZUL,active,Maaji,1,1,,1690kkc02_azul_02|1690kkc02_azul_04|1690kkc02_azul_06|1690kkc02_azul_08|1690kkc02_azul_10|1690kkc02_azul_12|1690kkc02_azul_14|1690kkc02_azul_16
1693kkc02_azul,Colour,1693KKC02 AZUL,active,Maaji,1,1,,1693kkc02_azul_02|1693kkc02_azul_04|1693kkc02_azul_06|1693kkc02_azul_08|1693kkc02_azul_10|1693kkc02_azul_12|1693kkc02_azul_14|1693kkc02_azul_16
3100kkb01_anaranjado,Colour,3100KKB01 ANARANJADO,active,Maaji,1,1,,3100kkb01_anaranjado_02|3100kkb01_anaranjado_04|3100kkb01_anaranjado_06|3100kkb01_anaranjado_08|3100kkb01_anaranjado_10|3100kkb01_anaranjado_12|3100kkb01_anaranjado_14|3100kkb01_anaranjado_16
3066kkb03_anaranjado,Colour,3066KKB03 ANARANJADO,active,Maaji,1,1,,3066kkb03_anaranjado_02|3066kkb03_anaranjado_04|3066kkb03_anaranjado_06|3066kkb03_anaranjado_08|3066kkb03_anaranjado_10|3066kkb03_anaranjado_12|3066kkb03_anaranjado_14|3066kkb03_anaranjado_16
3101kkb02_anaranjado,Colour,3101KKB02 ANARANJADO,active,Maaji,1,1,,3101kkb02_anaranjado_02|3101kkb02_anaranjado_04|3101kkb02_anaranjado_06|3101kkb02_anaranjado_08|3101kkb02_anaranjado_10|3101kkb02_anaranjado_12|3101kkb02_anaranjado_14|3101kkb02_anaranjado_16
3099kko01_anaranjado,Colour,3099KKO01 ANARANJADO,active,Maaji,1,1,,3099kko01_anaranjado_02|3099kko01_anaranjado_04|3099kko01_anaranjado_06|3099kko01_anaranjado_08|3099kko01_anaranjado_10|3099kko01_anaranjado_12|3099kko01_anaranjado_14|3099kko01_anaranjado_16
3085kko02_anaranjado,Colour,3085KKO02 ANARANJADO,active,Maaji,1,1,,3085kko02_anaranjado_02|3085kko02_anaranjado_04|3085kko02_anaranjado_06|3085kko02_anaranjado_08|3085kko02_anaranjado_10|3085kko02_anaranjado_12|3085kko02_anaranjado_14|3085kko02_anaranjado_16
3103kks01_anaranjado,Colour,3103KKS01 ANARANJADO,active,Maaji,1,1,,3103kks01_anaranjado_02|3103kks01_anaranjado_04|3103kks01_anaranjado_06|3103kks01_anaranjado_08|3103kks01_anaranjado_10|3103kks01_anaranjado_12|3103kks01_anaranjado_14|3103kks01_anaranjado_16
1691kkc02_morado,Colour,1691KKC02 MORADO,active,Maaji,1,1,,1691kkc02_morado_02|1691kkc02_morado_04|1691kkc02_morado_06|1691kkc02_morado_08|1691kkc02_morado_10|1691kkc02_morado_12|1691kkc02_morado_14|1691kkc02_morado_16
1695kkc01_morado,Colour,1695KKC01 MORADO,active,Maaji,1,1,,1695kkc01_morado_02|1695kkc01_morado_04|1695kkc01_morado_06|1695kkc01_morado_08|1695kkc01_morado_10|1695kkc01_morado_12|1695kkc01_morado_14|1695kkc01_morado_16
1891asa01_gris,Colour,1891ASA01 GRIS,active,Maaji,1,1,,1891asa01_gris_sm|1891asa01_gris_md|1891asa01_gris_lg
1863alm03_gris,Colour,1863ALM03 GRIS,active,Maaji,1,1,,1863alm03_gris_xs|1863alm03_gris_sm|1863alm03_gris_md|1863alm03_gris_lg
1832asb02_azul,Colour,1832ASB02 AZUL,active,Maaji,1,1,,1832asb02_azul_sm|1832asb02_azul_md|1832asb02_azul_lg
1886ash02_gris,Colour,1886ASH02 GRIS,active,Maaji,1,1,,1886ash02_gris_xs|1886ash02_gris_sm|1886ash02_gris_md|1886ash02_gris_lg
1760asb05_azul,Colour,1760ASB05 AZUL,active,Maaji,1,1,,1760asb05_azul_sm|1760asb05_azul_md|1760asb05_azul_lg
1887asa01_gris,Colour,1887ASA01 GRIS,active,Maaji,1,1,,1887asa01_gris_sm|1887asa01_gris_md|1887asa01_gris_lg
1872abd01_azul,Colour,1872ABD01 AZUL,active,Maaji,1,1,,1872abd01_azul_sm|1872abd01_azul_md|1872abd01_azul_lg
1886ash01_blanco,Colour,1886ASH01 BLANCO,active,Maaji,1,1,,1886ash01_blanco_xs|1886ash01_blanco_sm|1886ash01_blanco_md|1886ash01_blanco_lg
1785aly04_gris,Colour,1785ALY04 GRIS,active,Maaji,1,1,,1785aly04_gris_sm|1785aly04_gris_md|1785aly04_gris_lg
1769all05_negro,Colour,1769ALL05 NEGRO,active,Maaji,1,1,,1769all05_negro_xs|1769all05_negro_sm|1769all05_negro_md|1769all05_negro_lg
1882ast01_negro,Colour,1882AST01 NEGRO,active,Maaji,1,1,,1882ast01_negro_sm|1882ast01_negro_md|1882ast01_negro_lg
1786alc07_gris,Colour,1786ALC07 GRIS,active,Maaji,1,1,,1786alc07_gris_xs|1786alc07_gris_sm|1786alc07_gris_md|1786alc07_gris_lg
1779asb04_negro,Colour,1779ASB04 NEGRO,active,Maaji,1,1,,1779asb04_negro_sm|1779asb04_negro_md|1779asb04_negro_lg
1883att03_gris,Colour,1883ATT03 GRIS,active,Maaji,1,1,,1883att03_gris_sm|1883att03_gris_md|1883att03_gris_lg
1876ash01_azul,Colour,1876ASH01 AZUL,active,Maaji,1,1,,1876ash01_azul_xs|1876ash01_azul_sm|1876ash01_azul_md|1876ash01_azul_lg
1879asb01_azul,Colour,1879ASB01 AZUL,active,Maaji,1,1,,1879asb01_azul_sm|1879asb01_azul_md|1879asb01_azul_lg
1823alc05_azul,Colour,1823ALC05 AZUL,active,Maaji,1,1,,1823alc05_azul_xs|1823alc05_azul_sm|1823alc05_azul_md|1823alc05_azul_lg
1875asb01_negro,Colour,1875ASB01 NEGRO,active,Maaji,1,1,,1875asb01_negro_sm|1875asb01_negro_md|1875asb01_negro_lg
1827asb03_azul,Colour,1827ASB03 AZUL,active,Maaji,1,1,,1827asb03_azul_sm|1827asb03_azul_md|1827asb03_azul_lg
1837alm04_azul,Colour,1837ALM04 AZUL,active,Maaji,1,1,,1837alm04_azul_xs|1837alm04_azul_sm|1837alm04_azul_md|1837alm04_azul_lg
1825alm05_azul,Colour,1825ALM05 AZUL,active,Maaji,1,1,,1825alm05_azul_xs|1825alm05_azul_sm|1825alm05_azul_md|1825alm05_azul_lg
1806alm03_azul,Colour,1806ALM03 AZUL,active,Maaji,1,1,,1806alm03_azul_xs|1806alm03_azul_sm|1806alm03_azul_md|1806alm03_azul_lg
