lv1_code,product_class_name,name,status,brand,image.1.url,image.1.description,image.1.is_primary,image.2.url,image.2.description,image.2.is_primary,image.3.url,image.3.description,image.3.is_primary,image.4.url,image.4.description,image.4.is_primary,image.5.url,image.5.description,image.5.is_primary,image.6.url,image.6.description,image.6.is_primary,attribute.saya_color.single_option,variation_children_code
3007SAC14_red,Colour,3007SAC14_red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517801523/Summer2018/3007SAC14_3007SBC14_3007SCC14_3007SDC14_red_1.jpg,3007SAC14_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517801541/Summer2018/3007SAC14_3007SBC14_3007SCC14_3007SDC14_red_2.jpg,3007SAC14_red_2,,https://res.cloudinary.com/maaji/image/upload/v1517801636/Summer2018/3007SAC14_3007SBC14_3007SCC14_3007SDC14_red_5.jpg,3007SAC14_red_5,,https://res.cloudinary.com/maaji/image/upload/v1517801568/Summer2018/3007SAC14_3007SBC14_3007SCC14_3007SDC14_red_6.jpg,3007SAC14_red_6,,,,,,,,red,3007SAC14_red_sm|3007SAC14_red_md|3007SAC14_red_lg
3007SBC14_red,Colour,3007SBC14_red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517801523/Summer2018/3007SAC14_3007SBC14_3007SCC14_3007SDC14_red_1.jpg,3007SBC14_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517801541/Summer2018/3007SAC14_3007SBC14_3007SCC14_3007SDC14_red_2.jpg,3007SBC14_red_2,,https://res.cloudinary.com/maaji/image/upload/v1517801636/Summer2018/3007SAC14_3007SBC14_3007SCC14_3007SDC14_red_5.jpg,3007SBC14_red_5,,https://res.cloudinary.com/maaji/image/upload/v1517801568/Summer2018/3007SAC14_3007SBC14_3007SCC14_3007SDC14_red_6.jpg,3007SBC14_red_6,,,,,,,,red,3007SBC14_red_sm|3007SBC14_red_md|3007SBC14_red_lg
3007SCC14_red,Colour,3007SCC14_red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517801523/Summer2018/3007SAC14_3007SBC14_3007SCC14_3007SDC14_red_1.jpg,3072SCC14_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517801541/Summer2018/3007SAC14_3007SBC14_3007SCC14_3007SDC14_red_2.jpg,3007SCC14_red_2,,https://res.cloudinary.com/maaji/image/upload/v1517801636/Summer2018/3007SAC14_3007SBC14_3007SCC14_3007SDC14_red_5.jpg,3007SCC14_red_5,,https://res.cloudinary.com/maaji/image/upload/v1517801568/Summer2018/3007SAC14_3007SBC14_3007SCC14_3007SDC14_red_6.jpg,3007SCC14_red_6,,,,,,,,red,3007SCC14_red_sm|3007SCC14_red_md|3007SCC14_red_lg
3007SDC14_red,Colour,3007SDC14_red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517801523/Summer2018/3007SAC14_3007SBC14_3007SCC14_3007SDC14_red_1.jpg,3007SDC14_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517801541/Summer2018/3007SAC14_3007SBC14_3007SCC14_3007SDC14_red_2.jpg,3007SDC14_red_2,,https://res.cloudinary.com/maaji/image/upload/v1517801636/Summer2018/3007SAC14_3007SBC14_3007SCC14_3007SDC14_red_5.jpg,3007SDC14_red_5,,https://res.cloudinary.com/maaji/image/upload/v1517801568/Summer2018/3007SAC14_3007SBC14_3007SCC14_3007SDC14_red_6.jpg,3007SDC14_red_6,,,,,,,,red,3007SDC14_red_sm|3007SDC14_red_md|3007SDC14_red_lg
