lv1_code,product_class_name,name,status,brand,image.1.url,image.1.description,image.1.is_primary,image.2.url,image.2.description,image.2.is_primary,image.3.url,image.3.description,image.3.is_primary,image.4.url,image.4.description,image.4.is_primary,image.5.url,image.5.description,image.5.is_primary,image.6.url,image.6.description,image.6.is_primary,attribute.saya_color.single_option,variation_children_code
2043SAC07_blue,Colour,2043SAC07_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517782298/Summer2018/2043SAC07_2043SBC07_blue_1.jpg,2043SAC07_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517782299/Summer2018/2043SAC07_2043SBC07_blue_2.jpg,2043SAC07_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517782764/Summer2018/2177SFA01_2043SAC07_blue_3.jpg,2043SAC07_blue_3,,,,,,,,,,,blue,2043SAC07_blue_xs|2043SAC07_blue_sm|2043SAC07_blue_md|2043SAC07_blue_lg|2043SAC07_blue_xl
2043SBC07_blue,Colour,2043SBC07_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517782298/Summer2018/2043SAC07_2043SBC07_blue_1.jpg,2043SBC07_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517782299/Summer2018/2043SAC07_2043SBC07_blue_2.jpg,2043SBC07_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517782763/Summer2018/2177SFA01_2043SBC07_blue_4.jpg,2043SBC07_blue_4,,,,,,,,,,,blue,2043SBC07_blue_xs|2043SBC07_blue_sm|2043SBC07_blue_md|2043SBC07_blue_lg|2043SBC07_blue_xl
2043SAC08_blue,Colour,2043SAC08_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517782459/Summer2018/2043SAC08_2043SBC08_blue_1.jpg,2043SAC08_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517782455/Summer2018/2043SAC08_2043SBC08_blue_2.jpg,2043SAC08_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517782179/Summer2018/2178SUN01_2043SAC08_blue_3.jpg,2043SAC08_blue_3,,,,,,,,,,,blue,2043SAC08_blue_xs|2043SAC08_blue_sm|2043SAC08_blue_md|2043SAC08_blue_lg|2043SAC08_blue_xl
2043SBC08_blue,Colour,2043SBC08_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517782459/Summer2018/2043SAC08_2043SBC08_blue_1.jpg,2043SBC08_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517782455/Summer2018/2043SAC08_2043SBC08_blue_2.jpg,2043SBC08_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517782178/Summer2018/2178SUN01_2043SBC08_blue_4.jpg,2043SBC08_blue_4,,,,,,,,,,,blue,2043SBC08_blue_xs|2043SBC08_blue_sm|2043SBC08_blue_md|2043SBC08_blue_lg|2043SBC08_blue_xl
2061SBC05_blue,Colour,2061SBC05_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518389059/Summer2018/2061SBC05_2061SDC05_blue_1.jpg,2061SBC05_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517842226/Summer2018/2061SBC05_2061SDC05_blue_2.jpg,2061SBC05_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517934845/Summer2018/2179SSE01_2061SBC05_blue_3.jpg,2061SBC05_blue_3,,,,,,,,,,,blue,2061SBC05_blue_xs|2061SBC05_blue_sm|2061SBC05_blue_md|2061SBC05_blue_lg|2061SBC05_blue_xl
2061SDC05_blue,Colour,2061SDC05_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518389059/Summer2018/2061SBC05_2061SDC05_blue_1.jpg,2061SDC05_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517842226/Summer2018/2061SBC05_2061SDC05_blue_2.jpg,2061SDC05_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517842170/Summer2018/2179SSE01_2061SDC05_blue_4.jpg,2061SDC05_blue_4,,,,,,,,,,,blue,2061SDC05_blue_xs|2061SDC05_blue_sm|2061SDC05_blue_md|2061SDC05_blue_lg|2061SDC05_blue_xl
2061SBC04_blue,Colour,2061SBC04_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517838215/Summer2018/2061SBC04_2061SCC04_blue_1.jpg,2061SBC04_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517838215/Summer2018/2061SBC04_2061SCC04_blue_2.jpg,2061SBC04_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517838195/Summer2018/2180SFT01_2061SBC04_blue_3.jpg,2061SBC04_blue_3,,,,,,,,,,,blue,2061SBC04_blue_xs|2061SBC04_blue_sm|2061SBC04_blue_md|2061SBC04_blue_lg|2061SBC04_blue_xl
2061SCC04_blue,Colour,2061SCC04_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517838215/Summer2018/2061SBC04_2061SCC04_blue_1.jpg,2061SCC04_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517838215/Summer2018/2061SBC04_2061SCC04_blue_2.jpg,2061SCC04_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517838195/Summer2018/2180SFT01_2061SCC04_blue_4.jpg,2061SCC04_blue_4,,,,,,,,,,,blue,2061SCC04_blue_xs|2061SCC04_blue_sm|2061SCC04_blue_md|2061SCC04_blue_lg|2061SCC04_blue_xl
2119SOR02_blue,Colour,2119SOR02_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517862421/Summer2018/2119SOR02_2119SOH02_blue_3.jpg,2119SOR02_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1517862421/Summer2018/2119SOH02_blue_4.jpg,2119SOR02_blue_4,,,,,,,,,,,,,,blue,2119SOR02_blue_xs|2119SOR02_blue_sm|2119SOR02_blue_md|2119SOR02_blue_lg|2119SOR02_blue_xl
2119SOH02_blue,Colour,2119SOH02_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517862421/Summer2018/2119SOR02_2119SOH02_blue_3.jpg,2119SOH02_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1517862421/Summer2018/2119SOH02_blue_4.jpg,2119SOH02_blue_4,,,,,,,,,,,,,,blue,2119SOH02_blue_xs|2119SOH02_blue_sm|2119SOH02_blue_md|2119SOH02_blue_lg|2119SOH02_blue_xl
2062SBC11_blue,Colour,2062SBC11_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517843579/Summer2018/2062SBC11_2062SCC11_blue_5.jpg,2062SBC11_blue_5,,https://res.cloudinary.com/maaji/image/upload/v1517843581/Summer2018/2062SBC11_2062SCC11_blue_2.jpg,2062SBC11_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517843579/Summer2018/2062SBC11_2062SCC11_blue_1.jpg,2062SBC11_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517843581/Summer2018/2062SBC11_2062SCC11_blue_6.jpg,2062SBC11_blue_6,,https://res.cloudinary.com/maaji/image/upload/v1517843492/Summer2018/2181SBA01_2062SBC11_blue_3.jpg,2062SBC11_blue_3,,,,,blue,2062SBC11_blue_xs|2062SBC11_blue_sm|2062SBC11_blue_md|2062SBC11_blue_lg|2062SBC11_blue_xl
2062SCC11_blue,Colour,2062SCC11_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517843579/Summer2018/2062SBC11_2062SCC11_blue_5.jpg,2062SCC11_blue_5,,https://res.cloudinary.com/maaji/image/upload/v1517843581/Summer2018/2062SBC11_2062SCC11_blue_2.jpg,2062SCC11_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517843579/Summer2018/2062SBC11_2062SCC11_blue_1.jpg,2062SCC11_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517843581/Summer2018/2062SBC11_2062SCC11_blue_6.jpg,2062SCC11_blue_6,,https://res.cloudinary.com/maaji/image/upload/v1517843492/Summer2018/2181SBA01_2062SCC11_blue_4.jpg,2062SCC11_blue_4,,,,,blue,2062SCC11_blue_xs|2062SCC11_blue_sm|2062SCC11_blue_md|2062SCC11_blue_lg|2062SCC11_blue_xl
2041SBC08_blue,Colour,2041SBC08_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517781282/Summer2018/2041SBC08_2041SCC08_blue_1.jpg,2041SBC08_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517781288/Summer2018/2041SBC08_2041SCC08_blue_2.jpg,2041SBC08_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517781129/Summer2018/2112SFA02_2041SBC08_blue_3.jpg,2041SBC08_blue_3,,,,,,,,,,,blue,2041SBC08_blue_xs|2041SBC08_blue_sm|2041SBC08_blue_md|2041SBC08_blue_lg|2041SBC08_blue_xl
2041SCC08_blue,Colour,2041SCC08_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517781282/Summer2018/2041SBC08_2041SCC08_blue_1.jpg,2041SCC08_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517781288/Summer2018/2041SBC08_2041SCC08_blue_2.jpg,2041SCC08_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517781131/Summer2018/2112SFA02_2041SBC08_blue_4.jpg,2041SCC08_blue_4,,,,,,,,,,,blue,2041SCC08_blue_xs|2041SCC08_blue_sm|2041SCC08_blue_md|2041SCC08_blue_lg|2041SCC08_blue_xl
3007SAC19_orange,Colour,3007SAC19_orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522960/Summer2018/3007SAC19_3007SBC19_3007SCC19_3007SDC19_orange_1.jpg,3007SAC19_orange_1,,https://res.cloudinary.com/maaji/image/upload/v1517522961/Summer2018/3007SAC19_3007SBC19_3007SCC19_3007SDC19_orange_2.jpg,3007SAC19_orange_2,,https://res.cloudinary.com/maaji/image/upload/v1517522961/Summer2018/3007SAC19_3007SBC19_3007SCC19_3007SDC19_orange_5.jpg,3007SAC19_orange_5,,https://res.cloudinary.com/maaji/image/upload/v1517522962/Summer2018/3007SAC19_3007SBC19_3007SCC19_3007SDC19_orange_6.jpg,3007SAC19_orange_6,,,,,,,,orange,3007SAC19_orange_xs|3007SAC19_orange_sm|3007SAC19_orange_md|3007SAC19_orange_lg|3007SAC19_orange_xl
3007SBC19_orange,Colour,3007SBC19_orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522960/Summer2018/3007SAC19_3007SBC19_3007SCC19_3007SDC19_orange_1.jpg,3007SBC19_orange_1,,https://res.cloudinary.com/maaji/image/upload/v1517522961/Summer2018/3007SAC19_3007SBC19_3007SCC19_3007SDC19_orange_2.jpg,3007SBC19_orange_2,,https://res.cloudinary.com/maaji/image/upload/v1517522961/Summer2018/3007SAC19_3007SBC19_3007SCC19_3007SDC19_orange_5.jpg,3007SBC19_orange_5,,https://res.cloudinary.com/maaji/image/upload/v1517522962/Summer2018/3007SAC19_3007SBC19_3007SCC19_3007SDC19_orange_6.jpg,3007SBC19_orange_6,,,,,,,,orange,3007SBC19_orange_xs|3007SBC19_orange_sm|3007SBC19_orange_md|3007SBC19_orange_lg|3007SBC19_orange_xl
3007SCC19_orange,Colour,3007SCC19_orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522960/Summer2018/3007SAC19_3007SBC19_3007SCC19_3007SDC19_orange_1.jpg,3007SCC19_orange_1,,https://res.cloudinary.com/maaji/image/upload/v1517522961/Summer2018/3007SAC19_3007SBC19_3007SCC19_3007SDC19_orange_2.jpg,3007SCC19_orange_2,,https://res.cloudinary.com/maaji/image/upload/v1517522961/Summer2018/3007SAC19_3007SBC19_3007SCC19_3007SDC19_orange_5.jpg,3007SCC19_orange_5,,https://res.cloudinary.com/maaji/image/upload/v1517522962/Summer2018/3007SAC19_3007SBC19_3007SCC19_3007SDC19_orange_6.jpg,3007SCC19_orange_6,,,,,,,,orange,3007SCC19_orange_xs|3007SCC19_orange_sm|3007SCC19_orange_md|3007SCC19_orange_lg|3007SCC19_orange_xl
3007SDC19_orange,Colour,3007SDC19_orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522960/Summer2018/3007SAC19_3007SBC19_3007SCC19_3007SDC19_orange_1.jpg,3007SDC19_orange_1,,https://res.cloudinary.com/maaji/image/upload/v1517522961/Summer2018/3007SAC19_3007SBC19_3007SCC19_3007SDC19_orange_2.jpg,3007SDC19_orange_2,,https://res.cloudinary.com/maaji/image/upload/v1517522961/Summer2018/3007SAC19_3007SBC19_3007SCC19_3007SDC19_orange_5.jpg,3007SDC19_orange_5,,https://res.cloudinary.com/maaji/image/upload/v1517522962/Summer2018/3007SAC19_3007SBC19_3007SCC19_3007SDC19_orange_6.jpg,3007SDC19_orange_6,,,,,,,,orange,3007SDC19_orange_xs|3007SDC19_orange_sm|3007SDC19_orange_md|3007SDC19_orange_lg|3007SDC19_orange_xl
3013SBC04_orange,Colour,3013SBC04_orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522965/Summer2018/3013SBC04_3013SCC04_orange_1.jpg,3013SBC04_orange_1,,https://res.cloudinary.com/maaji/image/upload/v1517522963/Summer2018/3013SBC04_3013SCC04_orange_2.jpg,3013SBC04_orange_2,,https://res.cloudinary.com/maaji/image/upload/v1517522832/Summer2018/3063SBR02_3013SCC04_5.jpg,3013SBC04_orange_5,,https://res.cloudinary.com/maaji/image/upload/v1517522833/Summer2018/3063SBR02_3013SCC04_orange_3.jpg,3013SBC04_orange_3,,,,,,,,orange,3013SBC04_orange_xs|3013SBC04_orange_sm|3013SBC04_orange_md|3013SBC04_orange_lg|3013SBC04_orange_xl
3013SCC04_orange,Colour,3013SCC04_orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522965/Summer2018/3013SBC04_3013SCC04_orange_1.jpg,3012SCC04_orange_1,,https://res.cloudinary.com/maaji/image/upload/v1517522963/Summer2018/3013SBC04_3013SCC04_orange_2.jpg,3013SCC04_orange_2,,https://res.cloudinary.com/maaji/image/upload/v1517522833/Summer2018/3063SBR02_3013SCC04_6.jpg,3013SCC04_orange_6,,https://res.cloudinary.com/maaji/image/upload/v1517522834/Summer2018/3063SBR02_3013SCC04_orange_4.jpg,3013SCC04_orange_4,,,,,,,,orange,3013SCC04_orange_xs|3013SCC04_orange_sm|3013SCC04_orange_md|3013SCC04_orange_lg|3013SCC04_orange_xl
3007SAC20_purple,Colour,3007SAC20_purple,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522948/Summer2018/3007SAC20_3007SBC20_3007SCC20_3007SDC20_purple_1.jpg,3007SAC20_purple_1,,https://res.cloudinary.com/maaji/image/upload/v1517522954/Summer2018/3007SAC20_3007SBC20_3007SCC20_3007SDC20_purple_2.jpg,3007SAC20_purple_2,,https://res.cloudinary.com/maaji/image/upload/v1517522957/Summer2018/3007SAC20_3007SBC20_3007SCC20_3007SDC20_purple_5.jpg,3007SAC20_purple_5,,https://res.cloudinary.com/maaji/image/upload/v1517522958/Summer2018/3007SAC20_3007SBC20_3007SCC20_3007SDC20_purple_6.jpg,3007SAC20_purple_6,,http://res.cloudinary.com/maaji/image/upload/v1517522831/Summer2018/3042SFH03_3007SAC20_purple_3.jpg,3007SAC20_purple_3,,https://res.cloudinary.com/maaji/image/upload/v1517522831/Summer2018/3042SFH03_3007SAC20_purple_5.jpg,3007SAC20_purple_5,,purple,3007SAC20_purple_xs|3007SAC20_purple_sm|3007SAC20_purple_md|3007SAC20_purple_lg|3007SAC20_purple_xl
3007SBC20_purple,Colour,3007SBC20_purple,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522948/Summer2018/3007SAC20_3007SBC20_3007SCC20_3007SDC20_purple_1.jpg,3007SBC20_purple_1,,https://res.cloudinary.com/maaji/image/upload/v1517522954/Summer2018/3007SAC20_3007SBC20_3007SCC20_3007SDC20_purple_2.jpg,3007SBC20_purple_2,,https://res.cloudinary.com/maaji/image/upload/v1517522957/Summer2018/3007SAC20_3007SBC20_3007SCC20_3007SDC20_purple_5.jpg,3007SBC20_purple_5,,https://res.cloudinary.com/maaji/image/upload/v1517522958/Summer2018/3007SAC20_3007SBC20_3007SCC20_3007SDC20_purple_6.jpg,3007SBC20_purple_6,,http://res.cloudinary.com/maaji/image/upload/v1517522831/Summer2018/3042SFH03_3007SAC20_purple_3.jpg,3007SBC20_purple_3,,https://res.cloudinary.com/maaji/image/upload/v1517522831/Summer2018/3042SFH03_3007SAC20_purple_5.jpg,3007SBC20_purple_5,,purple,3007SBC20_orange_xs|3007SBC20_orange_sm|3007SBC20_orange_md|3007SBC20_orange_lg|3007SBC20_orange_xl
3007SCC20_purple,Colour,3007SCC20_purple,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522948/Summer2018/3007SAC20_3007SBC20_3007SCC20_3007SDC20_purple_1.jpg,3007SCC20_purple_1,,https://res.cloudinary.com/maaji/image/upload/v1517522954/Summer2018/3007SAC20_3007SBC20_3007SCC20_3007SDC20_purple_2.jpg,3007SCC20_purple_2,,https://res.cloudinary.com/maaji/image/upload/v1517522957/Summer2018/3007SAC20_3007SBC20_3007SCC20_3007SDC20_purple_5.jpg,3007SCC20_purple_5,,https://res.cloudinary.com/maaji/image/upload/v1517522958/Summer2018/3007SAC20_3007SBC20_3007SCC20_3007SDC20_purple_6.jpg,3007SCC20_purple_6,,http://res.cloudinary.com/maaji/image/upload/v1517522831/Summer2018/3042SFH03_3007SAC20_purple_3.jpg,3007SCC20_purple_3,,https://res.cloudinary.com/maaji/image/upload/v1517522831/Summer2018/3042SFH03_3007SAC20_purple_5.jpg,3007SCC20_purple_5,,purple,3007SCC20_orange_xs|3007SCC20_orange_sm|3007SCC20_orange_md|3007SCC20_orange_lg|3007SCC20_orange_xl
3007SDC20_purple,Colour,3007SDC20_purple,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522948/Summer2018/3007SAC20_3007SBC20_3007SCC20_3007SDC20_purple_1.jpg,3007SDC20_purple_1,,https://res.cloudinary.com/maaji/image/upload/v1517522954/Summer2018/3007SAC20_3007SBC20_3007SCC20_3007SDC20_purple_2.jpg,3007SDC20_purple_2,,https://res.cloudinary.com/maaji/image/upload/v1517522957/Summer2018/3007SAC20_3007SBC20_3007SCC20_3007SDC20_purple_5.jpg,3007SDC20_purple_5,,https://res.cloudinary.com/maaji/image/upload/v1517522958/Summer2018/3007SAC20_3007SBC20_3007SCC20_3007SDC20_purple_6.jpg,3007SDC20_purple_6,,http://res.cloudinary.com/maaji/image/upload/v1517522831/Summer2018/3042SFH03_3007SAC20_purple_3.jpg,3007SDC20_purple_3,,https://res.cloudinary.com/maaji/image/upload/v1517522831/Summer2018/3042SFH03_3007SAC20_purple_5.jpg,3007SDC20_purple_5,,purple,3007SDC20_orange_xs|3007SDC20_orange_sm|3007SDC20_orange_md|3007SDC20_orange_lg|3007SDC20_orange_xl
3039SBC06_purple,Colour,3039SBC06_purple,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522967/Summer2018/3039SBC06_3039SCC06_3039SDC06_purple_1.jpg,3039SBC06_purple_1,,https://res.cloudinary.com/maaji/image/upload/v1517522968/Summer2018/3039SBC06_3039SCC06_3039SDC06_purple_2.jpg,3039SBC06_purple_2,,https://res.cloudinary.com/maaji/image/upload/v1517522966/Summer2018/3039SBC06_3039SCC06_3039SDC06_purple_5.jpg,3039SBC06_purple_5,,https://res.cloudinary.com/maaji/image/upload/v1517522970/Summer2018/3039SBC06_3039SCC06_3039SDC06_purple_6.jpg,3039SBC06_purple_6,,https://res.cloudinary.com/maaji/image/upload/v1517522838/Summer2018/3070SBR01_3039SBC06_purple_3.jpg,3039SBC06_purple_3,,https://res.cloudinary.com/maaji/image/upload/v1517522838/Summer2018/3070SBR01_3039SBC06_purple_4.jpg,3039SBC06_purple_4,,purple,3039SBC06_purple_xs|3039SBC06_purple_sm|3039SBC06_purple_md|3039SBC06_purple_lg|3039SBC06_purple_xl
3039SCC06_purple,Colour,3039SCC06_purple,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522967/Summer2018/3039SBC06_3039SCC06_3039SDC06_purple_1.jpg,3039SCC06_purple_1,,https://res.cloudinary.com/maaji/image/upload/v1517522968/Summer2018/3039SBC06_3039SCC06_3039SDC06_purple_2.jpg,3039SCC06_purple_2,,https://res.cloudinary.com/maaji/image/upload/v1517522966/Summer2018/3039SBC06_3039SCC06_3039SDC06_purple_5.jpg,3039SCC06_purple_5,,https://res.cloudinary.com/maaji/image/upload/v1517522970/Summer2018/3039SBC06_3039SCC06_3039SDC06_purple_6.jpg,3039SCC06_purple_6,,https://res.cloudinary.com/maaji/image/upload/v1517522838/Summer2018/3070SBR01_3039SBC06_purple_3.jpg,3039SCC06_purple_3,,https://res.cloudinary.com/maaji/image/upload/v1517522838/Summer2018/3070SBR01_3039SBC06_purple_4.jpg,3039SCC06_purple_4,,purple,3039SCC06_orange_xs|3039SCC06_orange_sm|3039SCC06_orange_md|3039SCC06_orange_lg|3039SCC06_orange_xl
3039SDC06_purple,Colour,3039SDC06_purple,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522967/Summer2018/3039SBC06_3039SCC06_3039SDC06_purple_1.jpg,3039SDC06_purple_1,,https://res.cloudinary.com/maaji/image/upload/v1517522968/Summer2018/3039SBC06_3039SCC06_3039SDC06_purple_2.jpg,3039SDC06_purple_2,,https://res.cloudinary.com/maaji/image/upload/v1517522966/Summer2018/3039SBC06_3039SCC06_3039SDC06_purple_5.jpg,3039SDC06_purple_5,,https://res.cloudinary.com/maaji/image/upload/v1517522970/Summer2018/3039SBC06_3039SCC06_3039SDC06_purple_6.jpg,3039SDC06_purple_6,,https://res.cloudinary.com/maaji/image/upload/v1517522838/Summer2018/3070SBR01_3039SBC06_purple_3.jpg,3039SDC06_purple_3,,https://res.cloudinary.com/maaji/image/upload/v1517522838/Summer2018/3070SBR01_3039SBC06_purple_4.jpg,3039SDC06_purple_4,,purple,3039SDC06_orange_xs|3039SDC06_orange_sm|3039SDC06_orange_md|3039SDC06_orange_lg|3039SDC06_orange_xl
2182SOR01_orange,Colour,2182SOR01_orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522820/Summer2018/2182SOH01_2182SOR01_orange_3.jpg,2182SOR01_orange_3,,https://res.cloudinary.com/maaji/image/upload/v1517522823/Summer2018/2182SOH01_2182SOR01_orange_4.jpg,2182SOR01_orange_4,,,,,,,,,,,,,,orange,2182SOR01_orange_xs|2182SOR01_orange_sm|2182SOR01_orange_md|2182SOR01_orange_lg|2182SOR01_orange_xl
2182SOH01_orange,Colour,2182SOH01_orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522820/Summer2018/2182SOH01_2182SOR01_orange_3.jpg,2182SOH01_orange_3,,https://res.cloudinary.com/maaji/image/upload/v1517522823/Summer2018/2182SOH01_2182SOR01_orange_4.jpg,2182SOH01_orange_4,,,,,,,,,,,,,,orange,2182SOH01_orange_xs|2182SOH01_orange_sm|2182SOH01_orange_md|2182SOH01_orange_lg|2182SOH01_orange_xl
2110SB03_orange,Colour,2110SB03_orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522932/Summer2018/2110SBC03_2110SDC03_orange_1.jpg,2110SBC03_orange_1,,https://res.cloudinary.com/maaji/image/upload/v1517522933/Summer2018/2110SBC03_2110SDC03_orange_2.jpg,2110SBC03_orange_2,,https://res.cloudinary.com/maaji/image/upload/v1517522935/Summer2018/2110SBC03_2110SDC03_orange_5.jpg,2110SBC03_orange_5,,https://res.cloudinary.com/maaji/image/upload/v1517522933/Summer2018/2110SBC03_2110SDC03_orange_6.jpg,2110SBC03_orange_6,,https://res.cloudinary.com/maaji/image/upload/v1517522818/Summer2018/2021SFA04_2110SBC03_orange_3.jpg,2110SBC03_orange_3,,,,,orange,2110SBC03_orange_xs|2110SBC03_orange_sm|2110SBC03_orange_md|2110SBC03_orange_lg|2110SBC03_orange_xl
2110SDC03_orange,Colour,2110SDC03_orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522932/Summer2018/2110SBC03_2110SDC03_orange_1.jpg,2110SDC03_orange_1,,https://res.cloudinary.com/maaji/image/upload/v1517522933/Summer2018/2110SBC03_2110SDC03_orange_2.jpg,2110SDC03_orange_2,,https://res.cloudinary.com/maaji/image/upload/v1517522935/Summer2018/2110SBC03_2110SDC03_orange_5.jpg,2110SDC03_orange_5,,https://res.cloudinary.com/maaji/image/upload/v1517522933/Summer2018/2110SBC03_2110SDC03_orange_6.jpg,2110SDC03_orange_6,,https://res.cloudinary.com/maaji/image/upload/v1517522819/Summer2018/2021SFA04_2110SBC03_orange_5.jpg,2110SDC03_orange_5,,,,,orange,2110SDC03_orange_xs|2110SDC03_orange_sm|2110SDC03_orange_md|2110SDC03_orange_lg|2110SDC03_orange_xl
2023SBC01_orange,Colour,2023SBC01_orange,active,Maaji,http://res.cloudinary.com/maaji/image/upload/v1517522929/Summer2018/2023SBC01_2023SCC01_orange_1.jpg,2023SBC01_orange_1,,https://res.cloudinary.com/maaji/image/upload/v1517522931/Summer2018/2023SBC01_2023SCC01_orange_2.jpg,2023SBC01_orange_2,,https://res.cloudinary.com/maaji/image/upload/v1517522827/Summer2018/2186SSP01_2023SBC01_orange_3.jpg,2023SBC01_orange_3,,https://res.cloudinary.com/maaji/image/upload/v1517522829/Summer2018/2186SSP01_2023SCC01_orange_4.jpg,2023SBC01_orange_4,,,,,,,,orange,2023SBC01_orange_xs|2023SBC01_orange_sm|2023SBC01_orange_md|2023SBC01_orange_lg|2023SBC01_orange_xl
2023SCC01_orange,Colour,2023SCC01_orange,active,Maaji,http://res.cloudinary.com/maaji/image/upload/v1517522929/Summer2018/2023SBC01_2023SCC01_orange_1.jpg,2023SCC01_orange_1,,https://res.cloudinary.com/maaji/image/upload/v1517522931/Summer2018/2023SBC01_2023SCC01_orange_2.jpg,2023SCC01_orange_2,,https://res.cloudinary.com/maaji/image/upload/v1517522827/Summer2018/2186SSP01_2023SBC01_orange_3.jpg,2023SCC01_orange_3,,https://res.cloudinary.com/maaji/image/upload/v1517522829/Summer2018/2186SSP01_2023SCC01_orange_4.jpg,2023SCC01_orange_4,,,,,,,,orange,2023SCC01_orange_xs|2023SCC01_orange_sm|2023SCC01_orange_md|2023SCC01_orange_lg|2023SCC01_orange_xl
2188SBC01_orange,Colour,2188SBC01_orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522948/Summer2018/2188SBC01_2188SCC01_orange_1.jpg,2188SBC01_orange_1,,https://res.cloudinary.com/maaji/image/upload/v1517522952/Summer2018/2188SBC01_2188SCC01_orange_2.jpg,2188SBC01_orange_2,,https://res.cloudinary.com/maaji/image/upload/v1517522823/Summer2018/2183SCT01_2188SBC01_orange_3.jpg,2188SBC01_orange_3,,https://res.cloudinary.com/maaji/image/upload/v1517522824/Summer2018/2183SCT01_2188SCC01_orange_4.jpg,2188SBC01_orange_4,,,,,,,,orange,2188SBC01_orange_xs|2188SBC01_orange_sm|2188SBC01_orange_md|2188SBC01_orange_lg|2188SBC01_orange_xl
2188SCC01_orange,Colour,2188SCC01_orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522948/Summer2018/2188SBC01_2188SCC01_orange_1.jpg,2188SCC01_orange_1,,https://res.cloudinary.com/maaji/image/upload/v1517522952/Summer2018/2188SBC01_2188SCC01_orange_2.jpg,2188SCC01_orange_2,,https://res.cloudinary.com/maaji/image/upload/v1517522823/Summer2018/2183SCT01_2188SBC01_orange_3.jpg,2188SCC01_orange_3,,https://res.cloudinary.com/maaji/image/upload/v1517522824/Summer2018/2183SCT01_2188SCC01_orange_4.jpg,2188SCC01_orange_4,,,,,,,,orange,2188SCC01_orange_xs|2188SCC01_orange_sm|2188SCC01_orange_md|2188SCC01_orange_lg|2188SCC01_orange_xl
