lv1_code,product_class_name,name,status,brand,attribute.saya_ean.string,attribute.saya_size.single_option,price_item.1.amount,price_item.1.price_book
2184SBA01_orange_sm,Size,2184SBA01_orange_sm,active,Maaji,7.70278E+12,SMALL,125000,COP Price
2184SBA01_orange_md,Size,2184SBA01_orange_md,active,Maaji,7.70278E+12,MEDIUM,125000,COP Price
2184SBA01_orange_lg,Size,2184SBA01_orange_lg,active,Maaji,7.70278E+12,LARGE,125000,COP Price
2184SBA01_orange_xl,Size,2184SBA01_orange_xl,active,Maaji,7.70278E+12,EXTRA LARGE,125000,COP Price
2186SSP01_orange_sm,Size,2186SSP01_orange_sm,active,Maaji,7.70278E+12,SMALL,125000,COP Price
2186SSP01_orange_md,Size,2186SSP01_orange_md,active,Maaji,7.70278E+12,MEDIUM,125000,COP Price
2186SSP01_orange_lg,Size,2186SSP01_orange_lg,active,Maaji,7.70278E+12,LARGE,125000,COP Price
2186SSP01_orange_xl,Size,2186SSP01_orange_xl,active,Maaji,7.70278E+12,EXTRA LARGE,125000,COP Price
2187SSF01_orange_sm,Size,2187SSF01_orange_sm,active,Maaji,7.70278E+12,SMALL,125000,COP Price
2187SSF01_orange_md,Size,2187SSF01_orange_md,active,Maaji,7.70278E+12,MEDIUM,125000,COP Price
2187SSF01_orange_lg,Size,2187SSF01_orange_lg,active,Maaji,7.70278E+12,LARGE,125000,COP Price
3008SCC02_red_sm,Size,3008SCC02_red_sm,active,Maaji,7.70278E+12,SMALL,95000,COP Price
3008SCC02_red_md,Size,3008SCC02_red_md,active,Maaji,7.70278E+12,MEDIUM,95000,COP Price
3008SCC02_red_lg,Size,3008SCC02_red_lg,active,Maaji,7.70278E+12,LARGE,95000,COP Price
3011SHN01_blue_sm,Size,3011SHN01_blue_sm,active,Maaji,7.70278E+12,SMALL,125000,COP Price
3011SHN01_blue_md,Size,3011SHN01_blue_md,active,Maaji,7.70278E+12,MEDIUM,125000,COP Price
3011SHN01_blue_lg,Size,3011SHN01_blue_lg,active,Maaji,7.70278E+12,LARGE,125000,COP Price
3011SHN01_blue_xl,Size,3011SHN01_blue_xl,active,Maaji,7.70278E+12,EXTRA LARGE,125000,COP Price
3012SFH05_blue_sm,Size,3012SFH05_blue_sm,active,Maaji,7.70278E+12,SMALL,135000,COP Price
3012SFH05_blue_md,Size,3012SFH05_blue_md,active,Maaji,7.70278E+12,MEDIUM,135000,COP Price
3012SFH05_blue_lg,Size,3012SFH05_blue_lg,active,Maaji,7.70278E+12,LARGE,135000,COP Price
3012SFH05_blue_xl,Size,3012SFH05_blue_xl,active,Maaji,7.70278E+12,EXTRA LARGE,135000,COP Price
3042SFH02_black_sm,Size,3042SFH02_black_sm,active,Maaji,7.70278E+12,SMALL,135000,COP Price
3042SFH02_black_md,Size,3042SFH02_black_md,active,Maaji,7.70278E+12,MEDIUM,135000,COP Price
3042SFH02_black_lg,Size,3042SFH02_black_lg,active,Maaji,7.70278E+12,LARGE,135000,COP Price
3042SFH02_black_xl,Size,3042SFH02_black_xl,active,Maaji,7.70278E+12,EXTRA LARGE,135000,COP Price
3042SFH03_orange_sm,Size,3042SFH03_orange_sm,active,Maaji,7.70278E+12,SMALL,135000,COP Price
