lv1_code,product_class_name,name,status,brand,image.1.url,image.1.description,image.1.is_primary,image.2.url,image.2.description,image.2.is_primary,image.3.url,image.3.description,image.3.is_primary,image.4.url,image.4.description,image.4.is_primary,image.5.url,image.5.description,image.5.is_primary,image.6.url,image.6.description,image.6.is_primary,attribute.saya_color.single_option,variation_children_code
3099KKO01_orange,Colour,3099KKO01_orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517681726/Summer2018/3099KKO01_orange_3.jpg,3099KKO01_orange_3,,https://res.cloudinary.com/maaji/image/upload/v1517681719/Summer2018/3099KKO01_orange_4.jpg,3099KKO01_orange_4,,,,,,,,,,,,,,orange,3099KKO01_orange_2k|3099KKO01_orange_4k|3099KKO01_orange_6k|3099KKO01_orange_8k|3099KKO01_orange_10k|3099KKO01_orange_12k|3099KKO01_orange_14k|3099KKO01_orange_16k
3085KKO02_orange,Colour,3085KKO02_orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517682006/Summer2018/3085KKO02_orange_3.jpg,3085KKO02_orange_3,,https://res.cloudinary.com/maaji/image/upload/v1517681975/Summer2018/3085KKO02_orange_4.jpg,3085KKO02_orange_4,,,,,,,,,,,,,,orange,3085KKO02_orange_2k|3085KKO02_orange_4k|3085KKO02_orange_6k|3085KKO02_orange_8k|3085KKO02_orange_10k|3085KKO02_orange_12k|3085KKO02_orange_14k|3085KKO02_orange_16k
3103KKS01_orange,Colour,3103KKS01_orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517681823/Summer2018/3103KKS01_orange_3.jpg,3103KKS01_orange_3,,https://res.cloudinary.com/maaji/image/upload/v1517681820/Summer2018/3103KKS01_orange_4.jpg,3103KKS01_orange_4,,,,,,,,,,,,,,orange,3103KKS01_orange_2k|3103KKS01_orange_4k|3103KKS01_orange_6k|3103KKS01_orange_8k|3103KKS01_orange_10k|3103KKS01_orange_12k|3103KKS01_orange_14k|3103KKS01_orange_16k
1691KKC02_orange,Colour,1691KKC02_orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517681763/Summer2018/1691KKC02_orange_3.jpg,1691KKC02_orange_3,,https://res.cloudinary.com/maaji/image/upload/v1517681787/Summer2018/1691KKC02_orange_4.jpg,1691KKC02_orange_4,,,,,,,,,,,,,,orange,1691KKC02_orange_2k|1691KKC02_orange_4k|1691KKC02_orange_6k|1691KKC02_orange_8k|1691KKC02_orange_10k|1691KKC02_orange_12k|1691KKC02_orange_14k|1691KKC02_orange_16k
1695KKC01_orange,Colour,1695KKC01_orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517681895/Summer2018/1695KKC01_orange_3.jpg,1695KKC01_orange_3,,https://res.cloudinary.com/maaji/image/upload/v1517681901/Summer2018/1695KKC01_orange_4.jpg,1695KKC01_orange_4,,,,,,,,,,,,,,orange,1695KKC01_orange_2k|1695KKC01_orange_4k|1695KKC01_orange_6k|1695KKC01_orange_8k|1695KKC01_orange_10k|1695KKC01_orange_12k|1695KKC01_orange_14k|1695KKC01_orange_16k
1891ASA01_gray,Colour,1891ASA01_gray,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317458/Summer2018/1891ASA01_gray_3.jpg,1891ASA01_gray_3,,https://res.cloudinary.com/maaji/image/upload/v1518317455/Summer2018/1891ASA01_gray_4.jpg,1891ASA01_gray_4,,,,,,,,,,,,,,gray,1891ASA01_gray_sm|1891ASA01_gray_md|1891ASA01_gray_lg
1863ALM03_blue,Colour,1863ALM03_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229286/Summer2018/1863ALM03_blue_1.jpg,1863ALM03_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1518229281/Summer2018/1863ALM03_blue_2.jpg,1863ALM03_blue_2,,,,,,,,,,,,,,blue,1863ALM03_blue_xs|1863ALM03_blue_sm|1863ALM03_blue_md|1863ALM03_blue_lg
1832ASB02_blue,Colour,1832ASB02_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804738/Summer2018/1832ASB02_blue_3.jpg,1832ASB02_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1517804764/Summer2018/1832ASB02_blue_4.jpg,1832ASB02_blue_4,,https://res.cloudinary.com/maaji/image/upload/v1519073130/Summer2018/1832ASB02_blue_1.jpg,1832ASB02_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1519073130/Summer2018/1832ASB02_blue_2.jpg,1832ASB02_blue_2,,,,,,,,blue,1832ASB02_blue_sm|1832ASB02_blue_md|1832ASB02_blue_lg
1886ASH02_blue,Colour,1886ASH02_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518316811/Summer2018/1886ASH02_blue_1.jpg,1886ASH02_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1518316956/Summer2018/1886ASH02_blue_2.jpg,1886ASH02_blue_2,,,,,,,,,,,,,,blue,1886ASH02_blue_xs|1886ASH02_blue_sm|1886ASH02_blue_md|1886ASH02_blue_lg
1760ASB05_blue,Colour,1760ASB05_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804619/Summer2018/1760ASB05_blue_3.jpg,1760ASB05_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1517804599/Summer2018/1760ASB05_blue_4.jpg,1760ASB05_blue_4,,,,,,,,,,,,,,blue,1760ASB05_blue_sm|1760ASB05_blue_md|1760ASB05_blue_lg
1887ASA01_blue,Colour,1887ASA01_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317339/Summer2018/1887ASA01_blue_3.jpg,1887ASA01_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1518317335/Summer2018/1887ASA01_blue_4.jpg,1887ASA01_blue_4,,,,,,,,,,,,,,blue,1887ASA01_blue_sm|1887ASA01_blue_md|1887ASA01_blue_lg
1872ABD01_blue,Colour,1872ABD01_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518307542/Summer2018/1872ABD01_blue_3.jpg,1872ABD01_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1518307537/Summer2018/1872ABD01_blue_4.jpg,1872ABD01_blue_4,,https://res.cloudinary.com/maaji/image/upload/v1518307542/Summer2018/1872ABD01_blue_5.jpg,1872ABD01_blue_5,,,,,,,,,,,blue,1872ABD01_blue_sm|1872ABD01_blue_md|1872ABD01_blue_lg
1886ASH01_white,Colour,1886ASH01_white,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518316784/Summer2018/1886ASH01_white_1.jpg,1886ASH01_white_1,,https://res.cloudinary.com/maaji/image/upload/v1518316802/Summer2018/1886ASH01_white_2.jpg,1886ASH01_white_4,,,,,,,,,,,,,,white,1886ASH01_white_xs|1886ASH01_white_sm|1886ASH01_white_md|1886ASH01_white_lg
1785ALY04_blue,Colour,1785ALY04_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804699/Summer2018/1785ALY04_blue_3.jpg,1785ALY04_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1517804661/Summer2018/1785ALY04_blue_4.jpg,1785ALY04_blue_4,,,,,,,,,,,,,,blue,1785ALY04_blue_sm|1785ALY04_blue_md|1785ALY04_blue_lg
1769ALL05_black,Colour,1769ALL05_black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804749/Summer2018/1769ALL05_black_1.jpg,1769ALL05_black_1,,https://res.cloudinary.com/maaji/image/upload/v1517804818/Summer2018/1769ALL05_black_2.jpg,1769ALL05_black_2,,,,,,,,,,,,,,black,1769ALL05_black_xs|1769ALL05_black_sm|1769ALL05_black_md|1769ALL05_black_lg
1882AST01_black,Colour,1882AST01_black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317206/Summer2018/1882AST01_black_3.jpg,1882AST01_black_3,,https://res.cloudinary.com/maaji/image/upload/v1518317220/Summer2018/1882AST01_black_4.jpg,1882AST01_black_4,,,,,,,,,,,,,,black,1882AST01_black_sm|1882AST01_black_md|1882AST01_black_lg
1786ALC07_blue,Colour,1786ALC07_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804846/Summer2018/1786ALC07_blue_1.jpg,1786ALC07_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517804804/Summer2018/1786ALC07_blue_2.jpg,1786ALC07_blue_2,,,,,,,,,,,,,,blue,1786ALC07_blue_xs|1786ALC07_blue_sm|1786ALC07_blue_md|1786ALC07_blue_lg
1779ASB04_blue,Colour,1779ASB04_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804599/Summer2018/1779ASB04_black_3.jpg,1779ASB04_black_3,,https://res.cloudinary.com/maaji/image/upload/v1517804672/Summer2018/1779ASB04_black_4.jpg,1779ASB04_black_4,,,,,,,,,,,,,,black,1779ASB04_black_sm|1779ASB04_black_md|1779ASB04_black_lg
1883ATT03_blue,Colour,1883ATT03_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317253/Summer2018/1883ATT03_blue_3.jpg,1883ATT03_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1518317241/Summer2018/1883ATT03_blue_4.jpg,1883ATT03_blue_4,,,,,,,,,,,,,,blue,1883ATT03_blue_sm|1883ATT03_blue_md|1883ATT03_blue_lg
1876ASH01_blue,Colour,1876ASH01_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518310078/Summer2018/1876ASH01_blue_1.jpg,1876ASH01_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1518310069/Summer2018/1876ASH01_blue_2.jpg,1876ASH01_blue_2,,,,,,,,,,,,,,blue,1876ASH01_blue_xs|1876ASH01_blue_sm|1876ASH01_blue_md|1876ASH01_blue_lg
1879ASB01_blue,Colour,1879ASB01_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317148/Summer2018/1879ASB01_blue_3.jpg,1879ASB01_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1518317112/Summer2018/1879ASB01_blue_4.jpg,1879ASB01_blue_4,,,,,,,,,,,,,,blue,1879ASB01_blue_sm|1879ASB01_blue_md|1879ASB01_blue_lg
1823ALC05_blue,Colour,1823ALC05_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804963/Summer2018/1823ALC05_blue_1.jpg,1823ALC05_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517804962/Summer2018/1823ALC05_blue_2.jpg,1823ALC05_blue_2,,,,,,,,,,,,,,blue,1823ALC05_blue_xs|1823ALC05_blue_sm|1823ALC05_blue_md|1823ALC05_blue_lg
1875ASB01_blue,Colour,1875ASB01_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518310021/Summer2018/1875ASB01_blue_3.jpg,1875ASB01_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1518310023/Summer2018/1875ASB01_blue_4.jpg,1875ASB01_blue_4,,,,,,,,,,,,,,blue,1875ASB01_green_sm|1875ASB01_green_md|1875ASB01_green_lg
1827ASB03_blue,Colour,1827ASB03_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804661/Summer2018/1827ASB03_blue_3.jpg,1827ASB03_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1517804727/Summer2018/1827ASB03_blue_4.jpg,1827ASB03_blue_4,,,,,,,,,,,,,,blue,1827ASB03_blue_sm|1827ASB03_blue_md|1827ASB03_blue_lg
1837ALM04_blue,Colour,1837ALM04_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229299/Summer2018/1837ALM04_black_1.jpg,1837ALM04_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1518229290/Summer2018/1837ALM04_black_2.jpg,1837ALM04_blue_2,,,,,,,,,,,,,,blue,1837ALM04_blue_xs|1837ALM04_blue_sm|1837ALM04_blue_md|1837ALM04_blue_lg
1825ALM05_blue,Colour,1825ALM05_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804997/Summer2018/1825ALM05_blue_1.jpg,1825ALM05_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517805003/Summer2018/1825ALM05_blue_2.jpg,1825ALM05_blue_2,,,,,,,,,,,,,,blue,1825ALM05_blue_xs|1825ALM05_blue_sm|1825ALM05_blue_md|1825ALM05_blue_lg
1806ALM03_blue,Colour,1806ALM03_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804878/Summer2018/1806ALM03_blue_1.jpg,1806ALM03_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517804896/Summer2018/1806ALM03_blue_2.jpg,1860ALM03_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517804893/Summer2018/1806ALM03_blue_6.jpg,1860ALM03_blue_6,,https://res.cloudinary.com/maaji/image/upload/v1517804920/Summer2018/1806ALM03_blue_7.jpg,1860ALM03_blue_7,,,,,,,,blue,1806ALM03_blue_xs|1806ALM03_blue_sm|1806ALM03_blue_md|1806ALM03_blue_lg
1786ALM08_blue,Colour,1786ALM08_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804794/Summer2018/1786ALM08_blue_1.jpg,1786ALM08_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517804811/Summer2018/1786ALM08_blue_2.jpg,1786ALM08_blue_2,,,,,,,,,,,,,,blue,1786ALM08_blue_xs|1786ALM08_blue_sm|1786ALM08_blue_md|1786ALM08_blue_lg
1849ATT01_black,Colour,1849ATT01_black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229565/Summer2018/1849ATT01_black_3.jpg,1849ATT01_black_3,,https://res.cloudinary.com/maaji/image/upload/v1518229577/Summer2018/1849ATT01_black_4.jpg,1849ATT01_black_4,,,,,,,,,,,,,,black,1849ATT01_black_sm|1849ATT01_black_md|1849ATT01_black_lg
1888ATT03_blue,Colour,1888ATT03_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317402/Summer2018/1888ATT03_blue_3.jpg,188ATT03_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1518317421/Summer2018/1888ATT03_blue_4.jpg,1888ATT03_blue_4,,,,,,,,,,,,,,blue,1888ATT03_blue_sm|1888ATT03_blue_md|1888ATT03_blue_lg
1795APA05_blue,Colour,1795APA05_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804872/Summer2018/1795APA05_blue_1.jpg,1795APA05_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517804941/Summer2018/1795APA05_blue_2.jpg,1795APA05_blue_2,,,,,,,,,,,,,,blue,1795APA05_blue_sm|1795APA05_blue_md|1795APA05_blue_lg
1883ATT02_blue,Colour,1883ATT02_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317302/Summer2018/1883ATT02_blue_3.jpg,1883ATT02_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1518317258/Summer2018/1883ATT02_blue_4.jpg,1883ATT02_blue_4,,,,,,,,,,,,,,blue,1883ATT02_blue_sm|1883ATT02_blue_md|1883ATT02_blue_lg
1892ALY01_blue,Colour,1892ALY01_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517942494/Summer2018/1892ALY01_blue_1.jpg,1892ALY01_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517942495/Summer2018/1892ALY01_blue_2.jpg,1892ALY01_blue_2,,,,,,,,,,,,,,blue,1892ALY01_blue_sm|1892ALY01_blue_md|1892ALY01_blue_lg
1869ALS03_blue,Colour,1869ALS03_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229741/Summer2018/1869ALS03_blue_3.jpg,1869ALS03_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1518229740/Summer2018/1869ALS03_blue_4.jpg,1869ALS03_blue_4,,,,,,,,,,,,,,blue,1869ALS03_blue_sm|1869ALS03_blue_md|1869ALS03_blue_lg
1889AHL01_gray,Colour,1889AHL01_gray,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317420/Summer2018/1889AHL01_gray_3.jpg,1889AHL01_gray_3,,https://res.cloudinary.com/maaji/image/upload/v1518317445/Summer2018/1889AHL01_gray_4.jpg,1889AHL01_gray_4,,,,,,,,,,,,,,gray,1889AHL01_gray_sm|1889AHL01_gray_md|1889AHL01_gray_lg
1868ASB01_blue,Colour,1868ASB01_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229693/Summer2018/1868ASB01_blue_3.jpg,1868ASB01_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1518229684/Summer2018/1868ASB01_blue_4.jpg,1868ASB01_blue_4,,,,,,,,,,,,,,blue,1868ASB01_blue_sm|1868ASB01_blue_md|1868ASB01_blue_lg
1760ASB07_black,Colour,1760ASB07_black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804600/Summer2018/1760ASB07_black_3.jpg,1760ASB07_black_3,,https://res.cloudinary.com/maaji/image/upload/v1517804619/Summer2018/1760ASB07_black_4.jpg,1760ASB07_black_4,,,,,,,,,,,,,,black,1760ASB07_black_sm|1760ASB07_black_md|1760ASB07_black_lg
1881ASB01_green,Colour,1881ASB01_green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317147/Summer2018/1881ASB01_green_3.jpg,1881ASB01_green_3,,https://res.cloudinary.com/maaji/image/upload/v1518317180/Summer2018/1881ASB01_green_4.jpg,1881ASB01_green_4,,,,,,,,,,,,,,green,1881ASB01_green_sm|1881ASB01_green_md|1881ASB01_green_lg
1873ASB01_black,Colour,1873ASB01_black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518307909/Summer2018/1873ASB01_black_3.jpg,1873ASB01_black_3,,https://res.cloudinary.com/maaji/image/upload/v1518307922/Summer2018/1873ASB01_black_4.jpg,1873ASB01_black_4,,,,,,,,,,,,,,black,1873ASB01_black_sm|1873ASB01_black_md|1873ASB01_black_lg
1765ASB03_black,Colour,1765ASB03_black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804745/Summer2018/1765ASB03_black_3.jpg,1765ASB03_black_3,,https://res.cloudinary.com/maaji/image/upload/v1517804601/Summer2018/1765ASB03_black_4.jpg,1765ASB03_black_4,,,,,,,,,,,,,,black,1765ASB03_black_sm|1765ASB03_black_md|1765ASB03_black_lg
1827ASB04_green,Colour,1827ASB04_green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804738/Summer2018/1827ASB04_green_3.jpg,1827ASB04_green_3,,https://res.cloudinary.com/maaji/image/upload/v1517804699/Summer2018/1827ASB04_green_2.jpg,1827ASB04_green_2,,,,,,,,,,,,,,green,1827ASB04_green_sm|1827ASB04_green_md|1827ASB04_green_lg
1876ASH02_black,Colour,1876ASH02_black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518310070/Summer2018/1876ASH02_black_1.jpg,1876ASH02_black_1,,https://res.cloudinary.com/maaji/image/upload/v1518310070/Summer2018/1876ASH02_black_2.jpg,1876ASH02_black_2,,,,,,,,,,,,,,black,1876ASH02_black_xs|1876ASH02_black_sm|1876ASH02_black_md|1876ASH02_black_lg
1863ALM04_green,Colour,1863ALM04_green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229320/Summer2018/1863ALM04_green_1.jpg,1863ALM04_green_1,,https://res.cloudinary.com/maaji/image/upload/v1518229339/Summer2018/1863ALM04_green_2.jpg,1863ALM04_green_2,,,,,,,,,,,,,,green,1863ALM04_green_xs|1863ALM04_green_sm|1863ALM04_green_md|1863ALM04_green_lg
1866ALM02_green,Colour,1866ALM02_green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229349/Summer2018/1866ALM02_green_1.jpg,1866ALM02_green_1,,https://res.cloudinary.com/maaji/image/upload/v1518229355/Summer2018/1866ALM02_green_2.jpg,1866ALM02_green_2,,https://res.cloudinary.com/maaji/image/upload/v1518229364/Summer2018/1866ALM02_green_5.jpg,1866ALM02_green_5,,https://res.cloudinary.com/maaji/image/upload/v1518229395/Summer2018/1866ALM02_green_6.jpg,1866ALM02_green_6,,,,,,,,green,1866ALM02_green_xs|1866ALM02_green_sm|1866ALM02_green_md|1866ALM02_green_lg
1791ALM02_green,Colour,1791ALM02_green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804845/Summer2018/1791ALM02_green_1.jpg,1791ALM02_-green_1,,https://res.cloudinary.com/maaji/image/upload/v1517804837/Summer2018/1791ALM02_green_2.jpg,1791ALM02_green_2,,,,,,,,,,,,,,green,1791ALM02_green_xs|1791ALM02_green_sm|1791ALM02_green_md|1791ALM02_green_lg
1813ALM08_green,Colour,1813ALM08_green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804912/Summer2018/1813ALM08_green_1.jpg,1813ALM08_green_1,,https://res.cloudinary.com/maaji/image/upload/v1517804911/Summer2018/1813ALM08_green_2.jpg,1813ALM08_green_2,,,,,,,,,,,,,,green,1813ALM08_green_xs|1813ALM08_green_sm|1813ALM08_green_md|1813ALM08_green_lg
1786ALM05_green,Colour,1786ALM05_green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804808/Summer2018/1786ALM05_green_1.jpg,1786ALM05_green_1,,https://res.cloudinary.com/maaji/image/upload/v1517804775/Summer2018/1786ALM05_green_2.jpg,1786ALM05_green_2,,,,,,,,,,,,,,green,1786ALM05_green_xs|1786ALM05_green_sm|1786ALM05_green_md|1786ALM05_green_lg
1833ALL02_green,Colour,1833ALL02_green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517805001/Summer2018/1833ALL02_green_1.jpg,1833ALL02_green_1,,https://res.cloudinary.com/maaji/image/upload/v1517805002/Summer2018/1833ALL02_green_2.jpg,1833ALL02_green_2,,,,,,,,,,,,,,green,1833ALL02_green_xs|1833ALL02_green_sm|1833ALL02_green_md|1833ALL02_green_lg
1823ALL03_black,Colour,1823ALL03_black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804940/Summer2018/1823ALL03_black_1.jpg,1823ALL03_black_1,,https://res.cloudinary.com/maaji/image/upload/v1517804963/Summer2018/1823ALL03_black_2.jpg,1823ALL03_black_2,,,,,,,,,,,,,,green,1823ALL03_green_xs|1823ALL03_green_sm|1823ALL03_green_md|1823ALL03_green_lg
1877AJG01_green,Colour,1877AJG01_green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518310079/Summer2018/1877AJG01_green_1.jpg,1877AJG01_green_1,,https://res.cloudinary.com/maaji/image/upload/v1518310079/Summer2018/1877AJG01_green_2.jpg,1877AJG01_green_2,,,,,,,,,,,,,,green,1877AJG01_green_sm|1877AJG01_green_md|1877AJG01_green_lg
1886ASH03_green,Colour,1886ASH03_green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317934/Summer2018/1886ASH03_green_1.jpg,1886ASH03_green_1,,https://res.cloudinary.com/maaji/image/upload/v1518316810/Summer2018/1886ASH03_green_2.jpg,1886ASH03_green_2,,,,,,,,,,,,,,green,1886ASH03_green_xs|1886ASH03_green_sm|1886ASH03_green_md|1886ASH03_green_lg
1888ATT01_green,Colour,1888ATT01_green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317345/Summer2018/1888ATT01_green_3.jpg,1888ATT01_green_3,,https://res.cloudinary.com/maaji/image/upload/v1518317362/Summer2018/1888ATT01_green_4.jpg,188ATT01_green_4,,,,,,,,,,,,,,green,1888ATT01_green_sm|1888ATT01_green_md|1888ATT01_green_lg
1883ATT04_blue,Colour,1883ATT04_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317265/Summer2018/1883ATT04_blue_3.jpg,1883ATT04_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1518317277/Summer2018/1883ATT04_blue_4.jpg,1883ATT04_blue_4,,,,,,,,,,,,,,blue,1883ATT04_blue_sm|1883ATT04_blue_md|1883ATT04_blue_lg
1883ATT05_black,Colour,1883ATT05_black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317257/Summer2018/1883ATT05_black_3.jpg,1883ATT05_black_3,,https://res.cloudinary.com/maaji/image/upload/v1518317297/Summer2018/1883ATT05_black_4.jpg,1883ATT05_black_4,,,,,,,,,,,,,,black,1883ATT05_black_sm|1883ATT05_black_md|1883ATT05_black_lg
1892ALY03_blue,Colour,1892ALY03_blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517944904/Summer2018/1892ALY03_blue_1.jpg,1892ALY03_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517944906/Summer2018/1892ALY03_blue_2.jpg,1892ALY03_blue_2,,,,,,,,,,,,,,blue,1892ALY03_blue_sm|1892ALY03_blue_md|1892ALY03_blue_lg
1880ATS03_black,Colour,1880ATS03_black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317157/Summer2018/1880ATS03_black_3.jpg,1880ATS03_black_3,,https://res.cloudinary.com/maaji/image/upload/v1518317148/Summer2018/1880ATS03_black_4.jpg,1880ATS03_black_4,,,,,,,,,,,,,,black,1880ATS03_black_sm|1880ATS03_black_md|1880ATS03_black_lg
1869ALS01_green,Colour,1869ALS01_green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229718/Summer2018/1869ALS01_green_3.jpg,1869ALS01_green_3,,https://res.cloudinary.com/maaji/image/upload/v1518229695/Summer2018/1869ALS01_green_4.jpg,1869ALS01_green_4,,,,,,,,,,,,,,green,1869ALS01_green_sm|1869ALS01_green_md|1869ALS01_green_lg
1890ASA01_green,Colour,1890ASA01_green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317473/Summer2018/1890ASA01_green_3.jpg,1890ASA01_green_3,,https://res.cloudinary.com/maaji/image/upload/v1518317471/Summer2018/1890ASA01_green_4.jpg,1890ASA01_green_4,,,,,,,,,,,,,,green,1890ASA01_green_sm|1890ASA01_green_md|1890ASA01_green_lg
1864ALY02_green,Colour,1864ALY02_green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229661/Summer2018/1864ALY02_green_3.jpg,1864ALY02_green_3,,https://res.cloudinary.com/maaji/image/upload/v1518229639/Summer2018/1864ALY02_green_4.jpg,1864ALY02_green_4,,,,,,,,,,,,,,green,1864ALY02_green_sm|1864ALY02_green_md|1864ALY02_green_lg
1865AHL02_green,Colour,1865AHL02_green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229691/Summer2018/1865AHL02_green_3.jpg,1865AHL02_green_3,,https://res.cloudinary.com/maaji/image/upload/v1518229725/Summer2018/1865AHL02_green_4.jpg,1865AHL02_green_4,,,,,,,,,,,,,,green,1865AHL02_green_sm|1865AHL02_green_md|1865AHL02_green_lg
1878AVS01_black,Colour,1878AVS01_black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518310014/Summer2018/1878AVS01_black_3.jpg,1878AVS01_black_3,,https://res.cloudinary.com/maaji/image/upload/v1518310023/Summer2018/1878AVS01_black_4.jpg,1878AVS01_black_4,,,,,,,,,,,,,,black,1878AVS01_black_sm|1878AVS01_black_md|1878AVS01_black_lg
1845AJK02_green,Colour,1845AJK02_green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229514/Summer2018/1845AJK02_green_3.jpg,1845AJK02_green_3,,https://res.cloudinary.com/maaji/image/upload/v1518229570/Summer2018/1845AJK02_green_4.jpg,1845AJK02_green_4,,,,,,,,,,,,,,green,1845AJK02_green_sm|1845AJK02_green_md|1845AJK02_green_lg
1885ASH02_green,Colour,1885ASH02_green,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518316801/Summer2018/1885ASH02_green_1.jpg,1885ASH02_green_3,,https://res.cloudinary.com/maaji/image/upload/v1518316796/Summer2018/1885ASH02_green_2.jpg,1885ASH02_green_4,,,,,,,,,,,,,,green,1885ASH02_green_xs|1885ASH02_green_sm|1885ASH02_green_md|1885ASH02_green_lg
