lv1_code,product_class_name,name,status,brand,attribute.co_online.boolean,attribute.us_online.boolean,image.1.url,image.1.description,image.1.is_primary,image.2.url,image.2.description,image.2.is_primary,image.3.url,image.3.description,image.3.is_primary,image.4.url,image.4.description,image.4.is_primary,image.5.url,image.5.description,image.5.is_primary,image.6.url,image.6.description,image.6.is_primary,attribute.saya_color.single_option,variation_children_code
1469CKS04_purple,Colour,1469CKS04_purple,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1525295715/Summer2018/1469CKS04_purple_1.jpg,1469CKS04_purple_1,yes,https://res.cloudinary.com/maaji/image/upload/v1525295718/Summer2018/1469CKS04_purple_2.jpg,1469CKS04_purple_2,,,,,,,,,,,,,,purple,1469CKS04_purple_sm|1469CKS04_purple_md|1469CKS04_purple_lg
1471CSD02_white,Colour,1471CSD02_white,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1525295995/Summer2018/1471CSD02_white_3.jpg,1471CSD02_white_3,yes,https://res.cloudinary.com/maaji/image/upload/v1525295997/Summer2018/1471CSD02_white_4.jpg,1471CSD02_white_4,,https://res.cloudinary.com/maaji/image/upload/v1525295999/Summer2018/1471CSD02_white_7.jpg,1471CSD02_white_7,,https://res.cloudinary.com/maaji/image/upload/v1525296001/Summer2018/1471CSD02_white_8.jpg,1471CSD02_white_8,,,,,,,,white,1471CSD02_white_sm|1471CSD02_white_md|1471CSD02_white_lg
1477CSD03_purple,Colour,1477CSD03_purple,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1525296227/Summer2018/1477CSD03_purple_3.jpg,1477CSD03_purple_3,yes,https://res.cloudinary.com/maaji/image/upload/v1525296229/Summer2018/1477CSD03_purple_4.jpg,1477CSD03_purple_4,,,,,,,,,,,,,,purple,1477CSD03_purple_sm|1477CSD03_purple_md|1477CSD03_purple_lg
1502CSD01_red,Colour,1502CSD01_red,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1524759897/Summer2018/1502CSD01_red_3.jpg,1502CSD01_red_3,yes,https://res.cloudinary.com/maaji/image/upload/v1524759899/Summer2018/1502CSD01_red_4.jpg,1502CSD01_red_4,,,,,,,,,,,,,,red,1502CSD01_red_sm|1502CSD01_red_md|1502CSD01_red_lg
1503CSD01_red,Colour,1503CSD01_red,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1524759901/Summer2018/1503CSD01_red_3.jpg,1503CSD01_red_3,yes,https://res.cloudinary.com/maaji/image/upload/v1524759904/Summer2018/1503CSD01_red_4.jpg,1503CSD01_red_4,,,,,,,,,,,,,,red,1503CSD01_red_sm|1503CSD01_red_md|1503CSD01_red_lg
1504CLD01_red,Colour,1504CLD01_red,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1524778152/Summer2018/1504CLD01_red_3.jpg,1504CLD01_red_3,yes,https://res.cloudinary.com/maaji/image/upload/v1524778154/Summer2018/1504CLD01_red_4.jpg,1504CLD01_red_4,,,,,,,,,,,,,,red,1504CLD01_red_sm|1504CLD01_red_md|1504CLD01_red_lg
1506CSD01_green,Colour,1506CSD01_green,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1525297021/Summer2018/1506CSD01_green_3.jpg,1506CSD01_green_3,yes,https://res.cloudinary.com/maaji/image/upload/v1525297023/Summer2018/1506CSD01_green_4.jpg,1506CSD01_green_4,,,,,,,,,,,,,,green,1506CSD01_green_sm|1506CSD01_green_md|1506CSD01_green_lg
1507CKS01_green,Colour,1507CKS01_green,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1525297917/Summer2018/1507CKS01_green_1.jpg,1507CKS01_green_1,yes,https://res.cloudinary.com/maaji/image/upload/v1525297920/Summer2018/1507CKS01_green_2.jpg,1507CKS01_green_2,,,,,,,,,,,,,,green,1507CKS01_green_sm|1507CKS01_green_md|1507CKS01_green_lg
1508CCT01_green,Colour,1508CCT01_green,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1525297922/Summer2018/1508CCT01_green_1.jpg,1508CCT01_green_1,yes,https://res.cloudinary.com/maaji/image/upload/v1525297924/Summer2018/1508CCT01_green_2.jpg,1508CCT01_green_2,,,,,,,,,,,,,,green,1508CCT01_green_sm|1508CCT01_green_md|1508CCT01_green_lg
1509CKL01_white,Colour,1509CKL01_white,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1525298085/Summer2018/1509CKL01_white_1.jpg,1509CKL01_white_1,yes,https://res.cloudinary.com/maaji/image/upload/v1525298087/Summer2018/1509CKL01_white_2.jpg,1509CKL01_white_2,,https://res.cloudinary.com/maaji/image/upload/v1525298237/Summer2018/1509CKL01_white_3.jpg,1509CKL01_white_3,,https://res.cloudinary.com/maaji/image/upload/v1525298239/Summer2018/1509CKL01_white_4.jpg,1509CKL01_white_4,,https://res.cloudinary.com/maaji/image/upload/v1525298241/Summer2018/1509CKL01_white_7.jpg,1509CKL01_white_7,,https://res.cloudinary.com/maaji/image/upload/v1525298244/Summer2018/1509CKL01_white_8.jpg,1509CKL01_white_8,,white,1509CKL01_white_sm|1509CKL01_white_md|1509CKL01_white_lg
1511CRO01_blue,Colour,1511CRO01_blue,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1525309402/Summer2018/1511CRO01_blue_3.jpg,1511CRO01_blue_3,yes,https://res.cloudinary.com/maaji/image/upload/v1525309407/Summer2018/1511CRO01_blue_4.jpg,1511CRO01_blue_4,,,,,,,,,,,,,,blue,1511CRO01_blue_sm|1511CRO01_blue_md|1511CRO01_blue_lg
1513CLS01_blue,Colour,1513CLS01_blue,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1525309602/Summer2018/1513CLS01_blue_3.jpg,1513CLS01_blue_3,yes,https://res.cloudinary.com/maaji/image/upload/v1525309607/Summer2018/1513CLS01_blue_4.jpg,1513CLS01_blue_4,,,,,,,,,,,,,,blue,1513CLS01_blue_sm|1513CLS01_blue_md|1513CLS01_blue_lg
1514CSD01_blue,Colour,1514CSD01_blue,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1517603166/Summer2018/1514CSD01_blue_3.jpg,1514CSD01_blue_3,yes,https://res.cloudinary.com/maaji/image/upload/v1517603166/Summer2018/1514CSD01_blue_4.jpg,1514CSD01_blue_4,,,,,,,,,,,,,,blue,1514CSD01_blue_sm|1514CSD01_blue_md|1514CSD01_blue_lg
1516CCT01_blue,Colour,1516CCT01_blue,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1525311428/Summer2018/1516CCT01_blue_1.jpg,1516CCT01_blue_1,yes,https://res.cloudinary.com/maaji/image/upload/v1525311435/Summer2018/1516CCT01_blue_2.jpg,1516CCT01_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1525311442/Summer2018/1516CCT01_blue_5.jpg,1516CCT01_blue_5,,https://res.cloudinary.com/maaji/image/upload/v1525311482/Summer2018/1516CCT01_blue_6.jpg,1516CCT01_blue_6,,https://res.cloudinary.com/maaji/image/upload/v1525311489/Summer2018/1516CCT01_blue_7.jpg,1516CCT01_blue_7,,https://res.cloudinary.com/maaji/image/upload/v1525311496/Summer2018/1516CCT01_blue_8.jpg,1516CCT01_blue_8,,blue,1516CCT01_blue_sm|1516CCT01_blue_md|1516CCT01_blue_lg
1518CSD01_wine,Colour,1518CSD01_wine,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1525311715/Summer2018/1518CSD01_wine_3.jpg,1518CSD01_wine_3,yes,https://res.cloudinary.com/maaji/image/upload/v1525311720/Summer2018/1518CSD01_wine_4.jpg,1518CSD01_wine_4,,,,,,,,,,,,,,wine,1518CSD01_wine_sm|1518CSD01_wine_md|1518CSD01_wine_lg
1519CCT01_purple,Colour,1519CCT01_purple,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1525312559/Summer2018/1519CCT01_purple_1.jpg,1519CCT01_purple_1,yes,https://res.cloudinary.com/maaji/image/upload/v1525312567/Summer2018/1519CCT01_purple_2.jpg,1519CCT01_purple_2,,,,,,,,,,,,,,purple,1519CCT01_purple_sm|1519CCT01_purple_md|1519CCT01_purple_lg
2173SFA01_blue,Colour,2173SFA01_blue,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1517522525/Summer2018/2173SFA01_blue_1.jpg,2173SFA01_blue_1,yes,https://res.cloudinary.com/maaji/image/upload/v1517522527/Summer2018/2173SFA01_blue_2.jpg,2173SFA01_blue_2,,,,,,,,,,,,,,blue,2173SFA01_blue_sm|2173SFA01_blue_md|2173SFA01_blue_lg
2174SLT01_blue,Colour,2174SLT01_blue,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1517589353/Summer2018/2174SLT01_blue_1.jpg,2174SLT01_blue_1,yes,https://res.cloudinary.com/maaji/image/upload/v1517589359/Summer2018/2174SLT01_blue_2.jpg,2174SLT01_blue_2,,,,,,,,,,,,,,blue,2174SLT01_blue_sm|2174SLT01_blue_md|2174SLT01_blue_lg|2174SLT01_blue_xl
2175SFA01_white,Colour,2175SFA01_white,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1517882877/Summer2018/2175SFA01_white_1.jpg,2175SFA01_white_1,yes,https://res.cloudinary.com/maaji/image/upload/v1517882872/Summer2018/2175SFA01_white_2.jpg,2175SFA01_white_2,,,,,,,,,,,,,,white,2175SFA01_white_sm|2175SFA01_white_md|2175SFA01_white_lg|2175SFA01_white_xl
2176SRA01_black,Colour,2176SRA01_black,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1523304582/Summer2018/2176SRA01_black_1.jpg,2176SRA01_black_1,yes,https://res.cloudinary.com/maaji/image/upload/v1523304583/Summer2018/2176SRA01_black_2.jpg,2176SRA01_black_2,,,,,,,,,,,,,,black,2176SRA01_black_sm|2176SRA01_black_md|2176SRA01_black_lg|2176SRA01_black_xl
2177SFA01_blue,Colour,2177SFA01_blue,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1517933990/Summer2018/2177SFA01_blue_1.jpg,2177SFA01_blue_1,yes,https://res.cloudinary.com/maaji/image/upload/v1517933990/Summer2018/2177SFA01_blue_2.jpg,2177SFA01_blue_2,,,,,,,,,,,,,,blue,2177SFA01_blue_sm|2177SFA01_blue_md|2177SFA01_blue_lg|2177SFA01_blue_xl
2178SUN01_blue,Colour,2178SUN01_blue,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1517934434/Summer2018/2178SUN01_blue_1.jpg,2178SUN01_blue_1,yes,https://res.cloudinary.com/maaji/image/upload/v1517934433/Summer2018/2178SUN01_blue_2.jpg,2178SUN01_blue_2,,,,,,,,,,,,,,blue,2178SUN01_blue_sm|2178SUN01_blue_md|2178SUN01_blue_lg|2178SUN01_blue_xl
2179SSE01_blue,Colour,2179SSE01_blue,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1517934928/Summer2018/2179SSE01_blue_1.jpg,1279SSE01_blue_1,yes,https://res.cloudinary.com/maaji/image/upload/v1517934926/Summer2018/2179SSE01_blue_2.jpg,2179SSE01_blue_2,,,,,,,,,,,,,,blue,2179SSE01_blue_sm|2179SSE01_blue_md|2179SSE01_blue_lg|2179SSE01_blue_xl
2180SFT01_blue,Colour,2180SFT01_blue,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1517935364/Summer2018/2180SFT01_blue_1.jpg,2180SFT01_blue_1,yes,https://res.cloudinary.com/maaji/image/upload/v1517935363/Summer2018/2180SFT01_blue_2.jpg,2180SFT01_blue_2,,,,,,,,,,,,,,blue,2180SFT01_blue_sm|2180SFT01_blue_md|2180SFT01_blue_lg|2180SFT01_blue_xl
2181SBA01_blue,Colour,2181SBA01_blue,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1517935710/Summer2018/2181SBA01_blue_1.jpg,2181SBA01_blue_1,yes,https://res.cloudinary.com/maaji/image/upload/v1517935711/Summer2018/2181SBA01_blue_2.jpg,2181SBA01_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517935710/Summer2018/2181SBA01_blue_5.jpg,2181SBA01_blue_5,,https://res.cloudinary.com/maaji/image/upload/v1517935710/Summer2018/2181SBA01_blue_6.jpg,2181SBA01_blue_6,,,,,,,,blue,2181SBA01_blue_sm|2181SBA01_blue_md|2181SBA01_blue_lg|2181SBA01_blue_xl
2183SCT01_orange,Colour,2183SCT01_orange,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1517522942/Summer2018/2183SCT01_orange_1.jpg,2183SCT01_orange_1,yes,https://res.cloudinary.com/maaji/image/upload/v1517522947/Summer2018/2183SCT01_orange_2.jpg,2183SCT01_orange_2,,,,,,,,,,,,,,orange,2183SCT01_orange_sm|2183SCT01_orange_md|2183SCT01_orange_lg|2183SCT01_orange_xl
2184SBA01_orange,Colour,2184SBA01_orange,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1517522945/Summer2018/2184SBA01_orange_1.jpg,2184SBA01_orange_1,yes,https://res.cloudinary.com/maaji/image/upload/v1517522954/Summer2018/2184SBA01_orange_2.jpg,2184SBA01_orange_2,,https://res.cloudinary.com/maaji/image/upload/v1517522954/Summer2018/2184SBA01_orange_5.jpg,2184SBA01_orange_5,,https://res.cloudinary.com/maaji/image/upload/v1517522956/Summer2018/2184SBA01_orange_6.jpg,2184SBA01_orange_6,,,,,,,,orange,2184SBA01_orange_sm|2184SBA01_orange_md|2184SBA01_orange_lg|2184SBA01_orange_xl
2186SSP01_orange,Colour,2186SSP01_orange,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1517522953/Summer2018/2186SSP01_orange_1.jpg,2186SSP01_orange_1,yes,https://res.cloudinary.com/maaji/image/upload/v1517522948/Summer2018/2186SSP01_orange_2.jpg,2186SSP01_orange_2,,,,,,,,,,,,,,orange,2186SSP01_orange_sm|2186SSP01_orange_md|2186SSP01_orange_lg
3011SHN01_pink,Colour,3011SHN01_pink,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1518186088/Summer2018/3011SHN01_pink_1.jpg,3011SHN01_pink_1,yes,https://res.cloudinary.com/maaji/image/upload/v1518186057/Summer2018/3011SHN01_pink_2.jpg,3011SHN01_pink_2,,https://res.cloudinary.com/maaji/image/upload/v1518186089/Summer2018/3011SHN01_pink_5.jpg,3011SHN01_pink_5,,https://res.cloudinary.com/maaji/image/upload/v1518186087/Summer2018/3011SHN01_pink_6.jpg,3011SHN01_pink_6,,,,,,,,pink,3011SHN01_pink_sm|3011SHN01_pink_md|3011SHN01_pink_lg|3011SHN01_pink_xl
3012SFH05_blue,Colour,3012SFH05_blue,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1518187095/Summer2018/3012SFH05_blue_1.jpg,3012SFH05_blue_1,yes,https://res.cloudinary.com/maaji/image/upload/v1518187094/Summer2018/3012SFH05_blue_2.jpg,3012SFH05_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1518187095/Summer2018/3012SFH05_blue_5.jpg,3012SFH05_blue_5,,https://res.cloudinary.com/maaji/image/upload/v1518187095/Summer2018/3012SFH05_blue_6.jpg,3012SFH05_blue_6,,https://res.cloudinary.com/maaji/image/upload/v1518187094/Summer2018/3012SFH05_blue_7.jpg,3012SFH05_blue_7,,https://res.cloudinary.com/maaji/image/upload/v1518187094/Summer2018/3012SFH05_blue_8.jpg,3012SFH05_blue_8,,blue,3012SFH05_blue_sm|3012SFH05_blue_md|3012SFH05_blue_lg
3042SFH02_black,Colour,3042SFH02_black,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1517522533/Summer2018/3042SFH02_black_1.jpg,3042SFH02_black_1,yes,https://res.cloudinary.com/maaji/image/upload/v1517522535/Summer2018/3042SFH02_black_2.jpg,3042SFH02_black_2,,https://res.cloudinary.com/maaji/image/upload/v1518280795/Summer2018/3042SFH02_black_5.jpg,3042SFH02_black_5,,https://res.cloudinary.com/maaji/image/upload/v1518280794/Summer2018/3042SFH02_black_6.jpg,3042SFH02_black_6,,,,,,,,black,3042SFH02_red_sm|3042SFH02_red_md|3042SFH02_red_lg|3042SFH02_red_xl
3042SFH03_purple,Colour,3042SFH03_purple,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1517522972/Summer2018/3042SFH03_purple_1.jpg,3042SFH03_purple_1,yes,https://res.cloudinary.com/maaji/image/upload/v1517522970/Summer2018/3042SFH03_purple_2.jpg,3042SFH03_purple_2,,https://res.cloudinary.com/maaji/image/upload/v1517522971/Summer2018/3042SFH03_purple_5.jpg,3042SFH03_purple_5,,https://res.cloudinary.com/maaji/image/upload/v1517522971/Summer2018/3042SFH03_purple_6.jpg,3042SFH03_purple_6,,,,,,,,purple,3042SFH03_purple_sm|3042SFH03_purple_md|3042SFH03_purple_lg|3042SFH03_purple_xl
3045SFT04_pink,Colour,3045SFT04_pink,active,Maaji,1,1,https://res.cloudinary.com/maaji/image/upload/v1518282673/Summer2018/3045SFT04_pink_1.jpg,3045SFT04_pink_1,yes,https://res.cloudinary.com/maaji/image/upload/v1518282671/Summer2018/3045SFT04_pink_2.jpg,3045SFT04_pink_2,,https://res.cloudinary.com/maaji/image/upload/v1518282673/Summer2018/3045SFT04_pink_5.jpg,3045SFT04_pink_5,,https://res.cloudinary.com/maaji/image/upload/v1518282669/Summer2018/3045SFT04_pink_6.jpg,3045SFT04_pink_6,,,,,,,,pink,3045SFT04_pink_sm|3045SFT04_pink_md|3045SFT04_pink_lg|3045SFT04_pink_xl
