lv1_code,product_class_name,name,status,brand,attribute.dw_size_code.single_option,attribute.saya_ean.string,attribute.saya_size.single_option,price_item.1.amount,price_item.1.price_book,
1876ASH01_blue_lg,1876ASH01,Size,1876ASH01_blue_lg,active,Maaji,GRANDE,7702781017378,GRANDE,99900,COP Price
1879ASB01_blue_sm,1879ASB01,Size,1879ASB01_blue_sm,active,Maaji,PEQUEÑO,7702781017385,PEQUEÑO,99900,COP Price
1879ASB01_blue_md,1879ASB01,Size,1879ASB01_blue_md,active,Maaji,MEDIO,7702781036041,MEDIO,99900,COP Price
1879ASB01_blue_lg,1879ASB01,Size,1879ASB01_blue_lg,active,Maaji,GRANDE,7702781036058,GRANDE,99900,COP Price
1823ALC05_blue_xs,1823ALC05,Size,1823ALC05_blue_xs,active,Maaji,EXTRA PEQUEÑO,7702781036065,EXTRA PEQUEÑO,159000,COP Price
1823ALC05_blue_sm,1823ALC05,Size,1823ALC05_blue_sm,active,Maaji,PEQUEÑO,7702781037895,PEQUEÑO,159000,COP Price
1823ALC05_blue_md,1823ALC05,Size,1823ALC05_blue_md,active,Maaji,MEDIO,7702781037901,MEDIO,159000,COP Price
1823ALC05_blue_lg,1823ALC05,Size,1823ALC05_blue_lg,active,Maaji,GRANDE,7702781037918,GRANDE,159000,COP Price
1875ASB01_black_sm,1875ASB01,Size,1875ASB01_black_sm,active,Maaji,PEQUEÑO,7702781043681,PEQUEÑO,79900,COP Price
1875ASB01_black_md,1875ASB01,Size,1875ASB01_black_md,active,Maaji,MEDIO,7702781043698,MEDIO,79900,COP Price
1875ASB01_black_lg,1875ASB01,Size,1875ASB01_black_lg,active,Maaji,GRANDE,7702781043704,GRANDE,79900,COP Price
1827ASB03_blue_sm,1827ASB03,Size,1827ASB03_blue_sm,active,Maaji,PEQUEÑO,7702781030117,PEQUEÑO,99900,COP Price
1827ASB03_blue_md,1827ASB03,Size,1827ASB03_blue_md,active,Maaji,MEDIO,7702781030124,MEDIO,99900,COP Price
1827ASB03_blue_lg,1827ASB03,Size,1827ASB03_blue_lg,active,Maaji,GRANDE,7702781030131,GRANDE,99900,COP Price
1837ALM04_blue_xs,1837ALM04,Size,1837ALM04_blue_xs,active,Maaji,EXTRA PEQUEÑO,7702781029968,EXTRA PEQUEÑO,179900,COP Price
1837ALM04_blue_sm,1837ALM04,Size,1837ALM04_blue_sm,active,Maaji,PEQUEÑO,7702781029975,PEQUEÑO,179900,COP Price
1837ALM04_blue_md,1837ALM04,Size,1837ALM04_blue_md,active,Maaji,MEDIO,7702781029982,MEDIO,179900,COP Price
1837ALM04_blue_lg,1837ALM04,Size,1837ALM04_blue_lg,active,Maaji,GRANDE,7702781043209,GRANDE,179900,COP Price
1825ALM05_blue_xs,1825ALM05,Size,1825ALM05_blue_xs,active,Maaji,EXTRA PEQUEÑO,7702781043216,EXTRA PEQUEÑO,179900,COP Price
1825ALM05_blue_sm,1825ALM05,Size,1825ALM05_blue_sm,active,Maaji,PEQUEÑO,7702781043223,PEQUEÑO,179900,COP Price
1825ALM05_blue_md,1825ALM05,Size,1825ALM05_blue_md,active,Maaji,MEDIO,7702781041892,MEDIO,179900,COP Price
1825ALM05_blue_lg,1825ALM05,Size,1825ALM05_blue_lg,active,Maaji,GRANDE,7702781041908,GRANDE,179900,COP Price
1806ALM03_blue_xs,1806ALM03,Size,1806ALM03_blue_xs,active,Maaji,EXTRA PEQUEÑO,7702781041915,EXTRA PEQUEÑO,179900,COP Price
1806ALM03_blue_sm,1806ALM03,Size,1806ALM03_blue_sm,active,Maaji,PEQUEÑO,7702781034863,PEQUEÑO,179900,COP Price
1806ALM03_blue_md,1806ALM03,Size,1806ALM03_blue_md,active,Maaji,MEDIO,7702781034870,MEDIO,179900,COP Price
1806ALM03_blue_lg,1806ALM03,Size,1806ALM03_blue_lg,active,Maaji,GRANDE,7702781034887,GRANDE,179900,COP Price
1786ALM08_blue_xs,1786ALM08,Size,1786ALM08_blue_xs,active,Maaji,EXTRA PEQUEÑO,7702781035594,EXTRA PEQUEÑO,169900,COP Price
1786ALM08_blue_sm,1786ALM08,Size,1786ALM08_blue_sm,active,Maaji,PEQUEÑO,7702781035600,PEQUEÑO,169900,COP Price
1786ALM08_blue_md,1786ALM08,Size,1786ALM08_blue_md,active,Maaji,MEDIO,7702781035617,MEDIO,169900,COP Price
1786ALM08_blue_lg,1786ALM08,Size,1786ALM08_blue_lg,active,Maaji,GRANDE,7702781041335,GRANDE,169900,COP Price
1849ATT01_black_sm,1849ATT01,Size,1849ATT01_black_sm,active,Maaji,PEQUEÑO,7702781041342,PEQUEÑO,79900,COP Price
1849ATT01_black_md,1849ATT01,Size,1849ATT01_black_md,active,Maaji,MEDIO,7702781041359,MEDIO,79900,COP Price
1849ATT01_black_lg,1849ATT01,Size,1849ATT01_black_lg,active,Maaji,GRANDE,7702781033927,GRANDE,79900,COP Price
1888ATT03_blue_sm,1888ATT03,Size,1888ATT03_blue_sm,active,Maaji,PEQUEÑO,7702781033934,PEQUEÑO,79900,COP Price
1888ATT03_blue_md,1888ATT03,Size,1888ATT03_blue_md,active,Maaji,MEDIO,7702781033941,MEDIO,79900,COP Price
1888ATT03_blue_lg,1888ATT03,Size,1888ATT03_blue_lg,active,Maaji,GRANDE,7702781037147,GRANDE,79900,COP Price
1795APA05_blue_sm,1795APA05,Size,1795APA05_blue_sm,active,Maaji,PEQUEÑO,7702781037154,PEQUEÑO,189900,COP Price
1795APA05_blue_md,1795APA05,Size,1795APA05_blue_md,active,Maaji,MEDIO,7702781037161,MEDIO,189900,COP Price
1795APA05_blue_lg,1795APA05,Size,1795APA05_blue_lg,active,Maaji,GRANDE,7702781037086,GRANDE,189900,COP Price
1883ATT02_beige_sm,1883ATT02,Size,1883ATT02_beige_sm,active,Maaji,PEQUEÑO,7702781037093,PEQUEÑO,79900,COP Price
1883ATT02_beige_md,1883ATT02,Size,1883ATT02_beige_md,active,Maaji,MEDIO,7702781037109,MEDIO,79900,COP Price
1883ATT02_beige_lg,1883ATT02,Size,1883ATT02_beige_lg,active,Maaji,GRANDE,7702781037116,GRANDE,79900,COP Price
1892ALY01_gray_sm,1892ALY01,Size,1892ALY01_gray_sm,active,Maaji,PEQUEÑO,7702781039561,PEQUEÑO,79900,COP Price
1892ALY01_gray_md,1892ALY01,Size,1892ALY01_gray_md,active,Maaji,MEDIO,7702781039578,MEDIO,79900,COP Price
1892ALY01_gray_lg,1892ALY01,Size,1892ALY01_gray_lg,active,Maaji,GRANDE,7702781039585,GRANDE,79900,COP Price
1869ALS03_gray_sm,1869ALS03,Size,1869ALS03_gray_sm,active,Maaji,PEQUEÑO,7702781039592,PEQUEÑO,119900,COP Price
1869ALS03_gray_md,1869ALS03,Size,1869ALS03_gray_md,active,Maaji,MEDIO,7702781035686,MEDIO,119900,COP Price
1869ALS03_gray_lg,1869ALS03,Size,1869ALS03_gray_lg,active,Maaji,GRANDE,7702781035693,GRANDE,119900,COP Price
1889AHL01_gray_sm,1889AHL01,Size,1889AHL01_gray_sm,active,Maaji,PEQUEÑO,7702781035709,PEQUEÑO,189900,COP Price
1889AHL01_gray_md,1889AHL01,Size,1889AHL01_gray_md,active,Maaji,MEDIO,7702781035716,MEDIO,189900,COP Price
1889AHL01_gray_lg,1889AHL01,Size,1889AHL01_gray_lg,active,Maaji,GRANDE,7702781043148,GRANDE,189900,COP Price
1868ASB01_green_sm,1868ASB01,Size,1868ASB01_green_sm,active,Maaji,PEQUEÑO,7702781043155,PEQUEÑO,79900,COP Price
1868ASB01_green_md,1868ASB01,Size,1868ASB01_green_md,active,Maaji,MEDIO,7702781043162,MEDIO,79900,COP Price
1868ASB01_green_lg,1868ASB01,Size,1868ASB01_green_lg,active,Maaji,GRANDE,7702781043179,GRANDE,79900,COP Price
1760ASB07_black_sm,1760ASB07,Size,1760ASB07_black_sm,active,Maaji,PEQUEÑO,7702781040567,PEQUEÑO,99900,COP Price
1760ASB07_black_md,1760ASB07,Size,1760ASB07_black_md,active,Maaji,MEDIO,7702781040574,MEDIO,99900,COP Price
1760ASB07_black_lg,1760ASB07,Size,1760ASB07_black_lg,active,Maaji,GRANDE,7702781040581,GRANDE,99900,COP Price
1881ASB01_green_sm,1881ASB01,Size,1881ASB01_green_sm,active,Maaji,PEQUEÑO,7702781040598,PEQUEÑO,99900,COP Price
1881ASB01_green_md,1881ASB01,Size,1881ASB01_green_md,active,Maaji,MEDIO,7702781035235,MEDIO,99900,COP Price
1881ASB01_green_lg,1881ASB01,Size,1881ASB01_green_lg,active,Maaji,GRANDE,7702781035242,GRANDE,99900,COP Price
1873ASB01_black_sm,1873ASB01,Size,1873ASB01_black_sm,active,Maaji,PEQUEÑO,7702781035259,PEQUEÑO,99900,COP Price
1873ASB01_black_md,1873ASB01,Size,1873ASB01_black_md,active,Maaji,MEDIO,7702781035266,MEDIO,99900,COP Price
1873ASB01_black_lg,1873ASB01,Size,1873ASB01_black_lg,active,Maaji,GRANDE,7702781036980,GRANDE,99900,COP Price
1765ASB03_black_sm,1765ASB03,Size,1765ASB03_black_sm,active,Maaji,PEQUEÑO,7702781036997,PEQUEÑO,99900,COP Price
1765ASB03_black_md,1765ASB03,Size,1765ASB03_black_md,active,Maaji,MEDIO,7702781037000,MEDIO,99900,COP Price
1765ASB03_black_lg,1765ASB03,Size,1765ASB03_black_lg,active,Maaji,GRANDE,7702781037017,GRANDE,99900,COP Price
1827ASB04_green_sm,1827ASB04,Size,1827ASB04_green_sm,active,Maaji,PEQUEÑO,7702781039165,PEQUEÑO,99900,COP Price
1827ASB04_green_md,1827ASB04,Size,1827ASB04_green_md,active,Maaji,MEDIO,7702781039172,MEDIO,99900,COP Price
1827ASB04_green_lg,1827ASB04,Size,1827ASB04_green_lg,active,Maaji,GRANDE,7702781039189,GRANDE,99900,COP Price
1876ASH02_gray_xs,1876ASH02,Size,1876ASH02_gray_xs,active,Maaji,EXTRA PEQUEÑO,7702781039196,EXTRA PEQUEÑO,99900,COP Price
1876ASH02_gray_sm,1876ASH02,Size,1876ASH02_gray_sm,active,Maaji,PEQUEÑO,7702781042141,PEQUEÑO,99900,COP Price
1876ASH02_gray_md,1876ASH02,Size,1876ASH02_gray_md,active,Maaji,MEDIO,7702781042158,MEDIO,99900,COP Price
1876ASH02_gray_lg,1876ASH02,Size,1876ASH02_gray_lg,active,Maaji,GRANDE,7702781042165,GRANDE,99900,COP Price
1863ALM04_green_xs,1863ALM04,Size,1863ALM04_green_xs,active,Maaji,EXTRA PEQUEÑO,7702781039769,EXTRA PEQUEÑO,169900,COP Price
1863ALM04_green_sm,1863ALM04,Size,1863ALM04_green_sm,active,Maaji,PEQUEÑO,7702781039776,PEQUEÑO,169900,COP Price
1863ALM04_green_md,1863ALM04,Size,1863ALM04_green_md,active,Maaji,MEDIO,7702781039783,MEDIO,169900,COP Price
1863ALM04_green_lg,1863ALM04,Size,1863ALM04_green_lg,active,Maaji,GRANDE,7702781039790,GRANDE,169900,COP Price
1866ALM02_green_xs,1866ALM02,Size,1866ALM02_green_xs,active,Maaji,EXTRA PEQUEÑO,7702781035891,EXTRA PEQUEÑO,179900,COP Price
1866ALM02_green_sm,1866ALM02,Size,1866ALM02_green_sm,active,Maaji,PEQUEÑO,7702781035907,PEQUEÑO,179900,COP Price
1866ALM02_green_md,1866ALM02,Size,1866ALM02_green_md,active,Maaji,MEDIO,7702781035914,MEDIO,179900,COP Price
1866ALM02_green_lg,1866ALM02,Size,1866ALM02_green_lg,active,Maaji,GRANDE,7702781043520,GRANDE,179900,COP Price
1791ALM02_green_xs,1791ALM02,Size,1791ALM02_green_xs,active,Maaji,EXTRA PEQUEÑO,7702781043537,EXTRA PEQUEÑO,179900,COP Price
1791ALM02_green_sm,1791ALM02,Size,1791ALM02_green_sm,active,Maaji,PEQUEÑO,7702781043544,PEQUEÑO,179900,COP Price
1791ALM02_green_md,1791ALM02,Size,1791ALM02_green_md,active,Maaji,MEDIO,7702781043834,MEDIO,179900,COP Price
1791ALM02_green_lg,1791ALM02,Size,1791ALM02_green_lg,active,Maaji,GRANDE,7702781043841,GRANDE,179900,COP Price
1813ALM08_gray_xs,1813ALM08,Size,1813ALM08_gray_xs,active,Maaji,EXTRA PEQUEÑO,7702781043858,EXTRA PEQUEÑO,149900,COP Price
1813ALM08_gray_sm,1813ALM08,Size,1813ALM08_gray_sm,active,Maaji,PEQUEÑO,7702781030216,PEQUEÑO,149900,COP Price
1813ALM08_gray_md,1813ALM08,Size,1813ALM08_gray_md,active,Maaji,MEDIO,7702781030223,MEDIO,149900,COP Price
1813ALM08_gray_lg,1813ALM08,Size,1813ALM08_gray_lg,active,Maaji,GRANDE,7702781030230,GRANDE,149900,COP Price
1786ALM05_green_xs,1786ALM05,Size,1786ALM05_green_xs,active,Maaji,EXTRA PEQUEÑO,7702781030810,EXTRA PEQUEÑO,169900,COP Price
1786ALM05_green_sm,1786ALM05,Size,1786ALM05_green_sm,active,Maaji,PEQUEÑO,7702781030827,PEQUEÑO,169900,COP Price
1786ALM05_green_md,1786ALM05,Size,1786ALM05_green_md,active,Maaji,MEDIO,7702781030834,MEDIO,169900,COP Price
1786ALM05_green_lg,1786ALM05,Size,1786ALM05_green_lg,active,Maaji,GRANDE,7702781030018,GRANDE,169900,COP Price
1833ALL02_green_xs,1833ALL02,Size,1833ALL02_green_xs,active,Maaji,EXTRA PEQUEÑO,7702781030025,EXTRA PEQUEÑO,179900,COP Price
1833ALL02_green_sm,1833ALL02,Size,1833ALL02_green_sm,active,Maaji,PEQUEÑO,7702781030032,PEQUEÑO,179900,COP Price
1833ALL02_green_md,1833ALL02,Size,1833ALL02_green_md,active,Maaji,MEDIO,7702781038472,MEDIO,179900,COP Price
1833ALL02_green_lg,1833ALL02,Size,1833ALL02_green_lg,active,Maaji,GRANDE,7702781038489,GRANDE,179900,COP Price
1823ALL03_black_xs,1823ALL03,Size,1823ALL03_black_xs,active,Maaji,EXTRA PEQUEÑO,7702781038496,EXTRA PEQUEÑO,179900,COP Price
1823ALL03_black_sm,1823ALL03,Size,1823ALL03_black_sm,active,Maaji,PEQUEÑO,7702781036843,PEQUEÑO,179900,COP Price
1823ALL03_black_md,1823ALL03,Size,1823ALL03_black_md,active,Maaji,MEDIO,7702781036850,MEDIO,179900,COP Price
1823ALL03_black_lg,1823ALL03,Size,1823ALL03_black_lg,active,Maaji,GRANDE,7702781036867,GRANDE,179900,COP Price
1877AJG01_black_sm,1877AJG01,Size,1877AJG01_black_sm,active,Maaji,PEQUEÑO,7702781036645,PEQUEÑO,169900,COP Price
1877AJG01_black_md,1877AJG01,Size,1877AJG01_black_md,active,Maaji,MEDIO,7702781036652,MEDIO,169900,COP Price
1877AJG01_black_lg,1877AJG01,Size,1877AJG01_black_lg,active,Maaji,GRANDE,7702781036669,GRANDE,169900,COP Price
1886ASH03_green_xs,1886ASH03,Size,1886ASH03_green_xs,active,Maaji,EXTRA PEQUEÑO,7702781041847,EXTRA PEQUEÑO,99900,COP Price
1886ASH03_green_sm,1886ASH03,Size,1886ASH03_green_sm,active,Maaji,PEQUEÑO,7702781041854,PEQUEÑO,99900,COP Price
1886ASH03_green_md,1886ASH03,Size,1886ASH03_green_md,active,Maaji,MEDIO,7702781041861,MEDIO,99900,COP Price
1886ASH03_green_lg,1886ASH03,Size,1886ASH03_green_lg,active,Maaji,GRANDE,7702781040529,GRANDE,99900,COP Price
1888ATT01_green_sm,1888ATT01,Size,1888ATT01_green_sm,active,Maaji,PEQUEÑO,7702781040536,PEQUEÑO,79900,COP Price
1888ATT01_green_md,1888ATT01,Size,1888ATT01_green_md,active,Maaji,MEDIO,7702781040543,MEDIO,79900,COP Price
1888ATT01_green_lg,1888ATT01,Size,1888ATT01_green_lg,active,Maaji,GRANDE,7702781034900,GRANDE,79900,COP Price
1883ATT04_blue_sm,1883ATT04,Size,1883ATT04_blue_sm,active,Maaji,PEQUEÑO,7702781034917,PEQUEÑO,79900,COP Price
1883ATT04_blue_md,1883ATT04,Size,1883ATT04_blue_md,active,Maaji,MEDIO,7702781034924,MEDIO,79900,COP Price
1883ATT04_blue_lg,1883ATT04,Size,1883ATT04_blue_lg,active,Maaji,GRANDE,7702781034931,GRANDE,79900,COP Price
1883ATT05_black_sm,1883ATT05,Size,1883ATT05_black_sm,active,Maaji,PEQUEÑO,7702781043735,PEQUEÑO,79900,COP Price
1883ATT05_black_md,1883ATT05,Size,1883ATT05_black_md,active,Maaji,MEDIO,7702781043742,MEDIO,79900,COP Price
1883ATT05_black_lg,1883ATT05,Size,1883ATT05_black_lg,active,Maaji,GRANDE,7702781043759,GRANDE,79900,COP Price
1892ALY03_blue_sm,1892ALY03,Size,1892ALY03_blue_sm,active,Maaji,PEQUEÑO,7702781039875,PEQUEÑO,79900,COP Price
1892ALY03_blue_md,1892ALY03,Size,1892ALY03_blue_md,active,Maaji,MEDIO,7702781039882,MEDIO,79900,COP Price
1892ALY03_blue_lg,1892ALY03,Size,1892ALY03_blue_lg,active,Maaji,GRANDE,7702781039899,GRANDE,79900,COP Price
1880ATS03_gray_sm,1880ATS03,Size,1880ATS03_gray_sm,active,Maaji,PEQUEÑO,7702781035143,PEQUEÑO,79900,COP Price
1880ATS03_gray_md,1880ATS03,Size,1880ATS03_gray_md,active,Maaji,MEDIO,7702781035150,MEDIO,79900,COP Price
1880ATS03_gray_lg,1880ATS03,Size,1880ATS03_gray_lg,active,Maaji,GRANDE,7702781035167,GRANDE,79900,COP Price
1869ALS01_aquamarine_sm,1869ALS01,Size,1869ALS01_aquamarine_sm,active,Maaji,PEQUEÑO,7702781035648,PEQUEÑO,119900,COP Price
1869ALS01_aquamarine_md,1869ALS01,Size,1869ALS01_aquamarine_md,active,Maaji,MEDIO,7702781035655,MEDIO,119900,COP Price
1869ALS01_aquamarine_lg,1869ALS01,Size,1869ALS01_aquamarine_lg,active,Maaji,GRANDE,7702781035662,GRANDE,119900,COP Price
1890ASA01_gray_sm,1890ASA01,Size,1890ASA01_gray_sm,active,Maaji,PEQUEÑO,7702781041601,PEQUEÑO,119900,COP Price
1890ASA01_gray_md,1890ASA01,Size,1890ASA01_gray_md,active,Maaji,MEDIO,7702781041618,MEDIO,119900,COP Price
1890ASA01_gray_lg,1890ASA01,Size,1890ASA01_gray_lg,active,Maaji,GRANDE,7702781041625,GRANDE,119900,COP Price
1864ALY02_aquamarine_sm,1864ALY02,Size,1864ALY02_aquamarine_sm,active,Maaji,PEQUEÑO,7702781041632,PEQUEÑO,79900,COP Price
1864ALY02_aquamarine_md,1864ALY02,Size,1864ALY02_aquamarine_md,active,Maaji,MEDIO,7702781034955,MEDIO,79900,COP Price
1864ALY02_aquamarine_lg,1864ALY02,Size,1864ALY02_aquamarine_lg,active,Maaji,GRANDE,7702781034962,GRANDE,79900,COP Price
1865AHL02_aquamarine_sm,1865AHL02,Size,1865AHL02_aquamarine_sm,active,Maaji,PEQUEÑO,7702781034979,PEQUEÑO,119900,COP Price
1865AHL02_aquamarine_md,1865AHL02,Size,1865AHL02_aquamarine_md,active,Maaji,MEDIO,7702781034986,MEDIO,119900,COP Price
1865AHL02_aquamarine_lg,1865AHL02,Size,1865AHL02_aquamarine_lg,active,Maaji,GRANDE,7702781039615,GRANDE,119900,COP Price
1878AVS01_gray_sm,1878AVS01,Size,1878AVS01_gray_sm,active,Maaji,PEQUEÑO,7702781039622,PEQUEÑO,158000,COP Price
1878AVS01_gray_md,1878AVS01,Size,1878AVS01_gray_md,active,Maaji,MEDIO,7702781039639,MEDIO,158000,COP Price
1878AVS01_gray_lg,1878AVS01,Size,1878AVS01_gray_lg,active,Maaji,GRANDE,7702781039646,GRANDE,158000,COP Price
1845AJK02_green_sm,1845AJK02,Size,1845AJK02_green_sm,active,Maaji,PEQUEÑO,7702781035730,PEQUEÑO,219900,COP Price
1845AJK02_green_md,1845AJK02,Size,1845AJK02_green_md,active,Maaji,MEDIO,7702781035747,MEDIO,219900,COP Price
1845AJK02_green_lg,1845AJK02,Size,1845AJK02_green_lg,active,Maaji,GRANDE,7702781035754,GRANDE,219900,COP Price
1885ASH02_green_xs,1885ASH02,Size,1885ASH02_green_xs,active,Maaji,EXTRA PEQUEÑO,7702781035761,EXTRA PEQUEÑO,99900,COP Price
1885ASH02_green_sm,1885ASH02,Size,1885ASH02_green_sm,active,Maaji,PEQUEÑO,7702781041472,PEQUEÑO,99900,COP Price
1885ASH02_green_md,1885ASH02,Size,1885ASH02_green_md,active,Maaji,MEDIO,7702781041489,MEDIO,99900,COP Price
1885ASH02_green_lg,1885ASH02,Size,1885ASH02_green_lg,active,Maaji,GRANDE,7702781041496,GRANDE,99900,COP Price
1871ASB01_pink_sm,1871ASB01,Size,1871ASB01_pink_sm,active,Maaji,PEQUEÑO,7702781041502,PEQUEÑO,79900,COP Price
1871ASB01_pink_md,1871ASB01,Size,1871ASB01_pink_md,active,Maaji,MEDIO,7702781039011,MEDIO,79900,COP Price
1871ASB01_pink_lg,1871ASB01,Size,1871ASB01_pink_lg,active,Maaji,GRANDE,7702781039028,GRANDE,79900,COP Price
1779ASB05_gray_sm,1779ASB05,Size,1779ASB05_gray_sm,active,Maaji,PEQUEÑO,7702781039035,PEQUEÑO,99900,COP Price
1779ASB05_gray_md,1779ASB05,Size,1779ASB05_gray_md,active,Maaji,MEDIO,7702781039042,MEDIO,99900,COP Price
1779ASB05_gray_lg,1779ASB05,Size,1779ASB05_gray_lg,active,Maaji,GRANDE,7702781037932,GRANDE,99900,COP Price
1760ASB06_gray_sm,1760ASB06,Size,1760ASB06_gray_sm,active,Maaji,PEQUEÑO,7702781037949,PEQUEÑO,99900,COP Price
1760ASB06_gray_md,1760ASB06,Size,1760ASB06_gray_md,active,Maaji,MEDIO,7702781037956,MEDIO,99900,COP Price
1760ASB06_gray_lg,1760ASB06,Size,1760ASB06_gray_lg,active,Maaji,GRANDE,7702781037963,GRANDE,99900,COP Price
1881ASB02_gray_sm,1881ASB02,Size,1881ASB02_gray_sm,active,Maaji,PEQUEÑO,7702781037840,PEQUEÑO,99900,COP Price
1881ASB02_gray_md,1881ASB02,Size,1881ASB02_gray_md,active,Maaji,MEDIO,7702781037857,MEDIO,99900,COP Price
1881ASB02_gray_lg,1881ASB02,Size,1881ASB02_gray_lg,active,Maaji,GRANDE,7702781037864,GRANDE,99900,COP Price
1835ALC03_gray_xs,1835ALC03,Size,1835ALC03_gray_xs,active,Maaji,EXTRA PEQUEÑO,7702781035945,EXTRA PEQUEÑO,159000,COP Price
1835ALC03_gray_sm,1835ALC03,Size,1835ALC03_gray_sm,active,Maaji,PEQUEÑO,7702781035952,PEQUEÑO,159000,COP Price
1835ALC03_gray_md,1835ALC03,Size,1835ALC03_gray_md,active,Maaji,MEDIO,7702781035969,MEDIO,159000,COP Price
1835ALC03_gray_lg,1835ALC03,Size,1835ALC03_gray_lg,active,Maaji,GRANDE,7702781043889,GRANDE,159000,COP Price
1786ALC06_pink_xs,1786ALC06,Size,1786ALC06_pink_xs,active,Maaji,EXTRA PEQUEÑO,7702781043896,EXTRA PEQUEÑO,149900,COP Price
1786ALC06_pink_sm,1786ALC06,Size,1786ALC06_pink_sm,active,Maaji,PEQUEÑO,7702781043902,PEQUEÑO,149900,COP Price
1786ALC06_pink_md,1786ALC06,Size,1786ALC06_pink_md,active,Maaji,MEDIO,7702781043780,MEDIO,149900,COP Price
1786ALC06_pink_lg,1786ALC06,Size,1786ALC06_pink_lg,active,Maaji,GRANDE,7702781043797,GRANDE,149900,COP Price
1863ALM05_gray_xs,1863ALM05,Size,1863ALM05_gray_xs,active,Maaji,EXTRA PEQUEÑO,7702781043803,EXTRA PEQUEÑO,169900,COP Price
1863ALM05_gray_sm,1863ALM05,Size,1863ALM05_gray_sm,active,Maaji,PEQUEÑO,7702781030162,PEQUEÑO,169900,COP Price
1863ALM05_gray_md,1863ALM05,Size,1863ALM05_gray_md,active,Maaji,MEDIO,7702781030179,MEDIO,169900,COP Price
1863ALM05_gray_lg,1863ALM05,Size,1863ALM05_gray_lg,active,Maaji,GRANDE,7702781030186,GRANDE,169900,COP Price
1866ALM01_gray_xs,1866ALM01,Size,1866ALM01_gray_xs,active,Maaji,EXTRA PEQUEÑO,7702781030766,EXTRA PEQUEÑO,179900,COP Price
1866ALM01_gray_sm,1866ALM01,Size,1866ALM01_gray_sm,active,Maaji,PEQUEÑO,7702781030773,PEQUEÑO,179900,COP Price
1866ALM01_gray_md,1866ALM01,Size,1866ALM01_gray_md,active,Maaji,MEDIO,7702781030780,MEDIO,179900,COP Price
1866ALM01_gray_lg,1866ALM01,Size,1866ALM01_gray_lg,active,Maaji,GRANDE,7702781037246,GRANDE,179900,COP Price
1825ALM04_black_xs,1825ALM04,Size,1825ALM04_black_xs,active,Maaji,EXTRA PEQUEÑO,7702781037253,EXTRA PEQUEÑO,179900,COP Price
1825ALM04_black_sm,1825ALM04,Size,1825ALM04_black_sm,active,Maaji,PEQUEÑO,7702781037260,PEQUEÑO,179900,COP Price
1825ALM04_black_md,1825ALM04,Size,1825ALM04_black_md,active,Maaji,MEDIO,7702781043636,MEDIO,179900,COP Price
1825ALM04_black_lg,1825ALM04,Size,1825ALM04_black_lg,active,Maaji,GRANDE,7702781043643,GRANDE,179900,COP Price
1823ALL04_gray_xs,1823ALL04,Size,1823ALL04_gray_xs,active,Maaji,EXTRA PEQUEÑO,7702781043650,EXTRA PEQUEÑO,179900,COP Price
1823ALL04_gray_sm,1823ALL04,Size,1823ALL04_gray_sm,active,Maaji,PEQUEÑO,7702781030063,PEQUEÑO,179900,COP Price
1823ALL04_gray_md,1823ALL04,Size,1823ALL04_gray_md,active,Maaji,MEDIO,7702781030070,MEDIO,179900,COP Price
1823ALL04_gray_lg,1823ALL04,Size,1823ALL04_gray_lg,active,Maaji,GRANDE,7702781030087,GRANDE,179900,COP Price
1822ALL04_gray_xs,1823ALL04,Size,1822ALL04_gray_xs,active,Maaji,EXTRA PEQUEÑO,7702781036799,EXTRA PEQUEÑO,179900,COP Price
1822ALL04_gray_sm,1823ALL04,Size,1822ALL04_gray_sm,active,Maaji,PEQUEÑO,7702781036805,PEQUEÑO,179900,COP Price
1822ALL04_gray_md,1823ALL04,Size,1822ALL04_gray_md,active,Maaji,MEDIO,7702781036812,MEDIO,179900,COP Price
1822ALL04_gray_lg,1823ALL04,Size,1822ALL04_gray_lg,active,Maaji,GRANDE,7702781036546,GRANDE,179900,COP Price
1795APA04_white_sm,1795APA04,Size,1795APA04_white_sm,active,Maaji,PEQUEÑO,7702781036553,PEQUEÑO,169900,COP Price
1795APA04_white_md,1795APA04,Size,1795APA04_white_md,active,Maaji,MEDIO,7702781036560,MEDIO,169900,COP Price
1795APA04_white_lg,1795APA04,Size,1795APA04_white_lg,active,Maaji,GRANDE,7702781032814,GRANDE,169900,COP Price
1888ATT02_white_sm,1888ATT02,Size,1888ATT02_white_sm,active,Maaji,PEQUEÑO,7702781032821,PEQUEÑO,79900,COP Price
1888ATT02_white_md,1888ATT02,Size,1888ATT02_white_md,active,Maaji,MEDIO,7702781032838,MEDIO,79900,COP Price
1888ATT02_white_lg,1888ATT02,Size,1888ATT02_white_lg,active,Maaji,GRANDE,7702781040475,GRANDE,79900,COP Price
1883ATT06_beige_sm,1883ATT06,Size,1883ATT06_beige_sm,active,Maaji,PEQUEÑO,7702781040482,PEQUEÑO,79900,COP Price
1883ATT06_beige_md,1883ATT06,Size,1883ATT06_beige_md,active,Maaji,MEDIO,7702781040499,MEDIO,79900,COP Price
1883ATT06_beige_lg,1883ATT06,Size,1883ATT06_beige_lg,active,Maaji,GRANDE,7702781035181,GRANDE,79900,COP Price
1883ATT01_white_sm,1883ATT01,Size,1883ATT01_white_sm,active,Maaji,PEQUEÑO,7702781035198,PEQUEÑO,79900,COP Price
