lv1_code,product_class_name,name,status,brand,attribute.dw_size_code.single_option,attribute.saya_ean.string,attribute.saya_size.single_option,price_item.1.amount,price_item.1.price_book
1943SCC04_blue_sm,Size,1943SCC04_blue_sm,active,Maaji,PEQUEÑO,7702781033446,PEQUEÑO,126000,COP Price
1943SCC04_blue_md,Size,1943SCC04_blue_md,active,Maaji,MEDIO,7702781033453,MEDIO,126000,COP Price
1943SCC04_blue_lg,Size,1943SCC04_blue_lg,active,Maaji,GRANDE,7702781033460,GRANDE,126000,COP Price
2122SOB02_black_sm,Size,2122SOB02_black_sm,active,Maaji,PEQUEÑO,7702781054632,PEQUEÑO,275000,COP Price
2122SOB02_black_md,Size,2122SOB02_black_md,active,Maaji,MEDIO,7702781054649,MEDIO,275000,COP Price
2122SOB02_black_lg,Size,2122SOB02_black_lg,active,Maaji,GRANDE,7702781054656,GRANDE,275000,COP Price
2122SOC02_black_sm,Size,2122SOC02_black_sm,active,Maaji,PEQUEÑO,7702781032760,PEQUEÑO,275000,COP Price
2122SOC02_black_md,Size,2122SOC02_black_md,active,Maaji,MEDIO,7702781032777,MEDIO,275000,COP Price
2122SOC02_black_lg,Size,2122SOC02_black_lg,active,Maaji,GRANDE,7702781032784,GRANDE,275000,COP Price
2050SBC01_black_sm,Size,2050SBC01_black_sm,active,Maaji,PEQUEÑO,7702781033828,PEQUEÑO,126000,COP Price
2050SBC01_black_md,Size,2050SBC01_black_md,active,Maaji,MEDIO,7702781033835,MEDIO,126000,COP Price
2050SBC01_black_lg,Size,2050SBC01_black_lg,active,Maaji,GRANDE,7702781033842,GRANDE,126000,COP Price
2050SDC01_black_sm,Size,2050SDC01_black_sm,active,Maaji,PEQUEÑO,7702781047368,PEQUEÑO,126000,COP Price
2050SDC01_black_md,Size,2050SDC01_black_md,active,Maaji,MEDIO,7702781047375,MEDIO,126000,COP Price
2050SDC01_black_lg,Size,2050SDC01_black_lg,active,Maaji,GRANDE,7702781047382,GRANDE,126000,COP Price
1943SAC03_black_sm,Size,1943SAC03_black_sm,active,Maaji,PEQUEÑO,7702781033491,PEQUEÑO,126000,COP Price
1943SAC03_black_md,Size,1943SAC03_black_md,active,Maaji,MEDIO,7702781033507,MEDIO,126000,COP Price
1943SAC03_black_lg,Size,1943SAC03_black_lg,active,Maaji,GRANDE,7702781033514,GRANDE,126000,COP Price
1943SBC03_black_sm,Size,1943SBC03_black_sm,active,Maaji,PEQUEÑO,7702781015213,PEQUEÑO,126000,COP Price
1943SBC03_black_md,Size,1943SBC03_black_md,active,Maaji,MEDIO,7702781015220,MEDIO,126000,COP Price
1943SBC03_black_lg,Size,1943SBC03_black_lg,active,Maaji,GRANDE,7702781015237,GRANDE,126000,COP Price
2061SBC03_black_sm,Size,2061SBC03_black_sm,active,Maaji,PEQUEÑO,7702781034306,PEQUEÑO,126000,COP Price
