lv1_code,product_class_name,name,status,brand,category.1.path,category.1.category_set,attribute.country_of_origin.string,attribute.description.html,attribute.saya_collection.single_option,attribute.saya_country.string,attribute.saya_fabric_content.single_option,attribute.saya_group.single_option,attribute.saya_line.single_option,attribute.saya_long_description.html,attribute.saya_occasion.multi_option,attribute.saya_product_department.string,attribute.saya_product_line.single_option,attribute.saya_product_status.string,attribute.saya_season.single_option,attribute.saya_tariff_code.string,variation_children_code
1268XWK01,Style,1268XWK01,active,Maaji,TRAVEL ACCESSORIES,default,Colombia,,SUMMER,Colombia,DUFFLE 46% NYLON 36% POLYESTER 7% COTTON 7% VISCOSE 4% SPANDEX WOVEN,ACCESSORIES,ACCESSORIES,MISTERY LOVELY WEEKENDER,,WOMEN,ACCESSORIES,active,2018,4202220000,1268XWK01-black
1269XBP01,Style,1269XBP01,active,Maaji,TRAVEL ACCESSORIES,default,Colombia,,SUMMER,Colombia,WOMENS BACKPACK 52% NYLON 44% POLYESTER 4% SPANDEX WOVEN,ACCESSORIES,ACCESSORIES,MISTERY BACPACK,,WOMEN,ACCESSORIES,active,2018,4202220000,1269XBP01-black
1270XTE01,Style,1270XTE01,active,Maaji,TRAVEL ACCESSORIES,default,Colombia,,SUMMER,Colombia,WOMENS BAG 50% POLYESTER 43% COTTON 7% LINEN WOVEN,ACCESSORIES,ACCESSORIES,CORAL TREASURES BEACH BAG,,WOMEN,ACCESSORIES,active,2018,4202220000,1270XTE01-red
1273XCP01,Style,1273XCP01,active,Maaji,ACCESORIES BEACH,default,Colombia,,SUMMER,Colombia,WOMENS CAP 100% POLYESTER WOVEN,ACCESSORIES,ACCESSORIES,MISTERY KNOT CAP,,WOMEN,ACCESSORIES,active,2018,6506990000,1273XCP01-black
1273XCP02,Style,1273XCP02,active,Maaji,ACCESORIES BEACH,default,Colombia,,SUMMER,Colombia,WOMENS CAP 100% POLYESTER WOVEN,ACCESSORIES,ACCESSORIES,EXOTIC KNOT CAP,,WOMEN,ACCESSORIES,active,2018,6506990000,1273XCP02-orange
1760ASB05,Style,1760ASB05,active,Maaji,DANCE,default,Colombia,,SUMMER,Colombia,WOMENS SPORTS BRA 58% POLYESTER 27% NYLON 15% SPANDEX KNIT,ACTIVE,ACTIVE,TWIST WINGS ECRU,,WOMEN,ACTIVE,active,2018,6114300000,1760ASB05-blue
1760ASB06,Style,1760ASB06,active,Maaji,DANCE,default,Colombia,,SUMMER,Colombia,WOMENS SPORTS BRA 41% NYLON 40% SPANDEX 19% POLYESTER KNIT,ACTIVE,ACTIVE,TWIST LEAF ROSE,,WOMEN,ACTIVE,active,2018,6114300000,1760ASB06-black
1760ASB07,Style,1760ASB07,active,Maaji,YOGA,default,Colombia,,SUMMER,Colombia,WOMENS SPORTS BRA 65% POLYESTER 19% NYLON 16% SPANDEX KNIT,ACTIVE,ACTIVE,TWIST SPACED CHARCOAL,,WOMEN,ACTIVE,active,2018,6114300000,1760ASB07-black
1765ASB03,Style,1765ASB03,active,Maaji,YOGA,default,Colombia,,SUMMER,Colombia,WOMENS SPORTS BRA 46% NYLON 28% POLYESTER 26% SPANDEX KNIT,ACTIVE,ACTIVE,RADIANT EVERGREEN,,WOMEN,ACTIVE,active,2018,6109909000,1765ASB03-black
1769ALL05,Style,1769ALL05,active,Maaji,RUNNING,default,Colombia,,SUMMER,Colombia,WOMENS PANTS 76% NYLON 15% SPANDEX 8% POLYESTER 1% COTTON KNIT,ACTIVE,ACTIVE,CAMERA ROLL BACK EMANA,,WOMEN,ACTIVE,active,2018,6104630000,1769ALL05-black
1779ASB04,Style,1779ASB04,active,Maaji,DANCE,default,Colombia,,SUMMER,Colombia,WOMENS SPORTS BRA 63% NYLON 25% SPANDEX 12% POLYESTER KNIT,ACTIVE,ACTIVE,RIPPLE BLACK,,WOMEN,ACTIVE,active,2018,6114300000,1779ASB04-blue
1779ASB05,Style,1779ASB05,active,Maaji,YOGA,default,Colombia,,SUMMER,Colombia,WOMENS SPORTS BRA 70% NYLON 30% SPANDEX KNIT,ACTIVE,ACTIVE,RIPPLE ROSE,,WOMEN,ACTIVE,active,2018,6114300000,1779ASB05-red
1785ALY04,Style,1785ALY04,active,Maaji,RUNNING,default,Colombia,,SUMMER,Colombia,WOMENS LAYER 69% NYLON 21% SPANDEX 10% POLYESTER KNIT,ACTIVE,ACTIVE,MESH WAVES WINGS ECRU,,WOMEN,ACTIVE,active,2018,6104330000,1785ALY04-blue
1786ALC06,Style,1786ALC06,active,Maaji,DANCE,default,Colombia,,SUMMER,Colombia,WOMENS PANTS 50% SPANDEX 42% NYLON 6% POLYESTER 2% COTTON KNIT,ACTIVE,ACTIVE,DAZZLING FLORAL ROSE,,WOMEN,ACTIVE,active,2018,6104630000,1786ALC06-red
1786ALC07,Style,1786ALC07,active,Maaji,RUNNING,default,Colombia,,SUMMER,Colombia,WOMENS SHORT PANTS 84% POLYESTER 14% SPANDEX 2% COTTON KNIT,ACTIVE,ACTIVE,DAZZLING PALMERA CROP,,WOMEN,ACTIVE,active,2018,6104630000,1786ALC07-blue
1786ALM05,Style,1786ALM05,active,Maaji,RUNNING,default,Colombia,,SUMMER,Colombia,WOMENS PANTS 84% POLYESTER 14% SPANDEX 2% COTTON KNIT,ACTIVE,ACTIVE,DAZZLING JUNGLE,,WOMEN,ACTIVE,active,2018,6104630000,1786ALM05-green
1786ALM08,Style,1786ALM08,active,Maaji,RUNNING,default,Colombia,,SUMMER,Colombia,WOMENS PANTS 84% POLYESTER 14% SPANDEX 2% COTTON KNIT,ACTIVE,ACTIVE,DAZZLING PALMERA,,WOMEN,ACTIVE,active,2018,6104630000,1786ALM08-blue
1787ALY04,Style,1787ALY04,active,Maaji,TRAVEL,default,Colombia,,SUMMER,Colombia,WOMENS LAYER 68% VISCOSE 22% NYLON 10% SPANDEX KNIT,ACTIVE,ACTIVE,WATERFALL GRAY,,WOMEN,ACTIVE,active,2018,6110309000,1787ALY04-red
1791ALM02,Style,1791ALM02,active,Maaji,YOGA,default,Colombia,,SUMMER,Colombia,WOMENS PANTS 58% NYLON 33% SPANDEX 7% POLYESTER 2% COTTON KNIT,ACTIVE,ACTIVE,SIREN EVERGREEN,,WOMEN,ACTIVE,active,2018,6104630000,1791ALM02-green
1795APA04,Style,1795APA04,active,Maaji,TRAVEL,default,Colombia,,SUMMER,Colombia,WOMENS PANTS 78% NYLON 21% SPANDEX 1% COTTON KNIT,ACTIVE,ACTIVE,PURE VIBES TWIG WHITE,,WOMEN,ACTIVE,active,2018,6104630000,1795APA04-red
1795APA05,Style,1795APA05,active,Maaji,TRAVEL,default,Colombia,,SUMMER,Colombia,WOMENS PANTS 78% NYLON 21% SPANDEX 1% COTTON KNIT,ACTIVE,ACTIVE,PURE VIBES WINGS DUSK,,WOMEN,ACTIVE,active,2018,6104630000,1795APA05-blue
1806ALM03,Style,1806ALM03,active,Maaji,YOGA,default,Colombia,,SUMMER,Colombia,WOMENS PANTS 58% NYLON 33% SPANDEX 7% POLYESTER 2% COTTON KNIT,ACTIVE,ACTIVE,LANE DUSK,,WOMEN,ACTIVE,active,2018,6104630000,1806ALM03-blue
1813ALM08,Style,1813ALM08,active,Maaji,RUNNING,default,Colombia,,SUMMER,Colombia,WOMENS PANTS 69% NYLON 16% SPANDEX 10% POLYESTER 5% COTTON KNIT,ACTIVE,ACTIVE,DAZEFUL SWITCHBACK CHARCOAL EMANA,,WOMEN,ACTIVE,active,2018,6104630000,1813ALM08-green
1822ALL04,Style,1822ALL04,active,Maaji,YOGA,default,Colombia,,SUMMER,Colombia,WOMENS PANTS 76% NYLON 24% SPANDEX KNIT,ACTIVE,ACTIVE,DOUBLE DREAM FLORAL GRAY,,WOMEN,ACTIVE,active,2018,6104630000,1822ALL04-red
1823ALC05,Style,1823ALC05,active,Maaji,DANCE,default,Colombia,,SUMMER,Colombia,WOMENS SHORT PANTS 67% NYLON 17% POLYESTER 16% SPANDEX KNIT,ACTIVE,ACTIVE,BANNER WINGS DUSK,,WOMEN,ACTIVE,active,2018,6104630000,1823ALC05-blue
1823ALL03,Style,1823ALL03,active,Maaji,DANCE,default,Colombia,,SUMMER,Colombia,WOMENS PANTS 77% NYLON 16% SPANDEX 7% POLYESTER KNIT,ACTIVE,ACTIVE,BANNER CHARCOAL EMANA,,WOMEN,ACTIVE,active,2018,6104630000,1823ALL03-green
1823ALL04,Style,1823ALL04,active,Maaji,DANCE,default,Colombia,,SUMMER,Colombia,WOMENS PANTS 57% NYLON 31% SPANDEX 12% POLYESTER KNIT,ACTIVE,ACTIVE,BANNER DARK GRAY,,WOMEN,ACTIVE,active,2018,6104630000,1823ALL04-red
1825ALM04,Style,1825ALM04,active,Maaji,YOGA,default,Colombia,,SUMMER,Colombia,WOMENS PANTS 62% NYLON 36% SPANDEX 2% COTTON KNIT,ACTIVE,ACTIVE,CROCHETTA DARK GRAY,,WOMEN,ACTIVE,active,2018,6104630000,1825ALM04-red
1825ALM05,Style,1825ALM05,active,Maaji,DANCE,default,Colombia,,SUMMER,Colombia,WOMENS PANTS 57% NYLON 31% SPANDEX 12% POLYESTER KNIT,ACTIVE,ACTIVE,CROCHETTA DUSK,,WOMEN,ACTIVE,active,2018,6104630000,1825ALM05-blue
1827ASB03,Style,1827ASB03,active,Maaji,RUNNING,default,Colombia,,SUMMER,Colombia,WOMENS SPORTS BRA 71% NYLON 20% SPANDEX 9% POLYESTER KNIT,ACTIVE,ACTIVE,INERTIA DUSK,,WOMEN,ACTIVE,active,2018,6114300000,1827ASB03-blue
1827ASB04,Style,1827ASB04,active,Maaji,RUNNING,default,Colombia,,SUMMER,Colombia,WOMENS SPORTS BRA 46% NYLON 28% POLYESTER 26% SPANDEX KNIT,ACTIVE,ACTIVE,INERTIA EVERGREEN,,WOMEN,ACTIVE,active,2018,6114300000,1827ASB04-green
1832ASB02,Style,1832ASB02,active,Maaji,YOGA,default,Colombia,,SUMMER,Colombia,WOMENS SPORTS BRA 45% POLYESTER 37% NYLON 18% SPANDEX KNIT,ACTIVE,ACTIVE,INSTANTANEOUS ECRU,,WOMEN,ACTIVE,active,2018,6114300000,1832ASB02-blue
1833ALL02,Style,1833ALL02,active,Maaji,RUNNING,default,Colombia,,SUMMER,Colombia,WOMENS PANTS 67% NYLON 27% SPANDEX 5% POLYESTER 1% COTTON KNIT,ACTIVE,ACTIVE,SCOOPE EVERGREEN,,WOMEN,ACTIVE,active,2018,6104630000,1833ALL02-green
1892ALY01,Style,1892ALY01,active,Maaji,YOGA,default,Colombia,,SUMMER,Colombia,WOMENS LAYER 50% COTTON 50% MODAL KNIT,ACTIVE,ACTIVE,SCENT DIP DYE GRAY,,WOMEN,ACTIVE,active,2018,6114300000,1892ALY01-blue
1892ALY02,Style,1892ALY02,active,Maaji,YOGA,default,Colombia,,SUMMER,Colombia,WOMENS LAYER 50% COTTON 50% MODAL KNIT,ACTIVE,ACTIVE,SCENT DIP DYE ORANGE,,WOMEN,ACTIVE,active,2018,6114300000,1892ALY02-red
1892ALY03,Style,1892ALY03,active,Maaji,DANCE,default,Colombia,,SUMMER,Colombia,WOMENS LAYER 50% COTTON 50% MODAL KNIT,ACTIVE,ACTIVE,SCENT DIP DYE LILAC,,WOMEN,ACTIVE,active,2018,6114300000,1892ALY03-green
1520SFH03,Style,1520SFH03,active,Maaji,WOMENS FIXED HALTER,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 88% NYLON 12% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,SHIMMERING COGNAC SWIRL,,WOMEN,SWIMWEAR,active,2018,6112410000,1520SFH03-red
1932SAC02,Style,1932SAC02,active,Maaji,WOMENS HIPSTER CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 52% NYLON 35% POLYESTER 13% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,DOLCE VELOCE,,WOMEN,SWIMWEAR,active,2018,6112410000,1932SAC02-orange
1932SBC02,Style,1932SBC02,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 52% NYLON 35% POLYESTER 13% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,DOLCE VELOCE,,WOMEN,SWIMWEAR,active,2018,6112410000,1932SBC02-orange
1932SFT04,Style,1932SFT04,active,Maaji,WOMENS FIXED TRIANGLE,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 89% NYLON 11% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,GULF OF PARIA,,WOMEN,SWIMWEAR,active,2018,6112410000,1932SFT04-black
1932SFT05,Style,1932SFT05,active,Maaji,WOMENS FIXED TRIANGLE,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 68% NYLON 23% POLYESTER 9% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,DOLCE VELOCE,,WOMEN,SWIMWEAR,active,2018,6112410000,1932SFT05-orange
1943SAC03,Style,1943SAC03,active,Maaji,WOMENS HIPSTER CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,NIGHLTY OASIS,,WOMEN,SWIMWEAR,active,2018,6112410000,1943SAC03-black
1943SBC03,Style,1943SBC03,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,NIGHLTY OASIS,,WOMEN,SWIMWEAR,active,2018,6112410000,1943SBC03-black
1943SBC04,Style,1943SBC04,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 86% NYLON 14% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,SPANISH EXPLORER,,WOMEN,SWIMWEAR,active,2018,6112410000,1943SBC04-black
1943SCC04,Style,1943SCC04,active,Maaji,WOMENS CHEEKY CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 86% NYLON 14% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,SPANISH EXPLORER,,WOMEN,SWIMWEAR,active,2018,6112410000,1943SCC04-black
2021SFA04,Style,2021SFA04,active,Maaji,WOMENS FASHION TOP,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 56% NYLON 34% POLYESTER 10% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,SUNDOWN SOCIETY,,WOMEN,SWIMWEAR,active,2018,6112410000,2021SFA04-orange
2023SBC01,Style,2023SBC01,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 52% NYLON 35% POLYESTER 13% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,TEMPO DUSK,,WOMEN,SWIMWEAR,active,2018,6112410000,2023SBC01-orange
2023SCC01,Style,2023SCC01,active,Maaji,WOMENS CHEEKY CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 52% NYLON 35% POLYESTER 13% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,TEMPO DUSK,,WOMEN,SWIMWEAR,active,2018,6112410000,2023SCC01-orange
2024SAC05,Style,2024SAC05,active,Maaji,WOMENS HIPSTER CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,CORAL REEF TOUCAN,,WOMEN,SWIMWEAR,active,2018,6112410000,2024SAC05-red
2024SBC05,Style,2024SBC05,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,CORAL REEF TOUCAN,,WOMEN,SWIMWEAR,active,2018,6112410000,2024SBC05-red
2033SUN04,Style,2033SUN04,active,Maaji,WOMENS UNDERWIRE,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 91% NYLON 9% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,NIGHLTY OASIS,,WOMEN,SWIMWEAR,active,2018,6112410000,2033SUN04-black
2041SAC07,Style,2041SAC07,active,Maaji,WOMENS HIPSTER CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,GULF OF PARIA,,WOMEN,SWIMWEAR,active,2018,6112410000,2041SAC07-black
2041SBC07,Style,2041SBC07,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,GULF OF PARIA,,WOMEN,SWIMWEAR,active,2018,6112410000,2041SBC07-black
2041SBC08,Style,2041SBC08,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 47% NYLON 44% POLYESTER 9% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,BLUE CACIQUE,,WOMEN,SWIMWEAR,active,2018,6112410000,2041SBC08-blue
2041SCC08,Style,2041SCC08,active,Maaji,WOMENS CHEEKY CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 47% NYLON 44% POLYESTER 9% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,BLUE CACIQUE,,WOMEN,SWIMWEAR,active,2018,6112410000,2041SCC08-blue
2043SAC07,Style,2043SAC07,active,Maaji,WOMENS HIPSTER CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 51% NYLON 39% POLYESTER 10% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,RALLY RACERS,,WOMEN,SWIMWEAR,active,2018,6112410000,2043SAC07-blue
2043SAC08,Style,2043SAC08,active,Maaji,WOMENS HIPSTER CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 93% NYLON 7% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,HIDDEN LAGOON,,WOMEN,SWIMWEAR,active,2018,6112410000,2043SAC08-blue
2043SBC05,Style,2043SBC05,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 86% NYLON 14% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,GUAJIRA PARK,,WOMEN,SWIMWEAR,active,2018,6112410000,2043SBC05-red
2043SBC07,Style,2043SBC07,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 51% NYLON 39% POLYESTER 10% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,RALLY RACERS,,WOMEN,SWIMWEAR,active,2018,6112410000,2043SBC07-blue
2043SBC08,Style,2043SBC08,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 93% NYLON 7% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,HIDDEN LAGOON,,WOMEN,SWIMWEAR,active,2018,6112410000,2043SBC08-blue
2043SCC05,Style,2043SCC05,active,Maaji,WOMENS CHEEKY CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 86% NYLON 14% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,GUAJIRA PARK,,WOMEN,SWIMWEAR,active,2018,6112410000,2043SCC05-red
2047SBC05,Style,2047SBC05,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,PEARL PROVINCE,,WOMEN,SWIMWEAR,active,2018,6112410000,2047SBC05-black
2047SCC05,Style,2047SCC05,active,Maaji,WOMENS CHEEKY CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,PEARL PROVINCE,,WOMEN,SWIMWEAR,active,2018,6112410000,2047SCC05-black
2047SHN03,Style,2047SHN03,active,Maaji,WOMENS HIGH NECK,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,CORAL REEF TOUCAN,,WOMEN,SWIMWEAR,active,2018,6112410000,2047SHN03-red
2050SBC01,Style,2050SBC01,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,BUMPY ROADS,,WOMEN,SWIMWEAR,active,2018,6112410000,2050SBC01-black
2050SDC01,Style,2050SDC01,active,Maaji,WOMENS CHI CHI CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,BUMPY ROADS,,WOMEN,SWIMWEAR,active,2018,6112410000,2050SDC01-black
2050SSE01,Style,2050SSE01,active,Maaji,WOMENS SLIDING TRIANGLE,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 88% NYLON 12% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,BUMPY ROADS,,WOMEN,SWIMWEAR,active,2018,6112410000,2050SSE01-black
2061SBC02,Style,2061SBC02,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,FLOWERY KNOTS,,WOMEN,SWIMWEAR,active,2018,6112410000,2061SBC02-red
2061SBC03,Style,2061SBC03,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 86% NYLON 14% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,GARDEN PILOT,,WOMEN,SWIMWEAR,active,2018,6112410000,2061SBC03-black
2061SBC04,Style,2061SBC04,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 93% NYLON 7% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,AMERICAN FLAMINGOS,,WOMEN,SWIMWEAR,active,2018,6112410000,2061SBC04-blue
2061SBC05,Style,2061SBC05,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,SUNNY RIDES,,WOMEN,SWIMWEAR,active,2018,6112410000,2061SBC05-blue
2061SCC02,Style,2061SCC02,active,Maaji,WOMENS CHEEKY CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,FLOWERY KNOTS,,WOMEN,SWIMWEAR,active,2018,6112410000,2061SCC02-red
2061SCC03,Style,2061SCC03,active,Maaji,WOMENS CHEEKY CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 86% NYLON 14% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,GARDEN PILOT,,WOMEN,SWIMWEAR,active,2018,6112410000,2061SCC03-black
2061SCC04,Style,2061SCC04,active,Maaji,WOMENS CHEEKY CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 93% NYLON 7% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,AMERICAN FLAMINGOS,,WOMEN,SWIMWEAR,active,2018,6112410000,2061SCC04-blue
2061SDC05,Style,2061SDC05,active,Maaji,WOMENS CHI CHI CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,SUNNY RIDES,,WOMEN,SWIMWEAR,active,2018,6112410000,2061SDC05-blue
2062SBC09,Style,2062SBC09,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,CURUBA TROPICA,,WOMEN,SWIMWEAR,active,2018,6112410000,2062SBC09-red
2062SBC10,Style,2062SBC10,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 92% NYLON 8% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,ARAWAKS ROCKS,,WOMEN,SWIMWEAR,active,2018,6112410000,2062SBC10-blue
2062SBC11,Style,2062SBC11,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 51% NYLON 39% POLYESTER 10% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,WHEELS AND FRILLS,,WOMEN,SWIMWEAR,active,2018,6112410000,2062SBC11-blue
2062SBC12,Style,2062SBC12,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 84% NYLON 16% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,CURUBA HIBISCUS,,WOMEN,SWIMWEAR,active,2018,6112410000,2062SBC12-orange
2062SCC09,Style,2062SCC09,active,Maaji,WOMENS CHEEKY CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,CURUBA TROPICA,,WOMEN,SWIMWEAR,active,2018,6112410000,2062SCC09-red
2062SCC11,Style,2062SCC11,active,Maaji,WOMENS CHEEKY CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 51% NYLON 39% POLYESTER 10% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,WHEELS AND FRILLS,,WOMEN,SWIMWEAR,active,2018,6112410000,2062SCC11-blue
2062SCC12,Style,2062SCC12,active,Maaji,WOMENS CHEEKY CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 84% NYLON 16% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,CURUBA HIBISCUS,,WOMEN,SWIMWEAR,active,2018,6112410000,2062SCC12-orange
2062SDC10,Style,2062SDC10,active,Maaji,WOMENS CHI CHI CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 92% NYLON 8% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,ARAWAKS ROCKS,,WOMEN,SWIMWEAR,active,2018,6112410000,2062SDC10-blue
2110SBC03,Style,2110SBC03,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 47% NYLON 44% POLYESTER 9% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,SUNDOWN SOCIETY,,WOMEN,SWIMWEAR,active,2018,6112410000,2110SBC03-orange
