lv1_code,length,width,height,weight,packed_length,packed_width,packed_height,packed_weight
1232XPK02,12,16,23,0.28,15,20,26,0.32
1291XTE01,38,45,55,0.35,42,49,59,0.39
1292XVR01,12,20,25,0.23,15,23,28,0.26
