lv1_code,product_class_name,name,status,length,height,width,height,packe_length,paked_width,packed_height,packed_weight,brand,category.1.path,category.1.category_set,attribute.saya_collection.single_option,attribute.saya_country.single_option,attribute.saya_fabric_content.string,attribute.saya_group.single_option,attribute.saya_line.single_option,attribute.saya_long_description.html,attribute.saya_product_department.single_option,attribute.saya_product_status.string,attribute.saya_season.single_option,attribute.saya_tariff_code.string,image.1.url,image.1.description,image.1.is_primary,image.2.url,image.2.description,image.2.is_primary,image.3.url,image.3.description,image.3.is_primary,image.4.url,image.4.description,image.4.is_primary,image.5.url,image.5.description,image.5.is_primary,attribute.saya_color.single_option,attribute.saya_ean.string,attribute.saya_size.single_option,price_item.1.amount,price_item.1.price_book
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250XTR500,Single Level Product Style,1250XTR500,active,2.3,20,15,5.2,2.1,3.1,0.3,2.4,Maaji,ACCESORIES > ACCESORIES BEACH,default,RECOMBINACIONES 2018,COLOMBIA,WOMENS PASSPORT KEEPER 100% POLYESTER WOVEN,RECOMBINACIONES,ACCESORIES,PASSPORT KEEPER,WOMEN,active,2018,42.02.32.00.00,,,,,,,,,,,,,,,,black,7.70E+17,ONE SIZE,10000,COP Price
