lv1_code,product_class_name,name,status,attribute.saya_product_status.string,brand,co_online,delivery_returns,description,fabric_care,online_description,online_name,short_description,size_fit,us_online,attribute.saya_collection.single_option,attribute.saya_country.single_option,attribute.saya_group.single_option,attribute.saya_long_description.html,attribute.saya_product_department.single_option,attribute.saya_season.single_option,image.1.url,image.1.description,image.1.is_primary,image.2.url,image.2.description,image.2.is_primary,image.3.url,image.3.description,image.3.is_primary,image.4.url,image.4.description,imag3.4.is_primary,image.5.url,image.5.description,image.5.is_primary,image.6.url,image.6.description,image.6.is_primary,group_member_code
3054SFA03-METEORITE FLIRT,Sets,METEORITE DAZZLING-METEORITE FLIRT,active,active,Maaji,,,,,,,,,,SUMMER 2018,COLOMBIA,SUMMER,METEORITE DAZZLING-METEORITE FLIRT,WOMEN,2018,https://res.cloudinary.com/maaji/image/upload/v1517522435/Summer2018/3054SFA03_30039SDC04_black_3.jpg,3054SFA03_METEORITE_FLIRT,,https://res.cloudinary.com/maaji/image/upload/v1517522438/Summer2018/3054SFA03_30039SDC04_black_4.jpg,3054SFA03_METEORITE_FLIRT,,https://res.cloudinary.com/maaji/image/upload/v1517522439/Summer2018/3054SFA03_30039SDC04_black_5.jpg,3054SFA03_METEORITE_FLIRT,,https://res.cloudinary.com/maaji/image/upload/v1517522446/Summer2018/3054SFA03_30039SDC04_black_6.jpg,3054SFA03_METEORITE_FLIRT,,https://res.cloudinary.com/maaji/image/upload/v1517522441/Summer2018/3054SFA03_30039SDC04_black_7.jpg,3054SFA03_METEORITE_FLIRT,,https://res.cloudinary.com/maaji/image/upload/v1517522443/Summer2018/3054SFA03_30039SDC04_black_8.jpg,3054SFA03_METEORITE_FLIRT,,3054SFA03|METEORITE FLIRT
3068SSP01-METEORITE SUBLIME,Sets,METEORITE COCKTAIL-METEORITE SUBLIME,active,active,Maaji,,,,,,,,,,SUMMER 2018,COLOMBIA,SUMMER,METEORITE COCKTAIL-METEORITE SUBLIME,WOMEN,2018,https://res.cloudinary.com/maaji/image/upload/v1517522454/Summer2018/3068SSP01_3007SBC16_black_3.jpg,3068SSP01_METEORITE_SUBLIME,,https://res.cloudinary.com/maaji/image/upload/v1517522455/Summer2018/3068SSP01_3007SBC16_black_4.jpg,3068SSP01_METEORITE_SUBLIME,,https://res.cloudinary.com/maaji/image/upload/v1517522457/Summer2018/3068SSP01_3007SBC16_black_5.jpg,3068SSP01_METEORITE_SUBLIME,,https://res.cloudinary.com/maaji/image/upload/v1517522457/Summer2018/3068SSP01_3007SBC16_black_6.jpg,3068SSP01_METEORITE_SUBLIME,,,,,,,,3068SSP01|METEORITE SUBLIME
2175SFA01-PEARL PROVINCE,Sets,PEARL PROVINCE-PEARL PROVINCE,active,active,Maaji,,,,,,,,,,SUMMER 2018,COLOMBIA,SUMMER,PEARL PROVINCE-PEARL PROVINCE,WOMEN,2018,https://res.cloudinary.com/maaji/image/upload/v1517522463/Summer2018/2175SFA01_2047SCC05_black_3.jpg,2175SFA01_PEARL_PROVINCE,,https://res.cloudinary.com/maaji/image/upload/v1517522464/Summer2018/2175SFA01_2047SCC05_black_4.jpg,2175SFA01_PEARL_PROVINCE,,https://res.cloudinary.com/maaji/image/upload/v1517522465/Summer2018/2175SFA01_2047SCC05_black_7.jpg,2175SFA01_PEARL_PROVINCE,,https://res.cloudinary.com/maaji/image/upload/v1517522464/Summer2018/2175SFA01_2047SCC05_black_8.jpg,2175SFA01_PEARL_PROVINCE,,,,,,,,2175SFA01|PEARL PROVINCE
3012SFH05-MEDITERRANEAN BLUE SUBLIME,Sets,MEDITERRANEAN BLUE ALLURE-MEDITERRANEAN BLUE SUBLIME,active,active,Maaji,,,,,,,,,,SUMMER 2018,COLOMBIA,SUMMER,MEDITERRANEAN BLUE ALLURE-MEDITERRANEAN BLUE SUBLIME,WOMEN,2018,https://res.cloudinary.com/maaji/image/upload/v1518806482/Summer2018/3012SFH05_3007SAC17_blue_3.jpg,"3012SFH05_MEDITERRANEAN_BLUE_SUBLIME
",,https://res.cloudinary.com/maaji/image/upload/v1518806481/Summer2018/3012SFH05_3007SAC17_blue_4.jpg,"3012SFH05_MEDITERRANEAN_BLUE_SUBLIME
",,https://res.cloudinary.com/maaji/image/upload/v1518806482/Summer2018/3012SFH05_3007SAC17_blue_5.jpg,"3012SFH05_MEDITERRANEAN_BLUE_SUBLIME
",,https://res.cloudinary.com/maaji/image/upload/v1518806482/Summer2018/3012SFH05_3007SAC17_blue_6.jpg,"3012SFH05_MEDITERRANEAN_BLUE_SUBLIME
",,https://res.cloudinary.com/maaji/image/upload/v1518806483/Summer2018/3012SFH05_3007SAC17_blue_7.jpg,"3012SFH05_MEDITERRANEAN_BLUE_SUBLIME
",,https://res.cloudinary.com/maaji/image/upload/v1518806482/Summer2018/3012SFH05_3007SAC17_blue_8.jpg,"3012SFH05_MEDITERRANEAN_BLUE_SUBLIME
",,3012SFH05|MEDITERRANEAN BLUE SUBLIME
3053SFA05-MEDITERRANEAN BLUE SUBLIME,Sets,MEDITERRANEAN BLUE DECK-MEDITERRANEAN BLUE SUBLIME,active,active,Maaji,,,,,,,,,,SUMMER 2018,COLOMBIA,SUMMER,MEDITERRANEAN BLUE DECK-MEDITERRANEAN BLUE SUBLIME,WOMEN,2018,https://res.cloudinary.com/maaji/image/upload/v1518288043/Summer2018/3053SFA05_3007SBC17_blue_3.jpg,3053SFA05_MEDITERRANEAN_BLUE_SUBLIME,,https://res.cloudinary.com/maaji/image/upload/v1518978550/Summer2018/3053SFA05_3007SBC17_blue_4.jpg,3053SFA05_MEDITERRANEAN_BLUE_SUBLIME,,https://res.cloudinary.com/maaji/image/upload/v1518288042/Summer2018/3053SFA05_3007SBC17_blue_5.jpg,3053SFA05_MEDITERRANEAN_BLUE_SUBLIME,,https://res.cloudinary.com/maaji/image/upload/v1518978551/Summer2018/3053SFA05_3007SBC17_blue_6.jpg,3053SFA05_MEDITERRANEAN_BLUE_SUBLIME,,,,,,,,3053SFA05|MEDITERRANEAN BLUE SUBLIME
3048SUN04-MEDITERRANEAN BLUE FLIRT,Sets,MEDITERRANEAN BLUE LOVELY-MEDITERRANEAN BLUE FLIRT,active,active,Maaji,,,,,,,,,,SUMMER 2018,COLOMBIA,SUMMER,MEDITERRANEAN BLUE LOVELY-MEDITERRANEAN BLUE FLIRT,WOMEN,2018,https://res.cloudinary.com/maaji/image/upload/v1518276519/Summer2018/3048SUN04_3039SBC05_blue_3.jpg,3048SUN04_MEDITERRANEAN_BLUE_FLIRT,,https://res.cloudinary.com/maaji/image/upload/v1518276520/Summer2018/3048SUN04_3039SBC05_blue_4.jpg,3048SUN04_MEDITERRANEAN_BLUE_FLIRT,,https://res.cloudinary.com/maaji/image/upload/v1518276518/Summer2018/3048SUN04_3039SBC05_blue_5.jpg,3048SUN04_MEDITERRANEAN_BLUE_FLIRT,,https://res.cloudinary.com/maaji/image/upload/v1518276519/Summer2018/3048SUN04_3039SBC05_blue_6.jpg,3048SUN04_MEDITERRANEAN_BLUE_FLIRT,,,,,,,,3048SUN04|MEDITERRANEAN BLUE FLIRT
3045SFT04-BALLERINA ORNATE,Sets,BALLERINA DELIGHTFUL-BALLERINA ORNATE,active,active,Maaji,,,,,,,,,,SUMMER 2018,COLOMBIA,SUMMER,BALLERINA DELIGHTFUL-BALLERINA ORNATE,WOMEN,2018,https://res.cloudinary.com/maaji/image/upload/v1518807262/Summer2018/3045SFT04_3052SBC03_pink_3.jpg,3045SFT04_BALLERINA_ORNATE,,https://res.cloudinary.com/maaji/image/upload/v1518807264/Summer2018/3045SFT04_3052SBC03_pink_4.jpg,3045SFT04_BALLERINA_ORNATE,,https://res.cloudinary.com/maaji/image/upload/v1518807263/Summer2018/3045SFT04_3052SBC03_pink_5.jpg,3045SFT04_BALLERINA_ORNATE,,https://res.cloudinary.com/maaji/image/upload/v1518807263/Summer2018/3045SFT04_3052SBC03_pink_6.jpg,3045SFT04_BALLERINA_ORNATE,,,,,,,,3045SFT04|BALLERINA ORNATE
3011SHN01-BALLERINA SUBLIME,Sets,BALLERINA HONEYCOMB-BALLERINA SUBLIME,active,active,Maaji,,,,,,,,,,SUMMER 2018,COLOMBIA,SUMMER,BALLERINA HONEYCOMB-BALLERINA SUBLIME,WOMEN,2018,https://res.cloudinary.com/maaji/image/upload/v1518806908/Summer2018/3011SHN01_3007SAC18_pink_3.jpg,3011SHN01_BALLERINA_SUBLIME,,https://res.cloudinary.com/maaji/image/upload/v1518806909/Summer2018/3011SHN01_3007SAC18_pink_4.jpg,3011SHN01_BALLERINA_SUBLIME,,https://res.cloudinary.com/maaji/image/upload/v1518806909/Summer2018/3011SHN01_3007SAC18_pink_5.jpg,3011SHN01_BALLERINA_SUBLIME,,https://res.cloudinary.com/maaji/image/upload/v1518806909/Summer2018/3011SHN01_3007SAC18_pink_6.jpg,3011SHN01_BALLERINA_SUBLIME,,,,,,,,3011SHN01|BALLERINA SUBLIME
2181SBA01-WHEELS AND FRILLS,Sets,WHEELS AND FRILLS-WHEELS AND FRILSS,active,active,Maaji,,,,,,,,,,SUMMER 2018,COLOMBIA,SUMMER,WHEELS AND FRILLS-WHEELS AND FRILSS,WOMEN,2018,https://res.cloudinary.com/maaji/image/upload/v1517843492/Summer2018/2181SBA01_2062SBC11_blue_3.jpg,"2181SBA01_WHEELS_AND_FRILLS
",,https://res.cloudinary.com/maaji/image/upload/v1517843492/Summer2018/2181SBA01_2062SCC11_blue_4.jpg,"2181SBA01_WHEELS_AND_FRILLS
",,https://res.cloudinary.com/maaji/image/upload/v1517843492/Summer2018/2181SBA01_2062SBC11_blue_5.jpg,"2181SBA01_WHEELS_AND_FRILLS
",,https://res.cloudinary.com/maaji/image/upload/v1517843492/Summer2018/2181SBA01_2062SCC11_blue_6.jpg,"2181SBA01_WHEELS_AND_FRILLS
",,,,,,,,2181SBA01|WHEELS AND FRILLS
2153SUN02-GUAJIRA PARK,Sets,GUAJIRA PARK-GUAJIRA PARK,active,active,Maaji,,,,,,,,,,SUMMER 2018,COLOMBIA,SUMMER,GUAJIRA PARK-GUAJIRA PARK,WOMEN,2018,https://res.cloudinary.com/maaji/image/upload/v1517783371/Summer2018/2153SUN02_2043SBC05_red_3.jpg,"2153SUN02_GUAJIRA_PARK
",,https://res.cloudinary.com/maaji/image/upload/v1517783373/Summer2018/2153SUN02_2043SCC05_red_4.jpg,"2153SUN02_GUAJIRA_PARK
",,,,,,,,,,,,,,2153SUN02|GUAJIRA PARK
2167SFT01-RED LEAVES,Sets,RED LEAVES-RED LEAVES,active,active,Maaji,,,,,,,,,,SUMMER 2018,COLOMBIA,SUMMER,RED LEAVES-RED LEAVES,WOMEN,2018,https://res.cloudinary.com/maaji/image/upload/v1517879313/Summer2018/2167SFT01_2168SBC01_red_3.jpg.jpg,"2167SFT01_RED_LEAVES
",,https://res.cloudinary.com/maaji/image/upload/v1517879308/Summer2018/2167SFT01_2168SCC01_red_4.jpg,"2167SFT01_RED_LEAVES
",,,,,,,,,,,,,,2167SFT01|RED LEAVES
2131SUN02-CURUBA TROPICA,Sets,CURUBA TROPICA-CURUBA TROPICA,active,active,Maaji,,,,,,,,,,SUMMER 2018,COLOMBIA,SUMMER,CURUBA TROPICA-CURUBA TROPICA,WOMEN,2018,https://res.cloudinary.com/maaji/image/upload/v1517842642/Summer2018/2131SUN02_2062SBC09_red_3.jpg,"2131SUN02_CURUBA_TROPICA
",,https://res.cloudinary.com/maaji/image/upload/v1517842643/Summer2018/2131SUN02_2062SCC09_red_4.jpg,"2131SUN02_CURUBA_TROPICA
",,,,,,,,,,,,,,2131SUN02|CURUBA TROPICA
2047SHN03-CORAL REEF TOUCAN,Sets,CORAL REEF TOUCAN-CORAL REEF TOUCAN,active,active,Maaji,,,,,,,,,,SUMMER 2018,COLOMBIA,SUMMER,"CORAL REEF TOUCAN-CORAL REEF TOUCAN
",WOMEN,2018,https://res.cloudinary.com/maaji/image/upload/v1517787112/Summer2018/2047SHN03_2024SBC05_red_3.jpg,"2047SHN03_CORAL REEF_TOUCAN
",,https://res.cloudinary.com/maaji/image/upload/v1517787111/Summer2018/2047SHN03_2024SBC05_red_4.jpg,"2047SHN03_CORAL REEF_TOUCAN
",,,,,,,,,,,,,,2047SHN03|CORAL REEF TOUCAN
2170SSE01-ANDALUSIA FRILLS,Sets,ANDALUSIA FRILLS-ANDALUSIA FRILLS,active,active,Maaji,,,,,,,,,,SUMMER 2018,COLOMBIA,SUMMER,"ANDALUSIA FRILLS-ANDALUSIA FRILLS
",WOMEN,2018,https://res.cloudinary.com/maaji/image/upload/v1517881128/Summer2018/2170SSE01_2172SBC01_red_3.jpg,"2170SSE01_ANDALUSIA_FRILLS
",,https://res.cloudinary.com/maaji/image/upload/v1517880543/Summer2018/2170SSE01_2172SDC01_red_4.jpg,"2170SSE01_ANDALUSIA_FRILLS
",,,,,,,,,,,,,,2170SSE01|ANDALUSIA FRILLS
2161SFA02-AFTERLIFE ISLAND,Sets,AFTERLIFE ISLAND-AFTERLIFE ISLAND,active,active,Maaji,,,,,,,,,,SUMMER 2018,COLOMBIA,SUMMER,"AFTERLIFE ISLAND-AFTERLIFE ISLAND
",WOMEN,2018,https://res.cloudinary.com/maaji/image/upload/v1517522454/Summer2018/2161SFA02_2187SBC01_black_3.jpg,"2161SFA02_AFTERLIFE_ISLAND
",,https://res.cloudinary.com/maaji/image/upload/v1517522457/Summer2018/2161SFA02_2187SDC01_black_4.jpg,"2161SFA02_AFTERLIFE_ISLAND
",,,,,,,,,,,,,,2161SFA02|AFTERLIFE ISLAND
2173SFA01-SPANISH EXPLORER,Sets,SPANISH EXPLORER-SPANISH EXPLORER,active,active,Maaji,,,,,,,,,,SUMMER 2018,COLOMBIA,SUMMER,"SPANISH EXPLORER-SPANISH EXPLORER
",WOMEN,2018,https://res.cloudinary.com/maaji/image/upload/v1517522459/Summer2018/2173SFA01_1943SBC04_black_3.jpg,"2173SFA01_SPANISH_EXPLORER
",,https://res.cloudinary.com/maaji/image/upload/v1517522459/Summer2018/2173SFA01_1943SCC04_black_4.jpg,"2173SFA01_SPANISH_EXPLORER
",,,,,,,,,,,,,,2173SFA01|SPANISH EXPLORER
2050SSE01-BUMPY ROADS,Sets,BUMPY ROADS-BUMPY ROADS,active,active,Maaji,,,,,,,,,,SUMMER 2018,COLOMBIA,SUMMER,"BUMPY ROADS-BUMPY ROADS
",WOMEN,2018,https://res.cloudinary.com/maaji/image/upload/v1517522452/Summer2018/2050SSE01_2050SBC01_black_3.jpg,"2050SSE01_BUMPY_ROADS
",,https://res.cloudinary.com/maaji/image/upload/v1517522453/Summer2018/2050SSE01_2050SDC01_black_4.jpg,"2050SSE01_BUMPY_ROADS
",,,,,,,,,,,,,,2050SSE01|BUMPY ROADS
2033SUN04-NIGHLTY OASIS,Sets,NIGHLTY OASIS-NIGHLTY OASIS,active,active,Maaji,,,,,,,,,,SUMMER 2018,COLOMBIA,SUMMER,"NIGHLTY OASIS-NIGHLTY OASIS
",WOMEN,2018,https://res.cloudinary.com/maaji/image/upload/v1517522449/Summer2018/2033SUN04_1943SAC03_black_3.jpg,"2033SUN04_NIGHLTY_OASIS
",,https://res.cloudinary.com/maaji/image/upload/v1517522448/Summer2018/2033SUN04_1943SAC03_black_4.jpg,"2033SUN04_NIGHLTY_OASIS
",,,,,,,,,,,,,,2033SUN04|NIGHLTY OASIS
2174SLT01-GARDEN PILOT,Sets,GARDEN PILOT-GARDEN PILOT,active,active,Maaji,,,,,,,,,,SUMMER 2018,COLOMBIA,SUMMER,"GARDEN PILOT-GARDEN PILOT
",WOMEN,2018,https://res.cloudinary.com/maaji/image/upload/v1517522461/Summer2018/2174SLT01_2061SBC03_black_3.jpg,"2174SLT01_GARDEN_PILOT
",,https://res.cloudinary.com/maaji/image/upload/v1517522460/Summer2018/2174SLT01_2061SCC03_black_4.jpg,"2174SLT01_GARDEN_PILOT
",,,,,,,,,,,,,,2174SLT01|GARDEN PILOT
