lv1_code,product_class_name,name,status,brand,image.1.url,image.1.description,image.1.is_primary,image.2.url,image.2.description,image.2.is_primary,image.3.url,image.3.description,image.3.is_primary,image.4.url,image.4.description,image.4.is_primary,image.5.url,image.5.description,image.5.is_primary,image.6.url,image.6.description,image.6.is_primary,attribute.saya_color.single_option,variation_children_code
3060SFA03_red,Colour,3060SFA03_red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517494183/Summer2018/1049TSS04_blue_3.jpg,1049TSS04_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1517494184/Summer2018/1049TSS04_blue_4.jpg,1049TSS04_blue_4,,,,,,,,,,,,,,red,3060SFA03_red_sm|3060SFA03_red_md|3060SFA03_red_lg|3060SFA03_red_xl
