lv1_code,product_class_name,name,status,brand,category.1.path,category.1.category_set,attribute.country_of_origin.string,attribute.saya_collection.single_option,attribute.saya_country.single_option,attribute.saya_fabric_content.string,attribute.saya_group.single_option,attribute.saya_line.single_option,attribute.saya_long_description.html,attribute.saya_product_department.single_option,attribute.saya_product_status.string,attribute.saya_season.single_option,attribute.saya_tariff_code.string,variation_children_code
2131SUN03,3 Level Product Style,2131SUN03,active,Maaji,SWIMWEAR > WOMENS UNDERWIRE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TOP SWIMWEAR ONE PIECE 87% NYLON 13% SPANDEX KNIT,SUMMER,SWIMWEAR,CURUBA HIBISCUS,WOMEN,active,2018,6112410000,2131SUN03_orange
2135SSF03,3 Level Product Style,2135SSF03,active,Maaji,SWIMWEAR > WOMENS SURF SHORTS,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SHORT 92% NYLON 8% SPANDEX KNIT,SUMMER,SWIMWEAR,DAHLIA JUNGLE,WOMEN,active,2018,6104630000,2135SSF03_red
2153SUN02,3 Level Product Style,2153SUN02,active,Maaji,SWIMWEAR > WOMENS UNDERWIRE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TOP SWIMWEAR ONE PIECE 90% NYLON 10% SPANDEX KNIT,SUMMER,SWIMWEAR,GUAJIRA PARK,WOMEN,active,2018,6112410000,2153SUN02_red
2161SFA02,3 Level Product Style,2161SFA02,active,Maaji,SWIMWEAR > WOMENS FASHION TOP,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TOP SWIMWEAR ONE PIECE 86% NYLON 14% SPANDEX KNIT,SUMMER,SWIMWEAR,AFTERLIFE ISLAND,WOMEN,active,2018,6112410000,2161SFA02_black
2162SFA02,3 Level Product Style,2162SFA02,active,Maaji,SWIMWEAR > WOMENS FASHION TOP,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TOP SWIMWEAR ONE PIECE 82% NYLON 18% SPANDEX KNIT,SUMMER,SWIMWEAR,ARAWAKS ROCKS,WOMEN,active,2018,6112410000,2162SFA02_blue
2164SRA02,3 Level Product Style,2164SRA02,active,Maaji,SWIMWEAR > WOMENS RASHGUARD,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS RASHGUARD 92% NYLON 8% SPANDEX KNIT,SUMMER,SWIMWEAR,MEDITERRANEAN BLUE DIVER,WOMEN,active,2018,6110309000,2164SRA02_blue
2167SFT01,3 Level Product Style,2167SFT01,active,Maaji,SWIMWEAR > WOMENS FIXED TRIANGLE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TOP SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SUMMER,SWIMWEAR,RED LEAVES,WOMEN,active,2018,6112410000,2167SFT01_red
2169SBA01,3 Level Product Style,2169SBA01,active,Maaji,SWIMWEAR > WOMENS BANDEAU,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TOP SWIMWEAR ONE PIECE 88% NYLON 12% SPANDEX KNIT,SUMMER,SWIMWEAR,FLOWERY KNOTS,WOMEN,active,2018,6112410000,2169SBA01_red
2170SSE01,3 Level Product Style,2170SSE01,active,Maaji,SWIMWEAR > WOMENS SLIDING TRIANGLE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TOP SWIMWEAR ONE PIECE 89% NYLON 11% SPANDEX KNIT,SUMMER,SWIMWEAR,ANDALUSIA FRILLS,WOMEN,active,2018,6112410000,2170SSE01_red
2171SFH01,3 Level Product Style,2171SFH01,active,Maaji,SWIMWEAR > WOMENS FIXED HALTER,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TOP SWIMWEAR ONE PIECE 83% NYLON 17% SPANDEX KNIT,SUMMER,SWIMWEAR,WAYUU ALLURE,WOMEN,active,2018,6112410000,2171SFH01_red
3047SFH03,3 Level Product Style,3047SFH03,active,Maaji,SWIMWEAR > WOMENS FIXED HALTER,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TOPSWIMWEAR ONE PIECE 86%NYLON 7%SPANDEX 3%POLYESTER 2%PET 2%ACRYLIC KNIT,SUMMER,SWIMWEAR,DAHLIA SANDCASTLE,WOMEN,active,2018,6112410000,3047SFH03_red
3059SFT02,3 Level Product Style,3059SFT02,active,Maaji,SWIMWEAR > WOMENS FIXED TRIANGLE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TOP SWIMWEAR ONE PIECE 93% NYLON 7% SPANDEX KNIT,SUMMER,SWIMWEAR,DAHLIA BASKET,WOMEN,active,2018,6112410000,3059SFT02_red
3060SFA03,3 Level Product Style,3060SFA03,active,Maaji,SWIMWEAR > WOMENS FASHION TOP,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TOP SWIMWEAR ONE PIECE 88% NYLON 12% SPANDEX KNIT,SUMMER,SWIMWEAR,SHIMMERING COGNAC CUMBIA,WOMEN,active,2018,6112410000,3060SFA03_red
3061SSP01,3 Level Product Style,3061SSP01,active,Maaji,SWIMWEAR > WOMENS SPORTY TOP,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TOP SWIMWEAR ONE PIECE 88% NYLON 12% SPANDEX KNIT,SUMMER,SWIMWEAR,SHIMMERING COGNAC,WOMEN,active,2018,6112410000,3061SSP01_red
3062SBA01,3 Level Product Style,3062SBA01,active,Maaji,SWIMWEAR > WOMENS BANDEAU,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TOP SWIMWEAR ONE PIECE 86% NYLON 14% SPANDEX KNIT,SUMMER,SWIMWEAR,DAHLIA RUCHED,WOMEN,active,2018,6112410000,3062SBA01_red
1483CCT02,3 Level Product Style,1483CCT02,active,Maaji,COVER UPS > WOMENS CROP TOP,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS CROP TOP 100% VISCOSE WOVEN,SUMMER,COVER UPS,CARIBBEAN OASIS,WOMEN,active,2018,6211430000,1483CCT02_red
9086KST02,3 Level Product Style,9086KST02,active,Maaji,TRUNKS > BOYS SPORTY SHORTS,default,Colombia,SUMMER 2018,COLOMBIA,BOYS TRUNKS 68% POLYESTER 27% NYLON 3% POLIETILENO 2% ACRYLIC WOVEN,SUMMER,TRUNKS,JOY QUEST,BOYS,active,2018,6203430000,9086KST02_red
9086KST03,3 Level Product Style,9086KST03,active,Maaji,TRUNKS > BOYS SPORTY SHORTS,default,Colombia,SUMMER 2018,COLOMBIA,BOYS TRUNKS 68% POLYESTER 27% NYLON 3% POLIETILENO 2% ACRYLIC WOVEN,SUMMER,TRUNKS,BEACH REPEAT,BOYS,active,2018,6203430000,9086KST03_blue
9088KST02,3 Level Product Style,9088KST02,active,Maaji,TRUNKS > BOYS SPORTY SHORTS,default,Colombia,SUMMER 2018,COLOMBIA,BOYS TRUNKS 98% POLYESTER 1% POLIETILENO 1% ACRYLIC WOVEN,SUMMER,TRUNKS,BLUE SKY BLUE,BOYS,active,2018,6203430000,9088KST02_red
9088KST03,3 Level Product Style,9088KST03,active,Maaji,TRUNKS > BOYS TRUNKS,default,Colombia,SUMMER 2018 ,COLOMBIA,BOYS TRUNKS 98% POLYESTER 1% POLIETILENO 1% ACRYLIC WOVEN,SUMMER,TRUNKS,SPEECHLESS,BOYS,active,2018,6203430000,9088KST03_blue
3083KKB03,3 Level Product Style,3083KKB03,active,Maaji,KIDS > GIRLS BIKINI KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SWIMWEAR TWO PIECE 85% NYLON 15% SPANDEX KNIT,SUMMER,KIDS,LITTLE RAINFOREST,GIRLS,active,2018,6112410000,3083KKB03_red
3090KKB02,3 Level Product Style,3090KKB02,active,Maaji,KIDS > GIRLS BIKINI KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SWIMWEAR TWO PIECE 85% NYLON 15% SPANDEX KNIT,SUMMER,KIDS,CORAL BEANS,GIRLS,active,2018,6112410000,3090KKB02_red
3080KKB03,3 Level Product Style,3080KKB03,active,Maaji,KIDS > GIRLS BIKINI KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SWIMWEAR TWO PIECE 88% NYLON 12% SPANDEX KNIT,SUMMER,KIDS,STARS RAIN,GIRLS,active,2018,6112410000,3080KKB03_red
3094KKO01,3 Level Product Style,3094KKO01,active,Maaji,KIDS > GIRLS ONE PIECE KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SWIMWEAR ONE PIECE 86%NYLON 11%SPANDEX 1%POLYESTER 1%PET 1%ACRYLIC KNIT,SUMMER,KIDS,FOREVER SUMMER,GIRLS,active,2018,6112410000,3094KKO01_red
3102KKB01,3 Level Product Style,3102KKB01,active,Maaji,KIDS > GIRLS BIKINI KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SWIMWEAR TWO PIECE 91% NYLON 9% SPANDEX KNIT,SUMMER,KIDS,TEMPLE OF JOY,GIRLS,active,2018,6112410000,3102KKB01_red
3095KKS01,3 Level Product Style,3095KKS01,active,Maaji,KIDS > GIRLS SHORT KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SHORT 92% NYLON 8% SPANDEX KNIT,SUMMER,KIDS,SHINY CAMEL,GIRLS,active,2018,6104630000,3095KKS01_red
1689KKC02,3 Level Product Style,1689KKC02,active,Maaji,KIDS > GIRLS SHORT DRESS KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS DRESS 100% VISCOSE WOVEN,SUMMER,KIDS,STARFISH WISHES,GIRLS,active,2018,6204440000,1689KKC02_red
1692KKC02,3 Level Product Style,1692KKC02,active,Maaji,KIDS > GIRLS SHORT DRESS KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS DRESS 100% VISCOSE WOVEN,SUMMER,KIDS,SHINE ON ME,GIRLS,active,2018,6204440000,1692KKC02_red
3101KKB01,3 Level Product Style,3101KKB01,active,Maaji,KIDS > GIRLS BIKINI KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SWIMWEAR TWO PIECE 87% NYLON 13% SPANDEX KNIT,SUMMER,KIDS,ROCK DESERT,GIRLS,active,2018,6112410000,3101KKB01_black
3096KKB01,3 Level Product Style,3096KKB01,active,Maaji,KIDS > GIRLS BIKINI KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SWIMWEAR TWO PIECE 86% NYLON 14% SPANDEX KNIT,SUMMER,KIDS,TIMIA LANDSCAPE,GIRLS,active,2018,6112410000,3096KKB01_red
3088KKB02,3 Level Product Style,3088KKB02,active,Maaji,KIDS > GIRLS BIKINI KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SWIMWEAR TWO PIECE 86% NYLON 14% SPANDEX KNIT,SUMMER,KIDS,CACTI HOTEL,GIRLS,active,2018,6112410000,3088KKB02_black
3097KKR01,3 Level Product Style,3097KKR01,active,Maaji,KIDS > GIRLS RASH GUARD KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS RASGUARD 92% NYLON 8% SPANDEX KNIT,SUMMER,KIDS,LOST CITY,GIRLS,active,2018,6110309000,3097KKR01_black
3091KKO02,3 Level Product Style,3091KKO02,active,Maaji,KIDS > GIRLS ONE PIECE KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SWIMWEAR ONE PIECE 86% NYLON 14% SPANDEX KNIT,SUMMER,KIDS,GREENWOODS,GIRLS,active,2018,6112410000,3091KKO02_black
1688KKC03,3 Level Product Style,1688KKC03,active,Maaji,KIDS > GIRLS SKIRT KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SKIRT 100% NYLON KNIT,SUMMER,KIDS,I ROCK,GIRLS,active,2018,6104530000,1688KKC03_black
1694KKC02,3 Level Product Style,1694KKC02,active,Maaji,KIDS > GIRLS SHORT DRESS KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS DRESS 100% NYLON KNIT,SUMMER,KIDS,BLOOM BABY,GIRLS,active,2018,6104430000,1694KKC02_black
3081KKB02,3 Level Product Style,3081KKB02,active,Maaji,KIDS > GIRLS BIKINI KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SWIMWEAR TWO PIECE 83% NYLON 17% SPANDEX KNIT,SUMMER,KIDS,ROLLING WAVES,GIRLS,active,2018,6112410000,3081KKB02_blue
3053KKB02,3 Level Product Style,3053KKB02,active,Maaji,KIDS > GIRLS BIKINI KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SWIMWEAR TWO PIECE 85% NYLON 15% SPANDEX KNIT,SUMMER,KIDS,ZIZ OASIS,GIRLS,active,2018,6112410000,3053KKB02_blue
3051KKB04,3 Level Product Style,3051KKB04,active,Maaji,KIDS > GIRLS BIKINI KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SWIMWEAR TWO PIECE 86% NYLON 14% SPANDEX KNIT,SUMMER,KIDS,BAKER BEACH,GIRLS,active,2018,6112410000,3051KKB04_blue
3084KKO02,3 Level Product Style,3084KKO02,active,Maaji,KIDS > GIRLS ONE PIECE KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SWIMWEAR TWO PIECE 88% NYLON 12% SPANDEX KNIT,SUMMER,KIDS,MAGNIFICENT ARRECIFES,GIRLS,active,2018,6112410000,3084KKO02_blue
3098KKR01,3 Level Product Style,3098KKR01,active,Maaji,KIDS > GIRLS RASH GUARD KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS RASGUARD 92% NYLON 8% SPANDEX KNIT,SUMMER,KIDS,WILDLIFE GORG,GIRLS,active,2018,6110309000,3098KKR01_blue
1690KKC02,3 Level Product Style,1690KKC02,active,Maaji,KIDS > GIRLS SHORT DRESS KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS DRESS 100% NYLON KNIT,SUMMER,KIDS,OCEAN CALL,GIRLS,active,2018,6104430000,1690KKC02_blue
1693KKC02,3 Level Product Style,1693KKC02,active,Maaji,KIDS > GIRLS SHORT DRESS KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS DRESS 100% NYLON KNIT,SUMMER,KIDS,TAKE ME WITH YOU,GIRLS,active,2018,6104430000,1693KKC02_blue
3100KKB01,3 Level Product Style,3100KKB01,active,Maaji,KIDS > GIRLS BIKINI KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SWIMWEAR TWO PIECE 87% NYLON 13% SPANDEX KNIT,SUMMER,KIDS,DUSTY STORM,GIRLS,active,2018,6112410000,3100KKB01_orange
3066KKB03,3 Level Product Style,3066KKB03,active,Maaji,KIDS > GIRLS BIKINI KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SWIMWEAR TWO PIECE 87% NYLON 13% SPANDEX KNIT,SUMMER,KIDS,ROSE OF THE DESERT,GIRLS,active,2018,6112410000,3066KKB03_orange
3101KKB02,3 Level Product Style,3101KKB02,active,Maaji,KIDS > GIRLS BIKINI KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SWIMWEAR TWO PIECE 87% NYLON 13% SPANDEX KNIT,SUMMER,KIDS,SANDY SANDBELLS,GIRLS,active,2018,6112410000,3101KKB02_orange
3099KKO01,3 Level Product Style,3099KKO01,active,Maaji,KIDS > GIRLS ONE PIECE KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SWIMWEAR ONE PIECE 87%NYLON 13%SPANDEX KNIT,SUMMER,KIDS,PASSION FRUIT FRESHNESS,GIRLS,active,2018,6112410000,3099KKO01_orange
3085KKO02,3 Level Product Style,3085KKO02,active,Maaji,KIDS > GIRLS ONE PIECE KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SWIMWEAR ONE PIECE 87%NYLON 13%SPANDEX KNIT,SUMMER,KIDS,PLAYA CHIQUITA,GIRLS,active,2018,6112410000,3085KKO02_orange
3103KKS01,3 Level Product Style,3103KKS01,active,Maaji,KIDS > GIRLS SHORT KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SHORT 92% NYLON 8% SPANDEX KNIT,SUMMER,KIDS,COYOTE VALLEY,GIRLS,active,2018,6104630000,3103KKS01_orange
1691KKC02,3 Level Product Style,1691KKC02,active,Maaji,KIDS > GIRLS SHORT KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS SHORT 100% NYLON KNIT,SUMMER,KIDS,SUN FLOWER,GIRLS,active,2018,6104630000,1691KKC02_orange
1695KKC01,3 Level Product Style,1695KKC01,active,Maaji,KIDS > GIRLS SHORT DRESS KIDS,default,Colombia,SUMMER 2018,COLOMBIA,GIRLS DRESS 100% NYLON KNIT,SUMMER,KIDS,MYSTIC TREASURE,GIRLS,active,2018,6104430000,1695KKC01_orange
1891ASA01,3 Level Product Style,1891ASA01,active,Maaji,ACTIVE > TRAVEL,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SWEATSHIRT 66% COTTON 33% POLYESTER 1% SPANDEX KNIT,SUMMER,ACTIVE,PAPYRUS GRAY,WOMEN,active,2018,6114300000,1891ASA01_gray
1863ALM03,3 Level Product Style,1863ALM03,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 84% POLYESTER 14% SPANDEX 2% COTTON KNIT,SUMMER,ACTIVE,GLOWING WINGS ECRU,WOMEN,active,2018,6104630000,1863ALM03_blue
1832ASB02,3 Level Product Style,1832ASB02,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SPORTS BRA 45% POLYESTER 37% NYLON 18% SPANDEX KNIT,SUMMER,ACTIVE,INSTANTANEOUS ECRU,WOMEN,active,2018,6114300000,1832ASB02_blue
1886ASH02,3 Level Product Style,1886ASH02,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SHORT 78% NYLON 22% SPANDEX KNIT,SUMMER,ACTIVE,SPRINTER WINGS ECRU,WOMEN,active,2018,6104630000,1886ASH02_blue
1760ASB05,3 Level Product Style,1760ASB05,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SPORTS BRA 58% POLYESTER 27% NYLON 15% SPANDEX KNIT,SUMMER,ACTIVE,TWIST WINGS ECRU,WOMEN,active,2018,6114300000,1760ASB05_blue
1887ASA01,3 Level Product Style,1887ASA01,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SWEATSHIRT 56% COTTON 44% POLYESTER KNIT,SUMMER,ACTIVE,CLOUDBURST RAGLAN BLACK,WOMEN,active,2018,6110201000,1887ASA01_blue
1872ABD01,3 Level Product Style,1872ABD01,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS BODY 56% NYLON 25% POLYESTER 19% SPANDEX KNIT,SUMMER,ACTIVE,MOON ECRU,WOMEN,active,2018,6108920000,1872ABD01_blue
1886ASH01,3 Level Product Style,1886ASH01,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SHORT 78% NYLON 22% SPANDEX KNIT,SUMMER,ACTIVE,SPRINTER TWIG WHITE,WOMEN,active,2018,6104630000,1886ASH01_white
1785ALY04,3 Level Product Style,1785ALY04,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS LAYER 69% NYLON 21% SPANDEX 10% POLYESTER KNIT,SUMMER,ACTIVE,MESH WAVES WINGS ECRU,WOMEN,active,2018,6104330000,1785ALY04_blue
1769ALL05,3 Level Product Style,1769ALL05,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 76% NYLON 15% SPANDEX 8% POLYESTER 1% COTTON KNIT,SUMMER,ACTIVE,CAMERA ROLL BACK EMANA,WOMEN,active,2018,6104630000,1769ALL05_black
1882AST01,3 Level Product Style,1882AST01,active,Maaji,ACTIVE > TRAVEL,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SHORT SLEEVE TOP 64% NYLON 18% SPANDEX 18% COTTON KNIT,SUMMER,ACTIVE,OASIS BLACK,WOMEN,active,2018,6114300000,1882AST01_black
1786ALC07,3 Level Product Style,1786ALC07,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SHORT PANTS 84% POLYESTER 14% SPANDEX 2% COTTON KNIT,SUMMER,ACTIVE,DAZZLING PALMERA CROP,WOMEN,active,2018,6104630000,1786ALC07_blue
1779ASB04,3 Level Product Style,1779ASB04,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SPORTS BRA 63% NYLON 25% SPANDEX 12% POLYESTER KNIT,SUMMER,ACTIVE,RIPPLE BLACK,WOMEN,active,2018,6114300000,1779ASB04_blue
1883ATT03,3 Level Product Style,1883ATT03,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TANK TOP 100% COTTON KNIT,SUMMER,ACTIVE,UTOPIA LILAC,WOMEN,active,2018,6114200000,1883ATT03_blue
1876ASH01,3 Level Product Style,1876ASH01,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SHORT 47% NYLON 27% POLYESTER 26% SPANDEX KNIT,SUMMER,ACTIVE,CONVERT WINGS DUSK,WOMEN,active,2018,6104630000,1876ASH01_blue
1879ASB01,3 Level Product Style,1879ASB01,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SPORTS BRA 76% NYLON 24% SPANDEX KNIT,SUMMER,ACTIVE,MIRAGE BLUE,WOMEN,active,2018,6114300000,1879ASB01_blue
1823ALC05,3 Level Product Style,1823ALC05,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SHORT PANTS 67% NYLON 17% POLYESTER 16% SPANDEX KNIT,SUMMER,ACTIVE,BANNER WINGS DUSK,WOMEN,active,2018,6104630000,1823ALC05_blue
1875ASB01,3 Level Product Style,1875ASB01,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SPORTS BRA 59% NYLON 26% SPANDEX 15% POLYESTER KNIT,SUMMER,ACTIVE,INFATUATION BLACK,WOMEN,active,2018,6114300000,1875ASB01_blue
1827ASB03,3 Level Product Style,1827ASB03,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SPORTS BRA 71% NYLON 20% SPANDEX 9% POLYESTER KNIT,SUMMER,ACTIVE,INERTIA DUSK,WOMEN,active,2018,6114300000,1827ASB03_blue
1837ALM04,3 Level Product Style,1837ALM04,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 84% NYLON 8% SPANDEX 6% POLYESTER 2% COTTON KNIT,SUMMER,ACTIVE,PULSE SPACE DYE DUSK,WOMEN,active,2018,6104630000,1837ALM04_blue
1825ALM05,3 Level Product Style,1825ALM05,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 57% NYLON 31% SPANDEX 12% POLYESTER KNIT,SUMMER,ACTIVE,CROCHETTA DUSK,WOMEN,active,2018,6104630000,1825ALM05_blue
1806ALM03,3 Level Product Style,1806ALM03,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 58% NYLON 33% SPANDEX 7% POLYESTER 2% COTTON KNIT,SUMMER,ACTIVE,LANE DUSK,WOMEN,active,2018,6104630000,1806ALM03_blue
1786ALM08,3 Level Product Style,1786ALM08,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 84% POLYESTER 14% SPANDEX 2% COTTON KNIT,SUMMER,ACTIVE,DAZZLING PALMERA,WOMEN,active,2018,6104630000,1786ALM08_blue
1849ATT01,3 Level Product Style,1849ATT01,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TANK TOP 78% NYLON 22% SPANDEX KNIT,SUMMER,ACTIVE,SOLSTICE BLACK,WOMEN,active,2018,6114300000,1849ATT01_black
1888ATT03,3 Level Product Style,1888ATT03,active,Maaji,ACTIVE > TRAVEL,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TANK TOP 70% NYLON 20% SPANDEX 10% COTTON KNIT,SUMMER,ACTIVE,EDEN WINGS BLUE,WOMEN,active,2018,6114300000,1888ATT03_blue
1795APA05,3 Level Product Style,1795APA05,active,Maaji,ACTIVE > TRAVEL,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 78% NYLON 21% SPANDEX 1% COTTON KNIT,SUMMER,ACTIVE,PURE VIBES WINGS DUSK,WOMEN,active,2018,6104630000,1795APA05_blue
1883ATT02,3 Level Product Style,1883ATT02,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TANK TOP 100% COTTON KNIT,SUMMER,ACTIVE,UTOPIA ECRU,WOMEN,active,2018,6114200000,1883ATT02_blue
1892ALY01,3 Level Product Style,1892ALY01,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS LAYER 50% COTTON 50% MODAL KNIT,SUMMER,ACTIVE,SCENT DIP DYE GRAY,WOMEN,active,2018,6114300000,1892ALY01_blue
1869ALS03,3 Level Product Style,1869ALS03,active,Maaji,ACTIVE > TRAVEL,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS LONG SLEEVE TOP 50% COTTON 50% MODAL KNIT,SUMMER,ACTIVE,CHAI GRAY,WOMEN,active,2018,6114300000,1869ALS03_blue
1889AHL01,3 Level Product Style,1889AHL01,active,Maaji,ACTIVE > TRAVEL,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS LONG SLEEVE HOODIE 55% COTTON 45% POLYESTER KNIT,SUMMER,ACTIVE,STARGAZER GRAY,WOMEN,active,2018,6102300000,1889AHL01_gray
1868ASB01,3 Level Product Style,1868ASB01,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SPORTS BRA 43%NYLON 37%POLYESTER 20%SPANDEX KNIT,SUMMER,ACTIVE,INSTANT MUSE JUNGLE,WOMEN,active,2018,6114300000,1868ASB01_blue
1760ASB07,3 Level Product Style,1760ASB07,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SPORTS BRA 65% POLYESTER 19% NYLON 16% SPANDEX KNIT,SUMMER,ACTIVE,TWIST SPACED CHARCOAL,WOMEN,active,2018,6114300000,1760ASB07_black
1881ASB01,3 Level Product Style,1881ASB01,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SPORTS BRA 80% POLYESTER 20% SPANDEX KNIT,SUMMER,ACTIVE,AGAVE PALMS EVERGREEN,WOMEN,active,2018,6109900000,1881ASB01_green
1873ASB01,3 Level Product Style,1873ASB01,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SPORTS BRA 56% NYLON 27 %POLYESTER 17 %SPANDEX KNIT,SUMMER,ACTIVE,RESERVOIR CHARCOAL EMANA,WOMEN,active,2018,6109909000,1873ASB01_black
1765ASB03,3 Level Product Style,1765ASB03,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SPORTS BRA 46% NYLON 28% POLYESTER 26% SPANDEX KNIT,SUMMER,ACTIVE,RADIANT EVERGREEN,WOMEN,active,2018,6109909000,1765ASB03_black
