lv1_code,lv2_code,vp_code,product_class_name,name,status,brand,brand.description,brand.logo_url,category.1.path,category.1.category_set,category.2.path,category.2.category_set,category.3.path,category.3.category_set,category.4.path,category.4.category_set,category.5.path,category.5.category_set,catalog.1.name,catalog.2.name,image.1.url,image.1.description,image.1.is_primary,image.1.tag_list,image.2.url,image.2.description,image.2.is_primary,image.2.tag_list,image.3.url,image.3.description,image.3.is_primary,image.3.tag_list,image.4.url,image.4.description,image.4.is_primary,image.4.tag_list,image.5.url,image.5.description,image.5.is_primary,image.5.tag_list,attribute.country_of_origin.string
1462CLS01,1462CLS01,,Colour,captain jack red,active,Maaji,,,,,,,,,,,,,,spring 2018,,http://res.cloudinary.com/maaji/image/upload/v1516804299/Summer2018/3047SFH03_3013SCC03_red_3.jpg,WOMENS LONG SHIRT 81% RAYON 12% VISCOSE 3% POLYESTER 2% NYLON 2% COTTON WOVEN,yes,,http://res.cloudinary.com/maaji/image/upload/v1516804299/Summer2018/3047SFH03_3013SCC03_red_4.jpg,WOMENS LONG SHIRT 81% RAYON 12% VISCOSE 3% POLYESTER 2% NYLON 2% COTTON WOVEN,no,,,,,,,,,,,,,colombia
