lv1_code,product_class_name,name,status,brand,brand.description,image.1.url,image.1.description,image.1.is_primary,image.2.url,image.2.description,image.2.is_primary,attribute.saya_collection.single_option,attribute.saya_color.single_option,attribute.saya_fabric_content.single_option,attribute.saya_group.single_option,attribute.saya_line.single_option,attribute.saya_product_line.single_option,attribute.saya_season.single_option,attribute.saya_size.single_option,attribute.us_online.boolean, length
3047SFH03,Colour,DAHLIA SANDCASTLE,active,Maaji,WOMENS TOPSWIMWEAR ONE PIECE 86%NYLON 7%SPANDEX 3%POLYESTER 2%PET 2%ACRYLIC KNIT,http://res.cloudinary.com/maaji/image/upload/v1516804298/Summer2018/3047SFH03_3013SCC03_red_3.jpg,3047SFH03image primary,yes,http://res.cloudinary.com/maaji/image/upload/v1516804298/Summer2018/3047SFH03_3013SCC03_red_4.jpg,3047SFH image second,no,SUMMER 2018,RED,7,70278E+12,WOMENS TOPSWIMWEAR ONE PIECE 86%NYLON 7%SPANDEX 3%POLYESTER 2%PET 2%ACRYLIC KNIT,SUMMER 2018,SWIMWEAR,DAHLIASANDCASTLE,WOMEN,WOMEN,SWIMWEAR,3047SFH03XS,2018,TOPCONFECCIONADO,XS,Medium
